LNG_ROUTE,LNG_route_gz1,LNG_route_gz2,LNG_route_distance,LNG_flow_allowed,LNG_shipping_unit_cost_dmmbtukm,LNG_ship_efficiency
IL_VT,IL,VT,1309.152456,1,0.011,1
IL_WA,IL,WA,2709.464562,1,0.011,1
IL_WI,IL,WI,276.2442036,1,0.011,1
IL_WV,IL,WV,708.2295154,1,0.011,1
IL_WY,IL,WY,1547.33169,1,0.011,1
IN_KS,IN,KS,897.6281104,1,0.011,1
IN_KY,IN,KY,273.197624,1,0.011,1
IN_LA,IN,LA,1152.151499,1,0.011,1
IN_MA,IN,MA,1267.783586,1,0.011,1
IN_MD,IN,MD,818.1624236,1,0.011,1
IN_ME,IN,ME,1435.611624,1,0.011,1
IN_MI,IN,MI,347.7517836,1,0.011,1
IN_MN,IN,MN,821.1468692,1,0.011,1
IN_MO,IN,MO,546.8274707,1,0.011,1
IN_MS,IN,MS,892.3770796,1,0.011,1
IN_MT,IN,MT,2143.551796,1,0.011,1
IN_NC,IN,NC,773.8740261,1,0.011,1
IN_ND,IN,ND,1318.256891,1,0.011,1
IN_NE,IN,NE,940.2233018,1,0.011,1
IN_NH,IN,NH,1273.302211,1,0.011,1
IN_NJ,IN,NJ,1004.056784,1,0.011,1
IN_NM,IN,NM,1876.039142,1,0.011,1
IN_NV,IN,NV,2617.481521,1,0.011,1
IN_NY,IN,NY,989.4815985,1,0.011,1
IN_OH,IN,OH,298.5867594,1,0.011,1
IN_OK,IN,OK,1057.415179,1,0.011,1
IN_OR,IN,OR,3001.624864,1,0.011,1
IN_PA,IN,PA,785.1638761,1,0.011,1
IN_RI,IN,RI,1256.08103,1,0.011,1
IN_SC,IN,SC,825.1664551,1,0.011,1
IN_SD,IN,SD,1136.270471,1,0.011,1
IN_TN,IN,TN,483.4033336,1,0.011,1
IN_TX,IN,TX,1437.30392,1,0.011,1
IN_UT,IN,UT,2172.23092,1,0.011,1
IN_VA,IN,VA,775.7172555,1,0.011,1
IN_VT,IN,VT,1191.785874,1,0.011,1
IN_WA,IN,WA,2926.375266,1,0.011,1
IN_WI,IN,WI,459.0698383,1,0.011,1
IN_WV,IN,WV,498.2242023,1,0.011,1
IN_WY,IN,WY,1751.9441,1,0.011,1
KS_KY,KS,KY,983.5046112,1,0.011,1
KS_LA,KS,LA,973.0740129,1,0.011,1
KS_MA,KS,MA,2161.674852,1,0.011,1
KS_MD,KS,MD,1703.606934,1,0.011,1
KS_ME,KS,ME,2313.151971,1,0.011,1
KS_MI,KS,MI,1142.822419,1,0.011,1
KS_MN,KS,MN,787.0712505,1,0.011,1
KS_MO,KS,MO,370.8883877,1,0.011,1
KS_MS,KS,MS,902.561365,1,0.011,1
KS_MT,KS,MT,1525.063995,1,0.011,1
KS_NC,KS,NC,1525.933934,1,0.011,1
KS_ND,KS,ND,1015.891118,1,0.011,1
KS_NE,KS,NE,310.4798359,1,0.011,1
KS_NH,KS,NH,2160.65662,1,0.011,1
KS_NJ,KS,NJ,1900.954057,1,0.011,1
KS_NM,KS,NM,982.400624,1,0.011,1
KS_NV,KS,NV,1743.784407,1,0.011,1
KS_NY,KS,NY,1886.107153,1,0.011,1
KS_OH,KS,OH,1196.173304,1,0.011,1
KS_OK,KS,OK,320.850462,1,0.011,1
KS_OR,KS,OR,2272.79162,1,0.011,1
KS_PA,KS,PA,1682.090256,1,0.011,1
KS_RI,KS,RI,2152.292491,1,0.011,1
KS_SC,KS,SC,1469.382648,1,0.011,1
KS_SD,KS,SD,653.4958637,1,0.011,1
KS_TN,KS,TN,943.446394,1,0.011,1
KS_TX,KS,TX,845.6213501,1,0.011,1
KS_UT,KS,UT,1345.432809,1,0.011,1
KS_VA,KS,VA,1631.406285,1,0.011,1
KS_VT,KS,VT,2066.088964,1,0.011,1
KS_WA,KS,WA,2263.543389,1,0.011,1
KS_WI,KS,WI,854.1054281,1,0.011,1
KS_WV,KS,WV,1366.343552,1,0.011,1
KS_WY,KS,WY,1009.15975,1,0.011,1
KY_LA,KY,LA,978.2710999,1,0.011,1
KY_MA,KY,MA,1280.275871,1,0.011,1
KY_MD,KY,MD,750.0405823,1,0.011,1
KY_ME,KY,ME,1484.721288,1,0.011,1
KY_MI,KY,MI,568.5950458,1,0.011,1
KY_MN,KY,MN,1074.450912,1,0.011,1
KY_MO,KY,MO,612.7644775,1,0.011,1
KY_MS,KY,MS,703.3907044,1,0.011,1
KY_MT,KY,MT,2351.958312,1,0.011,1
KY_NC,KY,NC,559.4988561,1,0.011,1
KY_ND,KY,ND,1562.320382,1,0.011,1
KY_NE,KY,NE,1100.910619,1,0.011,1
KY_NH,KY,NH,1306.590617,1,0.011,1
KY_NJ,KY,NJ,977.1033227,1,0.011,1
KY_NM,KY,NM,1924.848852,1,0.011,1
KY_NV,KY,NV,2727.281677,1,0.011,1
KY_NY,KY,NY,995.7752626,1,0.011,1
KY_OH,KY,OH,362.7494582,1,0.011,1
KY_OK,KY,OK,1062.779193,1,0.011,1
KY_OR,KY,OR,3186.841372,1,0.011,1
KY_PA,KY,PA,768.1789253,1,0.011,1
KY_RI,KY,RI,1256.533463,1,0.011,1
KY_SC,KY,SC,569.2794497,1,0.011,1
KY_SD,KY,SD,1344.572538,1,0.011,1
KY_TN,KY,TN,245.3777304,1,0.011,1
KY_TX,KY,TX,1352.74066,1,0.011,1
KY_UT,KY,UT,2313.20762,1,0.011,1
KY_VA,KY,VA,653.5847667,1,0.011,1
KY_VT,KY,VT,1254.271465,1,0.011,1
KY_WA,KY,WA,3130.456663,1,0.011,1
KY_WI,KY,WI,729.6454123,1,0.011,1
KY_WV,KY,WV,408.8116993,1,0.011,1
KY_WY,KY,WY,1921.934355,1,0.011,1
LA_MA,LA,MA,2205.538759,1,0.011,1
LA_MD,LA,MD,1634.325045,1,0.011,1
LA_ME,LA,ME,2433.116414,1,0.011,1
LA_MI,LA,MI,1499.609669,1,0.011,1
LA_MN,LA,MN,1621.977739,1,0.011,1
LA_MO,LA,MO,859.5802214,1,0.011,1
LA_MS,LA,MS,277.3833646,1,0.011,1
LA_MT,LA,MT,2466.220752,1,0.011,1
LA_NC,LA,NC,1227.567342,1,0.011,1
LA_ND,LA,ND,1967.430121,1,0.011,1
LA_NE,LA,NE,1274.7393,1,0.011,1
LA_NH,LA,NH,2247.936207,1,0.011,1
LA_NJ,LA,NJ,1881.713484,1,0.011,1
LA_NM,LA,NM,1455.670639,1,0.011,1
LA_NV,LA,NV,2381.366314,1,0.011,1
LA_NY,LA,NY,1928.751469,1,0.011,1
LA_OH,LA,OH,1340.761422,1,0.011,1
LA_OK,LA,OK,734.683571,1,0.011,1
LA_OR,LA,OR,3121.150749,1,0.011,1
LA_PA,LA,PA,1698.267714,1,0.011,1
LA_RI,LA,RI,2171.628374,1,0.011,1
LA_SC,LA,SC,1052.823574,1,0.011,1
LA_SD,LA,SD,1619.465406,1,0.011,1
LA_TN,LA,TN,742.3327786,1,0.011,1
LA_TX,LA,TX,559.9754395,1,0.011,1
LA_UT,LA,UT,2131.393783,1,0.011,1
LA_VA,LA,VA,1484.984583,1,0.011,1
LA_VT,LA,VT,2215.172943,1,0.011,1
LA_WA,LA,WA,3160.857519,1,0.011,1
LA_WI,LA,WI,1463.592483,1,0.011,1
LA_WV,LA,WV,1332.740522,1,0.011,1
LA_WY,LA,WY,1915.607055,1,0.011,1
MA_MD,MA,MD,575.9326223,1,0.011,1
MA_ME,MA,ME,261.4179574,1,0.011,1
MA_MI,MA,MI,1054.401495,1,0.011,1
MA_MN,MA,MN,1810.201782,1,0.011,1
MA_MO,MA,MO,1814.057112,1,0.011,1
MA_MS,MA,MS,1931.113002,1,0.011,1
MA_MT,MA,MT,3174.76832,1,0.011,1
MA_NC,MA,NC,1036.995358,1,0.011,1
MA_ND,MA,ND,2265.681517,1,0.011,1
MA_NE,MA,NE,2151.55646,1,0.011,1
MA_NH,MA,NH,98.58425009,1,0.011,1
MA_NJ,MA,NJ,328.0508058,1,0.011,1
MA_NM,MA,NM,3142.85551,1,0.011,1
MA_NV,MA,NV,3843.573539,1,0.011,1
MA_NY,MA,NY,284.6555845,1,0.011,1
MA_OH,MA,OH,972.8890928,1,0.011,1
MA_OK,MA,OK,2316.884009,1,0.011,1
MA_OR,MA,OR,4075.644936,1,0.011,1
MA_PA,MA,PA,513.3997519,1,0.011,1
MA_RI,MA,RI,58.20709573,1,0.011,1
MA_SC,MA,SC,1246.071849,1,0.011,1
MA_SD,MA,SD,2243.16906,1,0.011,1
MA_TN,MA,TN,1479.349302,1,0.011,1
MA_TX,MA,TX,2631.376904,1,0.011,1
MA_UT,MA,UT,3364.381767,1,0.011,1
MA_VA,MA,VA,740.3086907,1,0.011,1
MA_VT,MA,VT,234.8322826,1,0.011,1
MA_WA,MA,WA,3939.588326,1,0.011,1
MA_WI,MA,WI,1444.588966,1,0.011,1
MA_WV,MA,WV,881.1547999,1,0.011,1
MA_WY,MA,WY,2906.027013,1,0.011,1
MD_ME,MD,ME,820.7267653,1,0.011,1
MD_MI,MD,MI,748.1655858,1,0.011,1
MD_MN,MD,MN,1536.036045,1,0.011,1
MD_MO,MD,MO,1337.392396,1,0.011,1
MD_MS,MD,MS,1362.095774,1,0.011,1
MD_MT,MD,MT,2911.054965,1,0.011,1
MD_NC,MD,NC,473.6648643,1,0.011,1
MD_ND,MD,ND,2032.01868,1,0.011,1
MD_NE,MD,NE,1756.208291,1,0.011,1
MD_NH,MD,NH,631.9773088,1,0.011,1
MD_NJ,MD,NJ,248.4305856,1,0.011,1
MD_NM,MD,NM,2667.153518,1,0.011,1
MD_NV,MD,NV,3434.909877,1,0.011,1
MD_NY,MD,NY,320.4073826,1,0.011,1
MD_OH,MD,OH,530.6438627,1,0.011,1
MD_OK,MD,OK,1811.796202,1,0.011,1
MD_OR,MD,OR,3790.871638,1,0.011,1
MD_PA,MD,PA,147.675085,1,0.011,1
MD_RI,MD,RI,538.2609834,1,0.011,1
MD_SC,MD,SC,682.686734,1,0.011,1
MD_SD,MD,SD,1920.617462,1,0.011,1
MD_TN,MD,TN,921.3832949,1,0.011,1
MD_TX,MD,TX,2080.802099,1,0.011,1
MD_UT,MD,UT,2988.7347,1,0.011,1
MD_VA,MD,VA,172.3921041,1,0.011,1
MD_VT,MD,VT,643.3556595,1,0.011,1
MD_WA,MD,WA,3693.195686,1,0.011,1
MD_WI,MD,WI,1139.555588,1,0.011,1
MD_WV,MD,WV,342.3505151,1,0.011,1
MD_WY,MD,WY,2559.237337,1,0.011,1
ME_MI,ME,MI,1176.928754,1,0.011,1
ME_MN,ME,MN,1881.169535,1,0.011,1
ME_MO,ME,MO,1980.598653,1,0.011,1
ME_MS,ME,MS,2156.735182,1,0.011,1
ME_MT,ME,MT,3215.84824,1,0.011,1
ME_NC,ME,NC,1289.643729,1,0.011,1
ME_ND,ME,ND,2306.332201,1,0.011,1
ME_NE,ME,NE,2271.330272,1,0.011,1
ME_NH,ME,NH,188.7506894,1,0.011,1
ME_NJ,ME,NJ,578.2666499,1,0.011,1
ME_NM,ME,NM,3295.05281,1,0.011,1
ME_NV,ME,NV,3953.224133,1,0.011,1
ME_NY,ME,NY,506.9325809,1,0.011,1
ME_OH,ME,OH,1152.370516,1,0.011,1
ME_OK,ME,OK,2492.913897,1,0.011,1
ME_OR,ME,OR,4119.266753,1,0.011,1
ME_PA,ME,PA,735.4823799,1,0.011,1
ME_RI,ME,RI,315.9028777,1,0.011,1
ME_SC,ME,SC,1499.235173,1,0.011,1
ME_SD,ME,SD,2326.048908,1,0.011,1
ME_TN,ME,TN,1697.710846,1,0.011,1
ME_TX,ME,TX,2836.596244,1,0.011,1
ME_UT,ME,UT,3459.680092,1,0.011,1
ME_VA,ME,VA,989.844304,1,0.011,1
ME_VT,ME,VT,247.4116749,1,0.011,1
ME_WA,ME,WA,3965.330229,1,0.011,1
ME_WI,ME,WI,1542.988131,1,0.011,1
ME_WV,ME,WV,1100.686279,1,0.011,1
ME_WY,ME,WY,2990.978665,1,0.011,1
MI_MN,MI,MN,792.5502949,1,0.011,1
MI_MO,MI,MO,836.4104724,1,0.011,1
MI_MS,MI,MS,1237.559511,1,0.011,1
MI_MT,MI,MT,2171.963564,1,0.011,1
MI_NC,MI,NC,905.1674121,1,0.011,1
MI_ND,MI,ND,1284.603613,1,0.011,1
MI_NE,MI,NE,1098.992897,1,0.011,1
MI_NH,MI,NH,1037.159256,1,0.011,1
MI_NJ,MI,NJ,857.1790725,1,0.011,1
MI_NM,MI,NM,2121.691044,1,0.011,1
MI_NV,MI,NV,2789.572498,1,0.011,1
MI_NY,MI,NY,803.8013091,1,0.011,1
MI_OH,MI,OH,294.7186862,1,0.011,1
MI_OK,MI,OK,1354.019253,1,0.011,1
MI_OR,MI,OR,3060.866752,1,0.011,1
MI_PA,MI,PA,655.945611,1,0.011,1
MI_RI,MI,RI,1056.845045,1,0.011,1
MI_SC,MI,SC,1023.308652,1,0.011,1
MI_SD,MI,SD,1200.937635,1,0.011,1
MI_TN,MI,TN,807.6581331,1,0.011,1
MI_TX,MI,TX,1769.597894,1,0.011,1
MI_UT,MI,UT,2311.264115,1,0.011,1
MI_VA,MI,VA,782.3207213,1,0.011,1
MI_VT,MI,VT,929.6138297,1,0.011,1
MI_WA,MI,WA,2951.701113,1,0.011,1
MI_WI,MI,WI,401.541817,1,0.011,1
MI_WV,MI,WV,540.1104373,1,0.011,1
MI_WY,MI,WY,1858.205846,1,0.011,1
MN_MO,MN,MO,763.2721424,1,0.011,1
MN_MS,MN,MS,1445.622365,1,0.011,1
MN_MT,MN,MT,1379.763983,1,0.011,1
MN_NC,MN,NC,1592.654497,1,0.011,1
MN_ND,MN,ND,502.0966546,1,0.011,1
MN_NE,MN,NE,541.48266,1,0.011,1
MN_NH,MN,NH,1774.458132,1,0.011,1
MN_NJ,MN,NJ,1646.506327,1,0.011,1
MN_NM,MN,NM,1601.071244,1,0.011,1
MN_NV,MN,NV,2095.62526,1,0.011,1
MN_NY,MN,NY,1583.314118,1,0.011,1
MN_OH,MN,OH,1027.62314,1,0.011,1
MN_OK,MN,OK,1104.034,1,0.011,1
MN_OR,MN,OR,2272.385942,1,0.011,1
MN_PA,MN,PA,1448.47946,1,0.011,1
MN_RI,MN,RI,1822.00539,1,0.011,1
MN_SC,MN,SC,1641.844341,1,0.011,1
MN_SD,MN,SD,450.1685495,1,0.011,1
MN_TN,MN,TN,1210.341002,1,0.011,1
MN_TX,MN,TX,1625.4758,1,0.011,1
MN_UT,MN,UT,1586.620753,1,0.011,1
MN_VA,MN,VA,1546.769345,1,0.011,1
MN_VT,MN,VT,1644.162827,1,0.011,1
MN_WA,MN,WA,2159.179901,1,0.011,1
MN_WI,MN,WI,397.1030407,1,0.011,1
MN_WV,MN,WV,1277.520111,1,0.011,1
MN_WY,MN,WY,1111.84279,1,0.011,1
MO_MS,MO,MS,691.3304872,1,0.011,1
MO_MT,MO,MT,1814.521291,1,0.011,1
MO_NC,MO,NC,1159.478017,1,0.011,1
MO_ND,MO,ND,1149.552042,1,0.011,1
MO_NE,MO,NE,533.9039615,1,0.011,1
MO_NH,MO,NH,1820.016047,1,0.011,1
MO_NJ,MO,NJ,1541.674525,1,0.011,1
MO_NM,MO,NM,1333.322227,1,0.011,1
MO_NV,MO,NV,2114.559491,1,0.011,1
MO_NY,MO,NY,1534.270217,1,0.011,1
MO_OH,MO,OH,841.8659198,1,0.011,1
MO_OK,MO,OK,518.0114429,1,0.011,1
MO_OR,MO,OR,2608.70829,1,0.011,1
MO_PA,MO,PA,1323.435935,1,0.011,1
MO_RI,MO,RI,1801.024567,1,0.011,1
MO_SC,MO,SC,1116.402413,1,0.011,1
MO_SD,MO,SD,843.1988501,1,0.011,1
MO_TN,MO,TN,595.0617699,1,0.011,1
MO_TX,MO,TX,961.0151173,1,0.011,1
MO_UT,MO,UT,1706.74158,1,0.011,1
MO_VA,MO,VA,1261.023195,1,0.011,1
MO_VT,MO,VT,1735.506899,1,0.011,1
MO_WA,MO,WA,2577.151619,1,0.011,1
MO_WI,MO,WI,646.9583471,1,0.011,1
MO_WV,MO,WV,998.0921802,1,0.011,1
MO_WY,MO,WY,1338.632563,1,0.011,1
MS_MT,MS,MT,2427.211568,1,0.011,1
MS_NC,MS,NC,971.5321776,1,0.011,1
MS_ND,MS,ND,1837.585992,1,0.011,1
MS_NE,MS,NE,1176.896127,1,0.011,1
MS_NH,MS,NH,1972.009238,1,0.011,1
MS_NJ,MS,NJ,1608.631546,1,0.011,1
MS_NM,MS,NM,1570.312872,1,0.011,1
MS_NV,MS,NV,2476.443964,1,0.011,1
MS_NY,MS,NY,1653.118279,1,0.011,1
MS_OH,MS,OH,1066.140094,1,0.011,1
MS_OK,MS,OK,747.5828961,1,0.011,1
MS_OR,MS,OR,3142.858179,1,0.011,1
MS_PA,MS,PA,1422.389649,1,0.011,1
MS_RI,MS,RI,1898.236809,1,0.011,1
MS_SC,MS,SC,812.2675248,1,0.011,1
MS_SD,MS,SD,1512.685463,1,0.011,1
MS_TN,MS,TN,465.2146615,1,0.011,1
MS_TX,MS,TX,760.7994608,1,0.011,1
MS_UT,MS,UT,2172.448531,1,0.011,1
MS_VA,MS,VA,1216.692013,1,0.011,1
MS_VT,MS,VT,1937.919389,1,0.011,1
MS_WA,MS,WA,3155.357952,1,0.011,1
MS_WI,MS,WI,1240.03523,1,0.011,1
MS_WV,MS,WV,1056.107032,1,0.011,1
MS_WY,MS,WY,1899.058437,1,0.011,1
MT_NC,MT,NC,2906.897094,1,0.011,1
MT_ND,MT,ND,910.4157402,1,0.011,1
MT_NE,MT,NE,1280.635303,1,0.011,1
MT_NH,MT,NH,3130.087864,1,0.011,1
MT_NJ,MT,NJ,3025.965936,1,0.011,1
MT_NM,MT,NM,1415.349144,1,0.011,1
MT_NV,MT,NV,1158.02959,1,0.011,1
MT_NY,MT,NY,2959.880505,1,0.011,1
MT_OH,MT,OH,2390.939094,1,0.011,1
MT_OK,MT,OK,1732.969678,1,0.011,1
MT_OR,MT,OR,903.4185414,1,0.011,1
MT_PA,MT,PA,2827.856862,1,0.011,1
MT_RI,MT,RI,3191.089908,1,0.011,1
MT_SC,MT,SC,2908.760016,1,0.011,1
MT_SD,MT,SD,1008.786328,1,0.011,1
MT_TN,MT,TN,2403.377322,1,0.011,1
MT_TX,MT,TX,2134.420471,1,0.011,1
MT_UT,MT,UT,712.540937,1,0.011,1
MT_VA,MT,VA,2907.591083,1,0.011,1
MT_VT,MT,VT,2991.279083,1,0.011,1
MT_WA,MT,WA,783.5425216,1,0.011,1
MT_WI,MT,WI,1772.825211,1,0.011,1
MT_WV,MT,WV,2631.884966,1,0.011,1
MT_WY,MT,WY,567.380325,1,0.011,1
NC_ND,NC,ND,2091.726414,1,0.011,1
NC_NE,NC,NE,1660.233029,1,0.011,1
NC_NH,NC,NH,1101.410321,1,0.011,1
NC_NJ,NC,NJ,711.4711531,1,0.011,1
NC_NM,NC,NM,2426.923585,1,0.011,1
NC_NV,NC,NV,3264.876096,1,0.011,1
NC_NY,NC,NY,794.0408802,1,0.011,1
NC_OH,NC,OH,610.886965,1,0.011,1
NC_OK,NC,OK,1553.208065,1,0.011,1
NC_OR,NC,OR,3746.309755,1,0.011,1
NC_PA,NC,PA,594.0598186,1,0.011,1
NC_RI,NC,RI,992.6695057,1,0.011,1
NC_SC,NC,SC,209.633002,1,0.011,1
NC_SD,NC,SD,1898.222644,1,0.011,1
NC_TN,NC,TN,605.9915774,1,0.011,1
NC_TX,NC,TX,1725.402325,1,0.011,1
NC_UT,NC,UT,2866.00215,1,0.011,1
NC_VA,NC,VA,301.4572228,1,0.011,1
NC_VT,NC,VT,1116.514338,1,0.011,1
NC_WA,NC,WA,3687.167939,1,0.011,1
NC_WI,NC,WI,1212.642641,1,0.011,1
NC_WV,NC,WV,374.4780028,1,0.011,1
NC_WY,NC,WY,2481.146376,1,0.011,1
ND_NE,ND,NE,705.498162,1,0.011,1
ND_NH,ND,NH,2219.856417,1,0.011,1
ND_NJ,ND,NJ,2128.751726,1,0.011,1
ND_NM,ND,NM,1532.540721,1,0.011,1
ND_NV,ND,NV,1798.646453,1,0.011,1
ND_NY,ND,NY,2057.15346,1,0.011,1
ND_OH,ND,OH,1529.160413,1,0.011,1
ND_OK,ND,OK,1324.105556,1,0.011,1
ND_OR,ND,OR,1813.507705,1,0.011,1
ND_PA,ND,PA,1937.950868,1,0.011,1
ND_RI,ND,RI,2283.258261,1,0.011,1
ND_SC,ND,SC,2131.585776,1,0.011,1
ND_SD,ND,SD,371.9690446,1,0.011,1
ND_TN,ND,TN,1673.585486,1,0.011,1
ND_TX,ND,TX,1837.915721,1,0.011,1
ND_UT,ND,UT,1270.410454,1,0.011,1
ND_VA,ND,VA,2048.021928,1,0.011,1
ND_VT,ND,VT,2080.870189,1,0.011,1
ND_WA,ND,WA,1676.411833,1,0.011,1
ND_WI,ND,WI,897.2960911,1,0.011,1
ND_WV,ND,WV,1779.560521,1,0.011,1
ND_WY,ND,WY,796.5481712,1,0.011,1
NE_NH,NE,NH,2136.119525,1,0.011,1
NE_NJ,NE,NJ,1924.835112,1,0.011,1
NE_NM,NE,NM,1076.457412,1,0.011,1
NE_NV,NE,NV,1692.814844,1,0.011,1
NE_NY,NE,NY,1890.48806,1,0.011,1
NE_OH,NE,OH,1227.351372,1,0.011,1
NE_OK,NE,OK,622.1236776,1,0.011,1
NE_OR,NE,OR,2087.370866,1,0.011,1
NE_PA,NE,PA,1708.569762,1,0.011,1
NE_RI,NE,RI,2150.689798,1,0.011,1
NE_SC,NE,SC,1639.483275,1,0.011,1
NE_SD,NE,SD,345.0671052,1,0.011,1
NE_TN,NE,TN,1125.407801,1,0.011,1
NE_TX,NE,TX,1143.09387,1,0.011,1
NE_UT,NE,UT,1232.529153,1,0.011,1
NE_VA,NE,VA,1713.297811,1,0.011,1
NE_VT,NE,VT,2024.962422,1,0.011,1
NE_WA,NE,WA,2045.264359,1,0.011,1
NE_WI,NE,WI,737.0969715,1,0.011,1
NE_WV,NE,WV,1437.065367,1,0.011,1
NE_WY,NE,WY,821.0614708,1,0.011,1
NH_NJ,NH,NJ,390.4539554,1,0.011,1
NH_NM,NH,NM,3142.998481,1,0.011,1
NH_NV,NH,NV,3825.276051,1,0.011,1
NH_NY,NH,NY,319.6041413,1,0.011,1
NH_OH,NH,OH,983.7065735,1,0.011,1
NH_OK,NH,OK,2328.301968,1,0.011,1
NH_OR,NH,OR,4032.421854,1,0.011,1
NH_PA,NH,PA,549.6701697,1,0.011,1
NH_RI,NH,RI,156.0084873,1,0.011,1
NH_SC,NH,SC,1311.035091,1,0.011,1
NH_SD,NH,SD,2212.76331,1,0.011,1
NH_TN,NH,TN,1514.926457,1,0.011,1
NH_TX,NH,TX,2659.326223,1,0.011,1
NH_UT,NH,UT,3339.968604,1,0.011,1
NH_VA,NH,VA,801.2836167,1,0.011,1
NH_VT,NH,VT,151.2623579,1,0.011,1
NH_WA,NH,WA,3890.231328,1,0.011,1
NH_WI,NH,WI,1418.632711,1,0.011,1
NH_WV,NH,WV,916.6984088,1,0.011,1
NH_WY,NH,WY,2877.183949,1,0.011,1
NJ_NM,NJ,NM,2874.993021,1,0.011,1
NJ_NV,NJ,NV,3614.823897,1,0.011,1
NJ_NY,NJ,NY,120.3023197,1,0.011,1
NJ_OH,NJ,OH,705.7460168,1,0.011,1
NJ_OK,NJ,OK,2030.990819,1,0.011,1
NJ_OR,NJ,OR,3917.587307,1,0.011,1
NJ_PA,NJ,PA,218.903137,1,0.011,1
NJ_RI,NJ,RI,290.0327517,1,0.011,1
NJ_SC,NJ,SC,921.0191923,1,0.011,1
NJ_SD,NJ,SD,2056.866476,1,0.011,1
NJ_TN,NJ,TN,1162.797506,1,0.011,1
NJ_TX,NJ,TX,2320.270755,1,0.011,1
NJ_UT,NJ,UT,3153.270232,1,0.011,1
NJ_VA,NJ,VA,412.7694259,1,0.011,1
NJ_VT,NJ,VT,428.9840119,1,0.011,1
NJ_WA,NJ,WA,3802.957146,1,0.011,1
NJ_WI,NJ,WI,1258.720495,1,0.011,1
NJ_WV,NJ,WV,569.9128994,1,0.011,1
NJ_WY,NJ,WY,2709.657975,1,0.011,1
NM_NV,NM,NV,929.235897,1,0.011,1
NM_NY,NM,NY,2865.516457,1,0.011,1
NM_OH,NM,OH,2173.626939,1,0.011,1
NM_OK,NM,OK,873.7357759,1,0.011,1
NM_OR,NM,OR,1782.51284,1,0.011,1
NM_PA,NM,PA,2656.731893,1,0.011,1
NM_RI,NM,RI,3132.112101,1,0.011,1
NM_SC,NM,SC,2324.706537,1,0.011,1
NM_SD,NM,SD,1220.103988,1,0.011,1
NM_TN,NM,TN,1820.988959,1,0.011,1
NM_TX,NM,TX,937.61417,1,0.011,1
NM_UT,NM,UT,808.1414855,1,0.011,1
NM_VA,NM,VA,2578.106098,1,0.011,1
NM_VT,NM,VT,3047.838873,1,0.011,1
NM_WA,NM,WA,1901.760921,1,0.011,1
NM_WI,NM,WI,1799.89714,1,0.011,1
NM_WV,NM,WV,2325.580659,1,0.011,1
NM_WY,NM,WY,899.6319156,1,0.011,1
NV_NY,NV,NY,3583.173567,1,0.011,1
NV_OH,NV,OH,2912.145934,1,0.011,1
NV_OK,NV,OK,1743.556236,1,0.011,1
NV_OR,NV,OR,1009.789824,1,0.011,1
NV_PA,NV,PA,3397.280077,1,0.011,1
NV_RI,NV,RI,3843.424127,1,0.011,1
NV_SC,NV,SC,3188.942909,1,0.011,1
NV_SD,NV,SD,1646.018856,1,0.011,1
NV_TN,NV,TN,2668.158869,1,0.011,1
NV_TX,NV,TX,1865.628259,1,0.011,1
NV_UT,NV,UT,528.4658811,1,0.011,1
NV_VA,NV,VA,3372.881571,1,0.011,1
NV_VT,NV,VT,3708.887569,1,0.011,1
NV_WA,NV,WA,1228.003665,1,0.011,1
NV_WI,NV,WI,2410.267482,1,0.011,1
NV_WV,NV,WV,3103.603314,1,0.011,1
NV_WY,NV,WY,1005.942752,1,0.011,1
NY_OH,NY,OH,692.407229,1,0.011,1
NY_OK,NY,OK,2034.133442,1,0.011,1
NY_OR,NY,OR,3855.623464,1,0.011,1
NY_PA,NY,PA,231.0076804,1,0.011,1
NY_RI,NY,RI,266.7543532,1,0.011,1
NY_SC,NY,SC,1003.083061,1,0.011,1
NY_SD,NY,SD,2003.867319,1,0.011,1
NY_TN,NY,TN,1197.850008,1,0.011,1
NY_TX,NY,TX,2347.410398,1,0.011,1
NY_UT,NY,UT,3112.702584,1,0.011,1
NY_VA,NY,VA,492.6297703,1,0.011,1
NY_VT,NY,VT,324.9270876,1,0.011,1
NY_WA,NY,WA,3733.364726,1,0.011,1
NY_WI,NY,WI,1203.003893,1,0.011,1
NY_WV,NY,WV,599.1630953,1,0.011,1
NY_WY,NY,WY,2661.986548,1,0.011,1
OH_OK,OH,OK,1345.050038,1,0.011,1
OH_OR,OH,OR,3264.378724,1,0.011,1
OH_PA,OH,PA,486.9329936,1,0.011,1
OH_RI,OH,RI,959.1611983,1,0.011,1
OH_SC,OH,SC,732.3935423,1,0.011,1
OH_SD,OH,SD,1393.516281,1,0.011,1
OH_TN,OH,TN,605.2735285,1,0.011,1
OH_TX,OH,TX,1691.516683,1,0.011,1
OH_UT,OH,UT,2459.549042,1,0.011,1
OH_VA,OH,VA,519.2700703,1,0.011,1
OH_VT,OH,VT,913.1541176,1,0.011,1
OH_WA,OH,WA,3174.283279,1,0.011,1
OH_WI,OH,WI,632.2582679,1,0.011,1
OH_WV,OH,WV,253.9901962,1,0.011,1
OH_WY,OH,WY,2028.652831,1,0.011,1
OK_OR,OK,OR,2401.522673,1,0.011,1
OK_PA,OK,PA,1815.594252,1,0.011,1
OK_RI,OK,RI,2300.165302,1,0.011,1
