LNG_ROUTE,LNG_route_gz1,LNG_route_gz2,LNG_route_distance,LNG_flow_allowed,LNG_shipping_unit_cost_dmmbtukm,LNG_ship_efficiency
OK_SC,OK,SC,1454.671544,1,0.011,1
OK_SD,OK,SD,954.9437656,1,0.011,1
OK_TN,OK,TN,947.2549761,1,0.011,1
OK_TX,OK,TX,524.7733974,1,0.011,1
OK_UT,OK,UT,1425.17128,1,0.011,1
OK_VA,OK,VA,1712.555862,1,0.011,1
OK_VT,OK,VT,2249.151899,1,0.011,1
OK_WA,OK,WA,2429.283467,1,0.011,1
OK_WI,OK,WI,1123.614435,1,0.011,1
OK_WV,OK,WV,1469.526042,1,0.011,1
OK_WY,OK,WY,1181.001409,1,0.011,1
OR_PA,OR,PA,3715.114645,1,0.011,1
OR_RI,OR,RI,4090.734108,1,0.011,1
OR_SC,OR,SC,3724.140258,1,0.011,1
OR_SD,OR,SD,1870.864928,1,0.011,1
OR_TN,OR,TN,3203.445769,1,0.011,1
OR_TX,OR,TX,2681.365241,1,0.011,1
OR_UT,OR,UT,997.423261,1,0.011,1
OR_VA,OR,VA,3774.97579,1,0.011,1
OR_VT,OR,VT,3894.273931,1,0.011,1
OR_WA,OR,WA,297.4552629,1,0.011,1
OR_WI,OR,WI,2659.603606,1,0.011,1
OR_WV,OR,WV,3497.419069,1,0.011,1
OR_WY,OR,WY,1270.079095,1,0.011,1
PA_RI,PA,RI,488.3807724,1,0.011,1
PA_SC,PA,SC,798.7297288,1,0.011,1
PA_SD,PA,SD,1849.532416,1,0.011,1
PA_TN,PA,TN,966.9171805,1,0.011,1
PA_TX,PA,TX,2118.085444,1,0.011,1
PA_UT,PA,UT,2938.501552,1,0.011,1
PA_VA,PA,VA,302.6014644,1,0.011,1
PA_VT,PA,VT,532.4338724,1,0.011,1
PA_WA,PA,WA,3607.568364,1,0.011,1
PA_WI,PA,WI,1055.879101,1,0.011,1
PA_WV,PA,WV,368.2490126,1,0.011,1
PA_WY,PA,WY,2498.380371,1,0.011,1
RI_SC,RI,SC,1201.113028,1,0.011,1
RI_SD,RI,SD,2251.234385,1,0.011,1
RI_TN,RI,TN,1449.971018,1,0.011,1
RI_TX,RI,TX,2605.11028,1,0.011,1
RI_UT,RI,UT,3368.104362,1,0.011,1
RI_VA,RI,VA,698.7606146,1,0.011,1
RI_VT,RI,VT,283.5928518,1,0.011,1
RI_WA,RI,WA,3958.611604,1,0.011,1
RI_WI,RI,WI,1451.074807,1,0.011,1
RI_WV,RI,WV,853.4877016,1,0.011,1
RI_WY,RI,WY,2912.668382,1,0.011,1
SC_SD,SC,SD,1905.646299,1,0.011,1
SC_TN,SC,TN,525.9579284,1,0.011,1
SC_TX,SC,TX,1572.937089,1,0.011,1
SC_UT,SC,UT,2814.738603,1,0.011,1
SC_VA,SC,VA,510.7821762,1,0.011,1
SC_VT,SC,VT,1324.725775,1,0.011,1
SC_WA,SC,WA,3682.49717,1,0.011,1
SC_WI,SC,WI,1282.113874,1,0.011,1
SC_WV,SC,WV,531.7997561,1,0.011,1
SC_WY,SC,WY,2454.239441,1,0.011,1
SD_TN,SD,TN,1412.01346,1,0.011,1
SD_TX,SD,TX,1466.237427,1,0.011,1
SD_UT,SD,UT,1136.825112,1,0.011,1
SD_VA,SD,VA,1905.62453,1,0.011,1
SD_VT,SD,VT,2086.426961,1,0.011,1
SD_WA,SD,WA,1790.538151,1,0.011,1
SD_WI,SD,WI,800.9555965,1,0.011,1
SD_WV,SD,WV,1628.557045,1,0.011,1
SD_WY,SD,WY,665.0292317,1,0.011,1
TN_TX,TN,TX,1159.635707,1,0.011,1
TN_UT,TN,UT,2288.780678,1,0.011,1
TN_VA,TN,VA,793.0202394,1,0.011,1
TN_VT,TN,VT,1475.046913,1,0.011,1
TN_WA,TN,WA,3170.608362,1,0.011,1
TN_WI,TN,WI,910.1224832,1,0.011,1
TN_WV,TN,WV,598.6871056,1,0.011,1
TN_WY,TN,WY,1933.443779,1,0.011,1
TX_UT,TX,UT,1684.264075,1,0.011,1
TX_VA,TX,VA,1949.981351,1,0.011,1
TX_VT,TX,VT,2602.607976,1,0.011,1
TX_WA,TX,WA,2759.182508,1,0.011,1
TX_WI,TX,WI,1604.434019,1,0.011,1
TX_WV,TX,WV,1751.652662,1,0.011,1
TX_WY,TX,WY,1567.117456,1,0.011,1
UT_VA,UT,VA,2942.552412,1,0.011,1
UT_VT,UT,VT,3217.940602,1,0.011,1
UT_WA,UT,WA,1094.190974,1,0.011,1
UT_WI,UT,WI,1921.352022,1,0.011,1
UT_WV,UT,WV,2667.645442,1,0.011,1
UT_WY,UT,WY,481.3178789,1,0.011,1
VA_VT,VA,VT,815.708802,1,0.011,1
VA_WA,VA,WA,3691.124435,1,0.011,1
VA_WI,VA,WI,1150.768564,1,0.011,1
VA_WV,VA,WV,277.7496107,1,0.011,1
VA_WY,VA,WY,2527.605899,1,0.011,1
VT_WA,VT,WA,3748.049485,1,0.011,1
VT_WI,VT,WI,1298.798471,1,0.011,1
VT_WV,VT,WV,884.6485216,1,0.011,1
VT_WY,VT,WY,2751.435367,1,0.011,1
WA_WI,WA,WI,2554.069087,1,0.011,1
WA_WV,WA,WV,3415.411796,1,0.011,1
WA_WY,WA,WY,1256.505477,1,0.011,1
WI_WV,WI,WV,884.0906506,1,0.011,1
WI_WY,WI,WY,1461.676107,1,0.011,1
WV_WY,WV,WY,2250.163522,1,0.011,1
