BLD_YRS_FOR_GAS_D_LINE_1,BLD_YRS_FOR_GAS_D_LINE_2,BLD_YRS_FOR_GAS_D_LINE_3,BuildDirectionalGl
OH,PA,2002,0.0
OH,PA,2003,0.0
OH,PA,2004,0.0
OH,PA,2005,0.0
OH,PA,2006,0.0
OH,PA,2007,0.0
OH,PA,2008,0.0
OH,PA,2009,0.0
OH,PA,2010,0.0
OH,PA,2011,0.0
OH,PA,2012,0.0
OH,PA,2013,0.0
OH,PA,2014,0.0
OH,PA,2015,0.0
OH,PA,2016,0.0
OH,PA,2017,0.0
OH,PA,2018,0.0
OH,PA,2019,0.0
OH,PA,2020,0.0
OH,PA,2021,0.0
OH,PA,2022,0.0
OH,WV,1990,2542724.0
OH,WV,1994,242658.0
OH,WV,1995,45628.0
OH,WV,1996,25925.0
OH,WV,1997,0.0
OH,WV,1998,0.0
OH,WV,1999,0.0
OH,WV,2000,0.0
OH,WV,2001,0.0
OH,WV,2002,0.0
OH,WV,2003,0.0
OH,WV,2004,0.0
OH,WV,2005,0.0
OH,WV,2006,0.0
OH,WV,2007,0.0
OH,WV,2008,155550.0
OH,WV,2009,155550.0
OH,WV,2010,155550.0
OH,WV,2011,155550.0
OH,WV,2012,0.0
OH,WV,2013,0.0
OH,WV,2014,0.0
OH,WV,2015,0.0
OH,WV,2016,0.0
OH,WV,2017,0.0
OH,WV,2018,1555500.0
OH,WV,2019,0.0
OH,WV,2020,0.0
OH,WV,2021,0.0
OH,WV,2022,0.0
OK,AR,1990,1910154.0
OK,AR,1994,0.0
OK,AR,1995,0.0
OK,AR,1996,0.0
OK,AR,1997,0.0
OK,AR,1998,0.0
OK,AR,1999,165920.0
OK,AR,2000,0.0
OK,AR,2001,0.0
OK,AR,2002,0.0
OK,AR,2003,0.0
OK,AR,2004,0.0
OK,AR,2005,0.0
OK,AR,2006,25925.0
OK,AR,2007,0.0
OK,AR,2008,0.0
OK,AR,2009,136884.0
OK,AR,2010,0.0
OK,AR,2011,0.0
OK,AR,2012,0.0
OK,AR,2013,0.0
OK,AR,2014,0.0
OK,AR,2015,0.0
OK,AR,2016,0.0
OK,AR,2017,0.0
OK,AR,2018,0.0
OK,AR,2019,0.0
OK,AR,2020,0.0
OK,AR,2021,0.0
OK,AR,2022,0.0
OK,CO,1990,207400.0
OK,CO,1994,0.0
OK,CO,1995,0.0
OK,CO,1996,0.0
OK,CO,1997,0.0
OK,CO,1998,0.0
OK,CO,1999,0.0
OK,CO,2000,0.0
OK,CO,2001,0.0
OK,CO,2002,0.0
OK,CO,2003,0.0
OK,CO,2004,0.0
OK,CO,2005,0.0
OK,CO,2006,0.0
OK,CO,2007,0.0
OK,CO,2008,0.0
OK,CO,2009,0.0
OK,CO,2010,0.0
OK,CO,2011,0.0
OK,CO,2012,0.0
OK,CO,2013,0.0
OK,CO,2014,0.0
OK,CO,2015,0.0
OK,CO,2016,0.0
OK,CO,2017,0.0
OK,CO,2018,0.0
OK,CO,2019,0.0
OK,CO,2020,0.0
OK,CO,2021,0.0
OK,CO,2022,0.0
OK,KS,1990,6323626.0
OK,KS,1994,0.0
OK,KS,1995,0.0
OK,KS,1996,0.0
OK,KS,1997,0.0
OK,KS,1998,0.0
OK,KS,1999,0.0
OK,KS,2000,0.0
OK,KS,2001,0.0
OK,KS,2002,0.0
OK,KS,2003,0.0
OK,KS,2004,0.0
OK,KS,2005,0.0
OK,KS,2006,0.0
OK,KS,2007,0.0
OK,KS,2008,51850.0
OK,KS,2009,0.0
OK,KS,2010,0.0
OK,KS,2011,0.0
OK,KS,2012,0.0
OK,KS,2013,0.0
OK,KS,2014,0.0
OK,KS,2015,0.0
OK,KS,2016,0.0
OK,KS,2017,0.0
OK,KS,2018,0.0
OK,KS,2019,0.0
OK,KS,2020,0.0
OK,KS,2021,0.0
OK,KS,2022,0.0
OK,MO,1990,48739.0
OK,MO,1994,0.0
OK,MO,1995,0.0
OK,MO,1996,0.0
OK,MO,1997,0.0
OK,MO,1998,0.0
OK,MO,1999,8296.0
OK,MO,2000,0.0
OK,MO,2001,0.0
OK,MO,2002,0.0
OK,MO,2003,0.0
OK,MO,2004,0.0
OK,MO,2005,0.0
OK,MO,2006,25925.0
OK,MO,2007,0.0
OK,MO,2008,0.0
OK,MO,2009,0.0
OK,MO,2010,0.0
OK,MO,2011,0.0
OK,MO,2012,0.0
OK,MO,2013,0.0
OK,MO,2014,0.0
OK,MO,2015,0.0
OK,MO,2016,0.0
OK,MO,2017,0.0
OK,MO,2018,0.0
OK,MO,2019,0.0
OK,MO,2020,0.0
OK,MO,2021,0.0
OK,MO,2022,0.0
OK,TX,1990,2136220.0
OK,TX,1994,1122034.0
OK,TX,1995,0.0
OK,TX,1996,0.0
OK,TX,1997,0.0
OK,TX,1998,0.0
OK,TX,1999,31110.0
OK,TX,2000,0.0
OK,TX,2001,87108.0
OK,TX,2002,0.0
OK,TX,2003,0.0
OK,TX,2004,0.0
OK,TX,2005,75701.0
OK,TX,2006,0.0
OK,TX,2007,0.0
OK,TX,2008,0.0
OK,TX,2009,3379583.0
OK,TX,2010,311100.0
OK,TX,2011,0.0
OK,TX,2012,0.0
OK,TX,2013,0.0
OK,TX,2014,0.0
OK,TX,2015,0.0
OK,TX,2016,0.0
OK,TX,2017,0.0
OK,TX,2018,414800.0
OK,TX,2019,0.0
OK,TX,2020,0.0
OK,TX,2021,0.0
OK,TX,2022,0.0
OR,CA,1990,1171810.0
OR,CA,1994,684420.0
OR,CA,1995,114070.0
OR,CA,1996,0.0
OR,CA,1997,0.0
OR,CA,1998,76738.0
OR,CA,1999,0.0
OR,CA,2000,20740.0
OR,CA,2001,0.0
OR,CA,2002,270657.0
OR,CA,2003,0.0
OR,CA,2004,0.0
OR,CA,2005,0.0
OR,CA,2006,0.0
OR,CA,2007,0.0
OR,CA,2008,0.0
OR,CA,2009,0.0
OR,CA,2010,0.0
OR,CA,2011,0.0
OR,CA,2012,0.0
OR,CA,2013,0.0
OR,CA,2014,0.0
OR,CA,2015,0.0
OR,CA,2016,0.0
OR,CA,2017,0.0
OR,CA,2018,0.0
OR,CA,2019,0.0
OR,CA,2020,0.0
OR,CA,2021,15555.0
OR,CA,2022,0.0
OR,ID,1990,457317.0
OR,ID,1994,31110.0
OR,ID,1995,10370.0
OR,ID,1996,0.0
OR,ID,1997,0.0
OR,ID,1998,0.0
OR,ID,1999,0.0
OR,ID,2000,0.0
OR,ID,2001,0.0
OR,ID,2002,0.0
OR,ID,2003,0.0
OR,ID,2004,0.0
OR,ID,2005,0.0
OR,ID,2006,0.0
OR,ID,2007,0.0
OR,ID,2008,0.0
OR,ID,2009,0.0
OR,ID,2010,0.0
OR,ID,2011,0.0
OR,ID,2012,0.0
OR,ID,2013,0.0
OR,ID,2014,0.0
OR,ID,2015,0.0
OR,ID,2016,0.0
OR,ID,2017,0.0
OR,ID,2018,0.0
OR,ID,2019,0.0
OR,ID,2020,0.0
OR,ID,2021,0.0
OR,ID,2022,0.0
OR,WA,1990,494649.0
OR,WA,1994,186660.0
OR,WA,1995,0.0
OR,WA,1996,0.0
OR,WA,1997,0.0
OR,WA,1998,0.0
OR,WA,1999,52887.0
OR,WA,2000,0.0
OR,WA,2001,0.0
OR,WA,2002,0.0
OR,WA,2003,181475.0
OR,WA,2004,0.0
OR,WA,2005,0.0
OR,WA,2006,0.0
OR,WA,2007,0.0
OR,WA,2008,0.0
OR,WA,2009,0.0
OR,WA,2010,0.0
OR,WA,2011,0.0
OR,WA,2012,0.0
OR,WA,2013,0.0
OR,WA,2014,0.0
OR,WA,2015,0.0
OR,WA,2016,0.0
OR,WA,2017,0.0
OR,WA,2018,0.0
OR,WA,2019,0.0
OR,WA,2020,0.0
OR,WA,2021,0.0
OR,WA,2022,0.0
PA,DE,1990,257176.0
PA,DE,1994,98515.0
PA,DE,1995,15555.0
PA,DE,1996,0.0
PA,DE,1997,0.0
PA,DE,1998,5185.0
PA,DE,1999,9333.0
PA,DE,2000,8296.0
PA,DE,2001,0.0
PA,DE,2002,0.0
PA,DE,2003,0.0
PA,DE,2004,0.0
PA,DE,2005,0.0
PA,DE,2006,0.0
PA,DE,2007,0.0
PA,DE,2008,0.0
PA,DE,2009,0.0
PA,DE,2010,0.0
PA,DE,2011,0.0
PA,DE,2012,0.0
PA,DE,2013,0.0
PA,DE,2014,254065.0
PA,DE,2015,107848.0
PA,DE,2016,0.0
PA,DE,2017,0.0
PA,DE,2018,0.0
PA,DE,2019,0.0
PA,DE,2020,0.0
PA,DE,2021,0.0
PA,DE,2022,0.0
PA,MD,1990,689605.0
PA,MD,1994,178052.9
PA,MD,1995,96441.0
PA,MD,1996,0.0
PA,MD,1997,19703.0
PA,MD,1998,2592.5
PA,MD,1999,0.0
PA,MD,2000,15555.0
PA,MD,2001,12236.6
PA,MD,2002,5185.0
PA,MD,2003,0.0
PA,MD,2004,229902.9
PA,MD,2005,19599.2999999999
PA,MD,2006,27169.4
PA,MD,2007,10577.4
PA,MD,2008,11407.0
PA,MD,2009,0.0
PA,MD,2010,0.0
PA,MD,2011,0.0
PA,MD,2012,435540.0
PA,MD,2013,0.0
PA,MD,2014,0.0
PA,MD,2015,446947.0
PA,MD,2016,199104.0
PA,MD,2017,575535.0
PA,MD,2018,1348100.0
PA,MD,2019,63257.0
PA,MD,2020,0.0
PA,MD,2021,0.0
PA,MD,2022,0.0
PA,NJ,1990,6785091.0
PA,NJ,1994,506056.0
PA,NJ,1995,128588.0
PA,NJ,1996,25925.0
PA,NJ,1997,0.0
PA,NJ,1998,16592.0
PA,NJ,1999,0.0
PA,NJ,2000,0.0
PA,NJ,2001,167994.0
PA,NJ,2002,366061.0
PA,NJ,2003,50813.0
PA,NJ,2004,0.0
PA,NJ,2005,108885.0
PA,NJ,2006,104737.0
PA,NJ,2007,259250.0
PA,NJ,2008,197030.0
PA,NJ,2009,64294.0
PA,NJ,2010,0.0
PA,NJ,2011,362950.0
PA,NJ,2012,0.0
PA,NJ,2013,918782.0
PA,NJ,2014,725900.0
PA,NJ,2015,167994.0
PA,NJ,2016,0.0
PA,NJ,2017,119255.0
PA,NJ,2018,0.0
PA,NJ,2019,0.0
PA,NJ,2020,0.0
PA,NJ,2021,0.0
PA,NJ,2022,119255.0
PA,NY,1990,3323585.0
PA,NY,1994,143106.0
PA,NY,1995,0.0
PA,NY,1996,0.0
PA,NY,1997,0.0
PA,NY,1998,0.0
PA,NY,1999,0.0
PA,NY,2000,0.0
PA,NY,2001,0.0
PA,NY,2002,0.0
PA,NY,2003,0.0
PA,NY,2004,0.0
PA,NY,2005,0.0
PA,NY,2006,505019.0
PA,NY,2007,0.0
PA,NY,2008,0.0
PA,NY,2009,0.0
PA,NY,2010,0.0
PA,NY,2011,699975.0
PA,NY,2012,435540.0
PA,NY,2013,0.0
PA,NY,2014,0.0
PA,NY,2015,155550.0
PA,NY,2016,0.0
PA,NY,2017,116144.0
PA,NY,2018,0.0
PA,NY,2019,15555.0
PA,NY,2020,337025.0
PA,NY,2021,0.0
PA,NY,2022,0.0
PA,OH,1990,467687.0
PA,OH,1994,14518.0
PA,OH,1995,0.0
PA,OH,1996,0.0
PA,OH,1997,0.0
PA,OH,1998,0.0
PA,OH,1999,0.0
PA,OH,2000,0.0
PA,OH,2001,0.0
PA,OH,2002,0.0
PA,OH,2003,0.0
PA,OH,2004,0.0
PA,OH,2005,0.0
PA,OH,2006,0.0
PA,OH,2007,0.0
PA,OH,2008,0.0
PA,OH,2009,1633275.0
PA,OH,2010,0.0
PA,OH,2011,0.0
PA,OH,2012,0.0
PA,OH,2013,0.0
PA,OH,2014,0.0
PA,OH,2015,0.0
PA,OH,2016,134810.0
PA,OH,2017,0.0
PA,OH,2018,0.0
PA,OH,2019,57035.0
PA,OH,2020,0.0
PA,OH,2021,155550.0
PA,OH,2022,0.0
PA,WV,1990,703086.0
PA,WV,1994,0.0
PA,WV,1995,0.0
PA,WV,1996,0.0
PA,WV,1997,249917.0
PA,WV,1998,173179.0
PA,WV,1999,111996.0
PA,WV,2000,0.0
PA,WV,2001,0.0
PA,WV,2002,0.0
PA,WV,2003,0.0
PA,WV,2004,0.0
PA,WV,2005,0.0
PA,WV,2006,0.0
PA,WV,2007,0.0
PA,WV,2008,0.0
PA,WV,2009,0.0
PA,WV,2010,232288.0
PA,WV,2011,0.0
PA,WV,2012,0.0
PA,WV,2013,0.0
PA,WV,2014,1393728.0
PA,WV,2015,1929857.0
PA,WV,2016,373320.0
PA,WV,2017,664717.0
PA,WV,2018,1970300.0
PA,WV,2019,622200.0
PA,WV,2020,0.0
PA,WV,2021,0.0
PA,WV,2022,0.0
RI,CT,2010,285175.0
RI,CT,2011,0.0
RI,CT,2012,0.0
RI,CT,2013,0.0
RI,CT,2014,0.0
RI,CT,2015,0.0
RI,CT,2016,0.0
RI,CT,2017,0.0
RI,CT,2018,0.0
RI,CT,2019,0.0
RI,CT,2020,0.0
RI,CT,2021,0.0
RI,CT,2022,0.0
RI,MA,1990,689605.0
RI,MA,1994,41480.0
RI,MA,1995,0.0
RI,MA,1996,0.0
RI,MA,1997,0.0
RI,MA,1998,0.0
RI,MA,1999,0.0
RI,MA,2000,0.0
RI,MA,2001,0.0
RI,MA,2002,0.0
RI,MA,2003,0.0
RI,MA,2004,0.0
RI,MA,2005,0.0
RI,MA,2006,0.0
RI,MA,2007,0.0
RI,MA,2008,0.0
RI,MA,2009,0.0
RI,MA,2010,0.0
RI,MA,2011,0.0
RI,MA,2012,0.0
RI,MA,2013,0.0
RI,MA,2014,0.0
RI,MA,2015,0.0
RI,MA,2016,354654.0
RI,MA,2017,41480.0
RI,MA,2018,0.0
RI,MA,2019,0.0
RI,MA,2020,0.0
RI,MA,2021,96441.0
RI,MA,2022,0.0
SC,GA,1990,57035.0
SC,GA,1994,0.0
SC,GA,1995,0.0
SC,GA,1996,0.0
SC,GA,1997,0.0
SC,GA,1998,0.0
SC,GA,1999,0.0
SC,GA,2000,0.0
SC,GA,2001,0.0
SC,GA,2002,0.0
SC,GA,2003,139995.0
SC,GA,2004,0.0
SC,GA,2005,0.0
SC,GA,2006,0.0
SC,GA,2007,0.0
SC,GA,2008,0.0
SC,GA,2009,0.0
SC,GA,2010,0.0
SC,GA,2011,0.0
SC,GA,2012,0.0
SC,GA,2013,0.0
SC,GA,2014,0.0
SC,GA,2015,544425.0
SC,GA,2016,0.0
SC,GA,2017,466650.0
SC,GA,2018,751825.0
SC,GA,2019,0.0
SC,GA,2020,0.0
SC,GA,2021,306952.0
SC,GA,2022,0.0
SC,NC,1990,2885971.0
SC,NC,1994,50813.0
SC,NC,1995,119255.0
SC,NC,1996,57035.0
SC,NC,1997,150365.0
SC,NC,1998,0.0
SC,NC,1999,0.0
SC,NC,2000,0.0
SC,NC,2001,0.0
SC,NC,2002,238510.0
SC,NC,2003,271694.0
SC,NC,2004,54961.0
SC,NC,2005,0.0
SC,NC,2006,0.0
SC,NC,2007,0.0
SC,NC,2008,0.0
SC,NC,2009,0.0
SC,NC,2010,0.0
SC,NC,2011,227103.0
SC,NC,2012,98515.0
SC,NC,2013,0.0
SC,NC,2014,0.0
SC,NC,2015,0.0
SC,NC,2016,0.0
SC,NC,2017,0.0
SC,NC,2018,0.0
SC,NC,2019,0.0
SC,NC,2020,0.0
SC,NC,2021,306952.0
SC,NC,2022,0.0
SD,IA,1990,20740.0
SD,IA,1994,0.0
SD,IA,1995,0.0
SD,IA,1996,0.0
SD,IA,1997,0.0
SD,IA,1998,0.0
SD,IA,1999,0.0
SD,IA,2000,0.0
SD,IA,2001,0.0
SD,IA,2002,0.0
SD,IA,2003,0.0
SD,IA,2004,0.0
SD,IA,2005,0.0
SD,IA,2006,0.0
SD,IA,2007,0.0
SD,IA,2008,0.0
SD,IA,2009,0.0
SD,IA,2010,0.0
SD,IA,2011,0.0
SD,IA,2012,0.0
SD,IA,2013,0.0
SD,IA,2014,0.0
SD,IA,2015,0.0
SD,IA,2016,0.0
SD,IA,2017,0.0
SD,IA,2018,0.0
SD,IA,2019,0.0
SD,IA,2020,0.0
SD,IA,2021,0.0
SD,IA,2022,0.0
SD,MN,1990,1278621.0
SD,MN,1994,458354.0
SD,MN,1995,0.0
SD,MN,1996,0.0
SD,MN,1997,0.0
SD,MN,1998,725900.0
SD,MN,1999,0.0
SD,MN,2000,0.0
SD,MN,2001,0.0
SD,MN,2002,0.0
SD,MN,2003,0.0
SD,MN,2004,0.0
SD,MN,2005,0.0
SD,MN,2006,0.0
SD,MN,2007,0.0
SD,MN,2008,0.0
SD,MN,2009,0.0
SD,MN,2010,0.0
SD,MN,2011,0.0
SD,MN,2012,0.0
SD,MN,2013,0.0
SD,MN,2014,0.0
SD,MN,2015,0.0
SD,MN,2016,0.0
SD,MN,2017,0.0
SD,MN,2018,0.0
SD,MN,2019,0.0
SD,MN,2020,0.0
SD,MN,2021,0.0
SD,MN,2022,0.0
SD,ND,1990,20740.0
SD,ND,1994,34221.0
SD,ND,1995,0.0
SD,ND,1996,0.0
SD,ND,1997,0.0
SD,ND,1998,0.0
SD,ND,1999,0.0
SD,ND,2000,0.0
SD,ND,2001,0.0
SD,ND,2002,0.0
SD,ND,2003,0.0
SD,ND,2004,0.0
SD,ND,2005,0.0
SD,ND,2006,0.0
SD,ND,2007,0.0
SD,ND,2008,0.0
SD,ND,2009,0.0
SD,ND,2010,0.0
SD,ND,2011,0.0
SD,ND,2012,0.0
SD,ND,2013,0.0
SD,ND,2014,0.0
SD,ND,2015,0.0
SD,ND,2016,0.0
SD,ND,2017,0.0
SD,ND,2018,0.0
SD,ND,2019,0.0
SD,ND,2020,0.0
SD,ND,2021,0.0
SD,ND,2022,0.0
SD,NE,1990,129625.0
SD,NE,1994,0.0
SD,NE,1995,0.0
SD,NE,1996,0.0
SD,NE,1997,0.0
SD,NE,1998,0.0
SD,NE,1999,0.0
SD,NE,2000,0.0
SD,NE,2001,0.0
SD,NE,2002,0.0
SD,NE,2003,0.0
SD,NE,2004,0.0
SD,NE,2005,0.0
SD,NE,2006,0.0
SD,NE,2007,0.0
SD,NE,2008,0.0
SD,NE,2009,0.0
SD,NE,2010,0.0
SD,NE,2011,0.0
SD,NE,2012,0.0
SD,NE,2013,0.0
SD,NE,2014,0.0
SD,NE,2015,0.0
SD,NE,2016,0.0
SD,NE,2017,0.0
SD,NE,2018,0.0
SD,NE,2019,0.0
SD,NE,2020,0.0
SD,NE,2021,0.0
SD,NE,2022,0.0
SD,WY,1990,46665.0
SD,WY,1994,0.0
SD,WY,1995,0.0
SD,WY,1996,0.0
SD,WY,1997,0.0
SD,WY,1998,41480.0
SD,WY,1999,0.0
SD,WY,2000,0.0
SD,WY,2001,0.0
SD,WY,2002,0.0
SD,WY,2003,0.0
SD,WY,2004,0.0
SD,WY,2005,0.0
SD,WY,2006,0.0
SD,WY,2007,0.0
SD,WY,2008,0.0
SD,WY,2009,0.0
SD,WY,2010,0.0
SD,WY,2011,0.0
SD,WY,2012,0.0
SD,WY,2013,0.0
SD,WY,2014,0.0
SD,WY,2015,0.0
SD,WY,2016,0.0
SD,WY,2017,0.0
SD,WY,2018,0.0
SD,WY,2019,0.0
SD,WY,2020,0.0
SD,WY,2021,0.0
SD,WY,2022,0.0
TN,AL,1990,528870.0
TN,AL,1994,0.0
TN,AL,1995,0.0
TN,AL,1996,0.0
TN,AL,1997,0.0
TN,AL,1998,21777.0
TN,AL,1999,0.0
TN,AL,2000,0.0
TN,AL,2001,0.0
TN,AL,2002,0.0
TN,AL,2003,0.0
TN,AL,2004,0.0
TN,AL,2005,0.0
TN,AL,2006,0.0
TN,AL,2007,0.0
TN,AL,2008,0.0
TN,AL,2009,466650.0
TN,AL,2010,0.0
TN,AL,2011,0.0
TN,AL,2012,0.0
TN,AL,2013,0.0
TN,AL,2014,1140700.0
TN,AL,2015,388875.0
TN,AL,2016,357765.0
TN,AL,2017,832711.0
TN,AL,2018,0.0
TN,AL,2019,0.0
TN,AL,2020,0.0
TN,AL,2021,0.0
TN,AL,2022,0.0
TN,AR,1990,25925.0
TN,AR,1994,0.0
TN,AR,1995,0.0
TN,AR,1996,0.0
TN,AR,1997,0.0
TN,AR,1998,0.0
TN,AR,1999,0.0
TN,AR,2000,0.0
TN,AR,2001,0.0
TN,AR,2002,0.0
TN,AR,2003,0.0
TN,AR,2004,0.0
TN,AR,2005,0.0
TN,AR,2006,0.0
TN,AR,2007,0.0
TN,AR,2008,0.0
TN,AR,2009,0.0
TN,AR,2010,0.0
TN,AR,2011,0.0
TN,AR,2012,0.0
TN,AR,2013,0.0
TN,AR,2014,0.0
TN,AR,2015,0.0
TN,AR,2016,0.0
TN,AR,2017,0.0
TN,AR,2018,0.0
TN,AR,2019,0.0
TN,AR,2020,0.0
TN,AR,2021,0.0
TN,AR,2022,0.0
TN,GA,1990,64294.0
TN,GA,1994,0.0
TN,GA,1995,0.0
TN,GA,1996,0.0
TN,GA,1997,0.0
TN,GA,1998,0.0
TN,GA,1999,0.0
TN,GA,2000,0.0
TN,GA,2001,0.0
TN,GA,2002,165920.0
TN,GA,2003,0.0
TN,GA,2004,0.0
TN,GA,2005,0.0
TN,GA,2006,0.0
TN,GA,2007,0.0
TN,GA,2008,0.0
TN,GA,2009,0.0
TN,GA,2010,0.0
TN,GA,2011,0.0
TN,GA,2012,0.0
TN,GA,2013,0.0
TN,GA,2014,0.0
TN,GA,2015,0.0
TN,GA,2016,0.0
TN,GA,2017,0.0
TN,GA,2018,0.0
TN,GA,2019,0.0
TN,GA,2020,0.0
TN,GA,2021,0.0
TN,GA,2022,0.0
TN,KY,1990,14360376.0
TN,KY,1994,0.0
TN,KY,1995,0.0
TN,KY,1996,0.0
TN,KY,1997,0.0
TN,KY,1998,0.0
TN,KY,1999,318359.0
TN,KY,2000,0.0
TN,KY,2001,0.0
TN,KY,2002,0.0
TN,KY,2003,0.0
TN,KY,2004,0.0
TN,KY,2005,0.0
TN,KY,2006,0.0
TN,KY,2007,0.0
TN,KY,2008,0.0
TN,KY,2009,0.0
TN,KY,2010,0.0
TN,KY,2011,0.0
TN,KY,2012,0.0
TN,KY,2013,0.0
TN,KY,2014,0.0
TN,KY,2015,0.0
TN,KY,2016,0.0
TN,KY,2017,0.0
TN,KY,2018,0.0
TN,KY,2019,0.0
TN,KY,2020,0.0
TN,KY,2021,0.0
TN,KY,2022,0.0
TN,MS,2013,559980.0
TN,MS,2014,0.0
TN,MS,2015,1159366.0
TN,MS,2016,1206031.0
TN,MS,2017,3729052.0
TN,MS,2018,0.0
TN,MS,2019,820267.0
TN,MS,2020,0.0
TN,MS,2021,0.0
TN,MS,2022,222955.0
TN,VA,1990,13481.0
TN,VA,1994,2074.0
TN,VA,1995,0.0
TN,VA,1996,11407.0
TN,VA,1997,24888.0
TN,VA,1998,0.0
TN,VA,1999,0.0
TN,VA,2000,0.0
TN,VA,2001,0.0
TN,VA,2002,0.0
TN,VA,2003,0.0
TN,VA,2004,0.0
TN,VA,2005,0.0
TN,VA,2006,20740.0
TN,VA,2007,0.0
TN,VA,2008,0.0
TN,VA,2009,0.0
TN,VA,2010,0.0
TN,VA,2011,0.0
TN,VA,2012,0.0
TN,VA,2013,0.0
TN,VA,2014,0.0
TN,VA,2015,0.0
TN,VA,2016,0.0
TN,VA,2017,0.0
TN,VA,2018,0.0
TN,VA,2019,0.0
TN,VA,2020,0.0
TN,VA,2021,0.0
TN,VA,2022,0.0
TX,AR,1990,1919487.0
TX,AR,1994,229177.0
TX,AR,1995,0.0
TX,AR,1996,0.0
TX,AR,1997,0.0
TX,AR,1998,0.0
TX,AR,1999,0.0
TX,AR,2000,0.0
TX,AR,2001,0.0
TX,AR,2002,0.0
TX,AR,2003,0.0
TX,AR,2004,0.0
TX,AR,2005,0.0
TX,AR,2006,0.0
TX,AR,2007,0.0
TX,AR,2008,0.0
TX,AR,2009,0.0
TX,AR,2010,0.0
TX,AR,2011,116144.0
TX,AR,2012,0.0
TX,AR,2013,0.0
TX,AR,2014,0.0
TX,AR,2015,0.0
TX,AR,2016,0.0
TX,AR,2017,0.0
TX,AR,2018,0.0
TX,AR,2019,0.0
TX,AR,2020,0.0
TX,AR,2021,0.0
TX,AR,2022,0.0
TX,LA,1990,6127840.4
TX,LA,1994,34117.3000000006
TX,LA,1995,0.0
TX,LA,1996,147254.0
TX,LA,1997,20740.0
TX,LA,1998,0.0
TX,LA,1999,347395.0
TX,LA,2000,10370.0
TX,LA,2001,0.0
TX,LA,2002,0.0
TX,LA,2003,3111.0
TX,LA,2004,0.0
TX,LA,2005,82960.0
TX,LA,2006,126514.0
TX,LA,2007,1983781.0
TX,LA,2008,2297992.0
TX,LA,2009,3483283.0
TX,LA,2010,2208810.0
TX,LA,2011,2592396.3
TX,LA,2012,0.0
TX,LA,2013,0.0
TX,LA,2014,0.0
TX,LA,2015,0.0
TX,LA,2016,0.0
TX,LA,2017,0.0
TX,LA,2018,0.0
TX,LA,2019,0.0
TX,LA,2020,0.0
TX,LA,2021,0.0
TX,LA,2022,0.0
TX,NM,1990,3777791.0
TX,NM,1994,271694.0
TX,NM,1995,0.0
TX,NM,1996,119255.0
TX,NM,1997,0.0
TX,NM,1998,0.0
TX,NM,1999,0.0
TX,NM,2000,0.0
TX,NM,2001,0.0
TX,NM,2002,238510.0
TX,NM,2003,0.0
TX,NM,2004,331840.0
TX,NM,2005,0.0
TX,NM,2006,0.0
TX,NM,2007,0.0
TX,NM,2008,0.0
TX,NM,2009,0.0
TX,NM,2010,0.0
TX,NM,2011,0.0
TX,NM,2012,0.0
TX,NM,2013,0.0
TX,NM,2014,0.0
TX,NM,2015,0.0
TX,NM,2016,0.0
TX,NM,2017,0.0
TX,NM,2018,188734.0
TX,NM,2019,0.0
TX,NM,2020,279990.0
TX,NM,2021,0.0
TX,NM,2022,0.0
TX,OK,1990,4471544.0
TX,OK,1994,170068.0
TX,OK,1995,0.0
TX,OK,1996,20740.0
TX,OK,1997,0.0
TX,OK,1998,0.0
TX,OK,1999,0.0
TX,OK,2000,0.0
TX,OK,2001,0.0
TX,OK,2002,0.0
TX,OK,2003,0.0
TX,OK,2004,0.0
TX,OK,2005,25925.0
TX,OK,2006,20740.0
TX,OK,2007,0.0
TX,OK,2008,0.0
TX,OK,2009,0.0
TX,OK,2010,0.0
TX,OK,2011,0.0
TX,OK,2012,0.0
TX,OK,2013,0.0
TX,OK,2014,0.0
TX,OK,2015,0.0
TX,OK,2016,0.0
TX,OK,2017,0.0
TX,OK,2018,0.0
TX,OK,2019,0.0
TX,OK,2020,0.0
TX,OK,2021,0.0
TX,OK,2022,0.0
UT,CO,1990,241621.0
UT,CO,1994,302804.0
UT,CO,1995,0.0
UT,CO,1996,0.0
UT,CO,1997,0.0
UT,CO,1998,0.0
UT,CO,1999,0.0
UT,CO,2000,0.0
UT,CO,2001,0.0
UT,CO,2002,0.0
UT,CO,2003,0.0
UT,CO,2004,0.0
UT,CO,2005,0.0
UT,CO,2006,0.0
UT,CO,2007,0.0
UT,CO,2008,77775.0
UT,CO,2009,127551.0
UT,CO,2010,0.0
UT,CO,2011,0.0
UT,CO,2012,0.0
UT,CO,2013,0.0
UT,CO,2014,0.0
UT,CO,2015,0.0
UT,CO,2016,0.0
UT,CO,2017,0.0
UT,CO,2018,0.0
UT,CO,2019,0.0
UT,CO,2020,0.0
UT,CO,2021,0.0
UT,CO,2022,0.0
UT,ID,1990,378505.0
UT,ID,1994,81923.0
UT,ID,1995,0.0
UT,ID,1996,0.0
UT,ID,1997,0.0
UT,ID,1998,0.0
UT,ID,1999,0.0
UT,ID,2000,0.0
UT,ID,2001,20740.0
UT,ID,2002,0.0
UT,ID,2003,218807.0
UT,ID,2004,0.0
UT,ID,2005,0.0
UT,ID,2006,0.0
UT,ID,2007,0.0
