BLD_YRS_FOR_GAS_D_LINE_1,BLD_YRS_FOR_GAS_D_LINE_2,BLD_YRS_FOR_GAS_D_LINE_3,BuildDirectionalGl
ID,WA,2008,0.0
ID,WA,2009,0.0
ID,WA,2010,0.0
ID,WA,2011,0.0
ID,WA,2012,0.0
ID,WA,2013,0.0
ID,WA,2014,0.0
ID,WA,2015,0.0
ID,WA,2016,0.0
ID,WA,2017,0.0
ID,WA,2018,0.0
ID,WA,2019,0.0
ID,WA,2020,0.0
ID,WA,2021,0.0
ID,WA,2022,0.0
IL,IA,1990,77775.0
IL,IA,1994,0.0
IL,IA,1995,0.0
IL,IA,1996,0.0
IL,IA,1997,0.0
IL,IA,1998,0.0
IL,IA,1999,0.0
IL,IA,2000,0.0
IL,IA,2001,0.0
IL,IA,2002,0.0
IL,IA,2003,0.0
IL,IA,2004,0.0
IL,IA,2005,0.0
IL,IA,2006,0.0
IL,IA,2007,0.0
IL,IA,2008,0.0
IL,IA,2009,0.0
IL,IA,2010,0.0
IL,IA,2011,0.0
IL,IA,2012,0.0
IL,IA,2013,0.0
IL,IA,2014,0.0
IL,IA,2015,0.0
IL,IA,2016,0.0
IL,IA,2017,0.0
IL,IA,2018,0.0
IL,IA,2019,0.0
IL,IA,2020,0.0
IL,IA,2021,0.0
IL,IA,2022,0.0
IL,IN,1990,4490210.0
IL,IN,1994,246806.0
IL,IN,1995,0.0
IL,IN,1996,0.0
IL,IN,1997,138958.0
IL,IN,1998,0.0
IL,IN,1999,114070.0
IL,IN,2000,746640.0
IL,IN,2001,787083.0
IL,IN,2002,653310.0
IL,IN,2003,251991.0
IL,IN,2004,0.0
IL,IN,2005,0.0
IL,IN,2006,134810.0
IL,IN,2007,254065.0
IL,IN,2008,0.0
IL,IN,2009,1975485.0
IL,IN,2010,155550.0
IL,IN,2011,0.0
IL,IN,2012,0.0
IL,IN,2013,0.0
IL,IN,2014,0.0
IL,IN,2015,0.0
IL,IN,2016,0.0
IL,IN,2017,0.0
IL,IN,2018,0.0
IL,IN,2019,0.0
IL,IN,2020,0.0
IL,IN,2021,0.0
IL,IN,2022,0.0
IL,KY,2017,777750.0
IL,KY,2018,0.0
IL,KY,2019,0.0
IL,KY,2020,0.0
IL,KY,2021,0.0
IL,KY,2022,0.0
IL,MO,1990,837896.0
IL,MO,1994,64294.0
IL,MO,1995,0.0
IL,MO,1996,0.0
IL,MO,1997,0.0
IL,MO,1998,0.0
IL,MO,1999,0.0
IL,MO,2000,0.0
IL,MO,2001,0.0
IL,MO,2002,20740.0
IL,MO,2003,0.0
IL,MO,2004,0.0
IL,MO,2005,0.0
IL,MO,2006,0.0
IL,MO,2007,0.0
IL,MO,2008,0.0
IL,MO,2009,0.0
IL,MO,2010,0.0
IL,MO,2011,0.0
IL,MO,2012,0.0
IL,MO,2013,0.0
IL,MO,2014,0.0
IL,MO,2015,0.0
IL,MO,2016,2074000.0
IL,MO,2017,0.0
IL,MO,2018,477020.0
IL,MO,2019,414800.0
IL,MO,2020,0.0
IL,MO,2021,311100.0
IL,MO,2022,0.0
IL,WI,1990,1657126.0
IL,WI,1994,0.0
IL,WI,1995,39406.0
IL,WI,1996,22814.0
IL,WI,1997,0.0
IL,WI,1998,0.0
IL,WI,1999,154513.0
IL,WI,2000,197030.0
IL,WI,2001,0.0
IL,WI,2002,777750.0
IL,WI,2003,0.0
IL,WI,2004,0.0
IL,WI,2005,0.0
IL,WI,2006,44591.0
IL,WI,2007,0.0
IL,WI,2008,0.0
IL,WI,2009,556869.0
IL,WI,2010,0.0
IL,WI,2011,0.0
IL,WI,2012,0.0
IL,WI,2013,0.0
IL,WI,2014,0.0
IL,WI,2015,0.0
IL,WI,2016,0.0
IL,WI,2017,0.0
IL,WI,2018,239547.0
IL,WI,2019,0.0
IL,WI,2020,0.0
IL,WI,2021,0.0
IL,WI,2022,52887.0
IN,IL,1990,2010743.0
IN,IL,1994,5185.0
IN,IL,1995,0.0
IN,IL,1996,0.0
IN,IL,1997,138958.0
IN,IL,1998,0.0
IN,IL,1999,0.0
IN,IL,2000,0.0
IN,IL,2001,0.0
IN,IL,2002,0.0
IN,IL,2003,0.0
IN,IL,2004,0.0
IN,IL,2005,0.0
IN,IL,2006,0.0
IN,IL,2007,0.0
IN,IL,2008,0.0
IN,IL,2009,0.0
IN,IL,2010,0.0
IN,IL,2011,0.0
IN,IL,2012,0.0
IN,IL,2013,0.0
IN,IL,2014,0.0
IN,IL,2015,2488800.0
IN,IL,2016,0.0
IN,IL,2017,777750.0
IN,IL,2018,362950.0
IN,IL,2019,0.0
IN,IL,2020,0.0
IN,IL,2021,0.0
IN,IL,2022,0.0
IN,KY,1990,0.0
IN,KY,1994,0.0
IN,KY,1995,0.0
IN,KY,1996,0.0
IN,KY,1997,0.0
IN,KY,1998,0.0
IN,KY,1999,0.0
IN,KY,2000,0.0
IN,KY,2001,0.0
IN,KY,2002,362950.0
IN,KY,2003,0.0
IN,KY,2004,0.0
IN,KY,2005,0.0
IN,KY,2006,0.0
IN,KY,2007,0.0
IN,KY,2008,0.0
IN,KY,2009,0.0
IN,KY,2010,0.0
IN,KY,2011,0.0
IN,KY,2012,0.0
IN,KY,2013,0.0
IN,KY,2014,0.0
IN,KY,2015,777750.0
IN,KY,2016,786046.0
IN,KY,2017,294508.0
IN,KY,2018,0.0
IN,KY,2019,0.0
IN,KY,2020,0.0
IN,KY,2021,0.0
IN,KY,2022,171105.0
IN,MI,1990,2037705.0
IN,MI,1994,149328.0
IN,MI,1995,0.0
IN,MI,1996,0.0
IN,MI,1997,155550.0
IN,MI,1998,0.0
IN,MI,1999,0.0
IN,MI,2000,746640.0
IN,MI,2001,0.0
IN,MI,2002,290360.0
IN,MI,2003,0.0
IN,MI,2004,0.0
IN,MI,2005,0.0
IN,MI,2006,0.0
IN,MI,2007,254065.0
IN,MI,2008,0.0
IN,MI,2009,108885.0
IN,MI,2010,0.0
IN,MI,2011,0.0
IN,MI,2012,0.0
IN,MI,2013,0.0
IN,MI,2014,0.0
IN,MI,2015,0.0
IN,MI,2016,0.0
IN,MI,2017,0.0
IN,MI,2018,0.0
IN,MI,2019,0.0
IN,MI,2020,0.0
IN,MI,2021,0.0
IN,MI,2022,0.0
IN,OH,1990,4766052.0
IN,OH,1994,149328.0
IN,OH,1995,259250.0
IN,OH,1996,0.0
IN,OH,1997,0.0
IN,OH,1998,316285.0
IN,OH,1999,0.0
IN,OH,2000,0.0
IN,OH,2001,0.0
IN,OH,2002,0.0
IN,OH,2003,0.0
IN,OH,2004,0.0
IN,OH,2005,0.0
IN,OH,2006,0.0
IN,OH,2007,0.0
IN,OH,2008,0.0
IN,OH,2009,1866600.0
IN,OH,2010,0.0
IN,OH,2011,0.0
IN,OH,2012,0.0
IN,OH,2013,0.0
IN,OH,2014,0.0
IN,OH,2015,0.0
IN,OH,2016,0.0
IN,OH,2017,0.0
IN,OH,2018,0.0
IN,OH,2019,0.0
IN,OH,2020,0.0
IN,OH,2021,0.0
IN,OH,2022,0.0
KS,CO,1990,399245.0
KS,CO,1994,0.0
KS,CO,1995,0.0
KS,CO,1996,0.0
KS,CO,1997,0.0
KS,CO,1998,0.0
KS,CO,1999,0.0
KS,CO,2000,0.0
KS,CO,2001,0.0
KS,CO,2002,0.0
KS,CO,2003,0.0
KS,CO,2004,0.0
KS,CO,2005,0.0
KS,CO,2006,0.0
KS,CO,2007,0.0
KS,CO,2008,0.0
KS,CO,2009,0.0
KS,CO,2010,0.0
KS,CO,2011,0.0
KS,CO,2012,0.0
KS,CO,2013,0.0
KS,CO,2014,0.0
KS,CO,2015,0.0
KS,CO,2016,0.0
KS,CO,2017,0.0
KS,CO,2018,0.0
KS,CO,2019,0.0
KS,CO,2020,0.0
KS,CO,2021,0.0
KS,CO,2022,0.0
KS,MO,1990,2704496.0
KS,MO,1994,0.0
KS,MO,1995,0.0
KS,MO,1996,0.0
KS,MO,1997,286212.0
KS,MO,1998,0.0
KS,MO,1999,0.0
KS,MO,2000,0.0
KS,MO,2001,148291.0
KS,MO,2002,0.0
KS,MO,2003,69479.0
KS,MO,2004,69479.0
KS,MO,2005,0.0
KS,MO,2006,0.0
KS,MO,2007,0.0
KS,MO,2008,1607350.0
KS,MO,2009,311100.0
KS,MO,2010,0.0
KS,MO,2011,0.0
KS,MO,2012,0.0
KS,MO,2013,0.0
KS,MO,2014,0.0
KS,MO,2015,0.0
KS,MO,2016,0.0
KS,MO,2017,0.0
KS,MO,2018,0.0
KS,MO,2019,0.0
KS,MO,2020,0.0
KS,MO,2021,0.0
KS,MO,2022,0.0
KS,NE,1990,4728720.0
KS,NE,1994,0.0
KS,NE,1995,0.0
KS,NE,1996,0.0
KS,NE,1997,50813.0
KS,NE,1998,0.0
KS,NE,1999,0.0
KS,NE,2000,0.0
KS,NE,2001,0.0
KS,NE,2002,93330.0
KS,NE,2003,0.0
KS,NE,2004,0.0
KS,NE,2005,0.0
KS,NE,2006,0.0
KS,NE,2007,33184.0
KS,NE,2008,0.0
KS,NE,2009,0.0
KS,NE,2010,0.0
KS,NE,2011,0.0
KS,NE,2012,0.0
KS,NE,2013,0.0
KS,NE,2014,0.0
KS,NE,2015,0.0
KS,NE,2016,0.0
KS,NE,2017,0.0
KS,NE,2018,0.0
KS,NE,2019,0.0
KS,NE,2020,0.0
KS,NE,2021,0.0
KS,NE,2022,0.0
KS,OK,1990,591090.0
KS,OK,1994,107848.0
KS,OK,1995,0.0
KS,OK,1996,0.0
KS,OK,1997,0.0
KS,OK,1998,0.0
KS,OK,1999,0.0
KS,OK,2000,82960.0
KS,OK,2001,0.0
KS,OK,2002,0.0
KS,OK,2003,0.0
KS,OK,2004,0.0
KS,OK,2005,107848.0
KS,OK,2006,0.0
KS,OK,2007,30073.0
KS,OK,2008,0.0
KS,OK,2009,0.0
KS,OK,2010,0.0
KS,OK,2011,0.0
KS,OK,2012,0.0
KS,OK,2013,0.0
KS,OK,2014,0.0
KS,OK,2015,0.0
KS,OK,2016,0.0
KS,OK,2017,0.0
KS,OK,2018,0.0
KS,OK,2019,0.0
KS,OK,2020,0.0
KS,OK,2021,0.0
KS,OK,2022,0.0
KY,IL,1990,1865563.0
KY,IL,1994,0.0
KY,IL,1995,0.0
KY,IL,1996,0.0
KY,IL,1997,0.0
KY,IL,1998,0.0
KY,IL,1999,0.0
KY,IL,2000,0.0
KY,IL,2001,0.0
KY,IL,2002,0.0
KY,IL,2003,0.0
KY,IL,2004,0.0
KY,IL,2005,0.0
KY,IL,2006,0.0
KY,IL,2007,0.0
KY,IL,2008,0.0
KY,IL,2009,0.0
KY,IL,2010,0.0
KY,IL,2011,0.0
KY,IL,2012,0.0
KY,IL,2013,0.0
KY,IL,2014,0.0
KY,IL,2015,0.0
KY,IL,2016,0.0
KY,IL,2017,0.0
KY,IL,2018,0.0
KY,IL,2019,0.0
KY,IL,2020,0.0
KY,IL,2021,0.0
KY,IL,2022,0.0
KY,IN,1990,3617056.0
KY,IN,1994,74664.0
KY,IN,1995,0.0
KY,IN,1996,0.0
KY,IN,1997,0.0
KY,IN,1998,0.0
KY,IN,1999,0.0
KY,IN,2000,0.0
KY,IN,2001,0.0
KY,IN,2002,0.0
KY,IN,2003,0.0
KY,IN,2004,0.0
KY,IN,2005,0.0
KY,IN,2006,0.0
KY,IN,2007,0.0
KY,IN,2008,0.0
KY,IN,2009,0.0
KY,IN,2010,0.0
KY,IN,2011,0.0
KY,IN,2012,0.0
KY,IN,2013,0.0
KY,IN,2014,0.0
KY,IN,2015,0.0
KY,IN,2016,55998.0
KY,IN,2017,0.0
KY,IN,2018,0.0
KY,IN,2019,0.0
KY,IN,2020,0.0
KY,IN,2021,0.0
KY,IN,2022,0.0
KY,OH,1990,4210220.0
KY,OH,1994,107848.0
KY,OH,1995,0.0
KY,OH,1996,0.0
KY,OH,1997,0.0
KY,OH,1998,0.0
KY,OH,1999,0.0
KY,OH,2000,0.0
KY,OH,2001,0.0
KY,OH,2002,0.0
KY,OH,2003,0.0
KY,OH,2004,0.0
KY,OH,2005,0.0
KY,OH,2006,0.0
KY,OH,2007,0.0
KY,OH,2008,0.0
KY,OH,2009,0.0
KY,OH,2010,0.0
KY,OH,2011,0.0
KY,OH,2012,0.0
KY,OH,2013,0.0
KY,OH,2014,0.0
KY,OH,2015,0.0
KY,OH,2016,0.0
KY,OH,2017,0.0
KY,OH,2018,0.0
KY,OH,2019,0.0
KY,OH,2020,0.0
KY,OH,2021,0.0
KY,OH,2022,0.0
KY,TN,1990,5185.0
KY,TN,1994,25925.0
KY,TN,1995,0.0
KY,TN,1996,0.0
KY,TN,1997,0.0
KY,TN,1998,0.0
KY,TN,1999,0.0
KY,TN,2000,0.0
KY,TN,2001,0.0
KY,TN,2002,362950.0
KY,TN,2003,0.0
KY,TN,2004,0.0
KY,TN,2005,0.0
KY,TN,2006,0.0
KY,TN,2007,0.0
KY,TN,2008,0.0
KY,TN,2009,881450.0
KY,TN,2010,0.0
KY,TN,2011,0.0
KY,TN,2012,0.0
KY,TN,2013,871080.0
KY,TN,2014,920856.0
KY,TN,2015,1638460.0
KY,TN,2016,2848639.0
KY,TN,2017,2066741.0
KY,TN,2018,58072.0
KY,TN,2019,714493.0
KY,TN,2020,0.0
KY,TN,2021,0.0
KY,TN,2022,171105.0
KY,VA,1990,51850.0
KY,VA,1994,0.0
KY,VA,1995,0.0
KY,VA,1996,0.0
KY,VA,1997,0.0
KY,VA,1998,0.0
KY,VA,1999,0.0
KY,VA,2000,0.0
KY,VA,2001,0.0
KY,VA,2002,0.0
KY,VA,2003,0.0
KY,VA,2004,0.0
KY,VA,2005,0.0
KY,VA,2006,0.0
KY,VA,2007,0.0
KY,VA,2008,0.0
KY,VA,2009,0.0
KY,VA,2010,0.0
KY,VA,2011,0.0
KY,VA,2012,0.0
KY,VA,2013,0.0
KY,VA,2014,0.0
KY,VA,2015,0.0
KY,VA,2016,0.0
KY,VA,2017,0.0
KY,VA,2018,0.0
KY,VA,2019,0.0
KY,VA,2020,0.0
KY,VA,2021,0.0
KY,VA,2022,0.0
KY,WV,1990,2629832.0
KY,WV,1994,0.0
KY,WV,1995,0.0
KY,WV,1996,0.0
KY,WV,1997,0.0
KY,WV,1998,0.0
KY,WV,1999,318359.0
KY,WV,2000,0.0
KY,WV,2001,0.0
KY,WV,2002,0.0
KY,WV,2003,0.0
KY,WV,2004,0.0
KY,WV,2005,0.0
KY,WV,2006,0.0
KY,WV,2007,0.0
KY,WV,2008,0.0
KY,WV,2009,0.0
KY,WV,2010,0.0
KY,WV,2011,0.0
KY,WV,2012,0.0
KY,WV,2013,0.0
KY,WV,2014,0.0
KY,WV,2015,0.0
KY,WV,2016,0.0
KY,WV,2017,0.0
KY,WV,2018,0.0
KY,WV,2019,0.0
KY,WV,2020,0.0
KY,WV,2021,0.0
KY,WV,2022,0.0
LA,AR,1990,7709058.0
LA,AR,1994,292434.0
LA,AR,1995,0.0
LA,AR,1996,0.0
LA,AR,1997,15555.0
LA,AR,1998,0.0
LA,AR,1999,0.0
LA,AR,2000,0.0
LA,AR,2001,434503.0
LA,AR,2002,0.0
LA,AR,2003,0.0
LA,AR,2004,0.0
LA,AR,2005,0.0
LA,AR,2006,0.0
LA,AR,2007,0.0
LA,AR,2008,0.0
LA,AR,2009,0.0
LA,AR,2010,0.0
LA,AR,2011,0.0
LA,AR,2012,0.0
LA,AR,2013,0.0
LA,AR,2014,0.0
LA,AR,2015,0.0
LA,AR,2016,0.0
LA,AR,2017,0.0
LA,AR,2018,0.0
LA,AR,2019,0.0
LA,AR,2020,0.0
LA,AR,2021,0.0
LA,AR,2022,0.0
LA,MS,1990,13440557.0
LA,MS,1994,520574.0
LA,MS,1995,386801.0
LA,MS,1996,160735.0
LA,MS,1997,0.0
LA,MS,1998,0.0
LA,MS,1999,320433.0
LA,MS,2000,0.0
LA,MS,2001,295545.0
LA,MS,2002,238510.0
LA,MS,2003,470798.0
LA,MS,2004,54961.0
LA,MS,2005,0.0
LA,MS,2006,0.0
LA,MS,2007,0.0
LA,MS,2008,2945080.0
LA,MS,2009,1589721.0
LA,MS,2010,586942.0
LA,MS,2011,373320.0
LA,MS,2012,0.0
LA,MS,2013,0.0
LA,MS,2014,0.0
LA,MS,2015,46665.0
LA,MS,2016,0.0
LA,MS,2017,0.0
LA,MS,2018,0.0
LA,MS,2019,0.0
LA,MS,2020,0.0
LA,MS,2021,306952.0
LA,MS,2022,0.0
LA,TX,1990,1235067.0
LA,TX,1994,78812.0
LA,TX,1995,0.0
LA,TX,1996,0.0
LA,TX,1997,0.0
LA,TX,1998,0.0
LA,TX,1999,0.0
LA,TX,2000,0.0
LA,TX,2001,0.0
LA,TX,2002,0.0
LA,TX,2003,3111.0
LA,TX,2004,0.0
LA,TX,2005,0.0
LA,TX,2006,0.0
LA,TX,2007,0.0
LA,TX,2008,0.0
LA,TX,2009,0.0
LA,TX,2010,0.0
LA,TX,2011,0.0
LA,TX,2012,0.0
LA,TX,2013,0.0
LA,TX,2014,0.0
LA,TX,2015,0.0
LA,TX,2016,0.0
LA,TX,2017,1365729.0
LA,TX,2018,0.0
LA,TX,2019,1325286.0
LA,TX,2020,596275.0
LA,TX,2021,0.0
LA,TX,2022,0.0
MA,CT,1990,83997.0
MA,CT,1994,0.0
MA,CT,1995,0.0
MA,CT,1996,0.0
MA,CT,1997,0.0
MA,CT,1998,0.0
MA,CT,1999,0.0
MA,CT,2000,0.0
MA,CT,2001,86071.0
MA,CT,2002,0.0
MA,CT,2003,0.0
MA,CT,2004,0.0
MA,CT,2005,0.0
MA,CT,2006,0.0
MA,CT,2007,0.0
MA,CT,2008,0.0
MA,CT,2009,0.0
MA,CT,2010,0.0
MA,CT,2011,0.0
MA,CT,2012,0.0
MA,CT,2013,0.0
MA,CT,2014,0.0
MA,CT,2015,0.0
MA,CT,2016,0.0
MA,CT,2017,0.0
MA,CT,2018,0.0
MA,CT,2019,0.0
MA,CT,2020,0.0
MA,CT,2021,0.0
MA,CT,2022,0.0
MA,NH,1990,97478.0
MA,NH,1994,12444.0
MA,NH,1995,0.0
MA,NH,1996,0.0
MA,NH,1997,0.0
MA,NH,1998,0.0
MA,NH,1999,0.0
MA,NH,2000,0.0
MA,NH,2001,130662.0
MA,NH,2002,0.0
MA,NH,2003,0.0
MA,NH,2004,0.0
MA,NH,2005,0.0
MA,NH,2006,0.0
MA,NH,2007,0.0
MA,NH,2008,0.0
MA,NH,2009,0.0
MA,NH,2010,0.0
MA,NH,2011,0.0
MA,NH,2012,0.0
MA,NH,2013,0.0
MA,NH,2014,0.0
MA,NH,2015,0.0
MA,NH,2016,0.0
MA,NH,2017,0.0
MA,NH,2018,0.0
MA,NH,2019,0.0
MA,NH,2020,0.0
MA,NH,2021,877302.0
MA,NH,2022,0.0
MA,RI,1990,29036.0
MA,RI,1994,150365.0
MA,RI,1995,0.0
MA,RI,1996,0.0
MA,RI,1997,0.0
MA,RI,1998,0.0
MA,RI,1999,0.0
MA,RI,2000,0.0
MA,RI,2001,0.0
MA,RI,2002,0.0
MA,RI,2003,0.0
MA,RI,2004,0.0
MA,RI,2005,0.0
MA,RI,2006,0.0
MA,RI,2007,0.0
MA,RI,2008,0.0
MA,RI,2009,0.0
MA,RI,2010,285175.0
MA,RI,2011,0.0
MA,RI,2012,0.0
MA,RI,2013,0.0
MA,RI,2014,0.0
MA,RI,2015,0.0
MA,RI,2016,0.0
MA,RI,2017,0.0
MA,RI,2018,0.0
MA,RI,2019,0.0
MA,RI,2020,0.0
MA,RI,2021,0.0
MA,RI,2022,0.0
MD,DC,1990,41480.0
MD,DC,1994,41480.0
MD,DC,1995,0.0
MD,DC,1996,0.0
MD,DC,1997,0.0
MD,DC,1998,0.0
MD,DC,1999,0.0
MD,DC,2000,0.0
MD,DC,2001,0.0
MD,DC,2002,0.0
MD,DC,2003,0.0
MD,DC,2004,0.0
MD,DC,2005,0.0
MD,DC,2006,0.0
MD,DC,2007,0.0
MD,DC,2008,0.0
MD,DC,2009,0.0
MD,DC,2010,0.0
MD,DC,2011,0.0
MD,DC,2012,0.0
MD,DC,2013,0.0
MD,DC,2014,0.0
MD,DC,2015,0.0
MD,DC,2016,0.0
MD,DC,2017,0.0
MD,DC,2018,0.0
MD,DC,2019,0.0
MD,DC,2020,0.0
MD,DC,2021,0.0
MD,DC,2022,0.0
MD,DE,1990,49776.0
MD,DE,1994,6947.9
MD,DE,1995,0.0
MD,DE,1996,0.0
MD,DE,1997,0.0
MD,DE,1998,2592.5
MD,DE,1999,0.0
MD,DE,2000,0.0
MD,DE,2001,12236.6
MD,DE,2002,5185.0
MD,DE,2003,0.0
MD,DE,2004,4873.9
MD,DE,2005,19599.3
MD,DE,2006,27169.4
MD,DE,2007,10577.4
MD,DE,2008,11407.0
MD,DE,2009,0.0
MD,DE,2010,0.0
MD,DE,2011,0.0
MD,DE,2012,0.0
MD,DE,2013,0.0
MD,DE,2014,0.0
MD,DE,2015,0.0
MD,DE,2016,0.0
MD,DE,2017,0.0
MD,DE,2018,0.0
MD,DE,2019,63257.0
MD,DE,2020,0.0
MD,DE,2021,0.0
MD,DE,2022,0.0
MD,PA,1990,2498133.0
MD,PA,1994,204289.0
MD,PA,1995,0.0
MD,PA,1996,0.0
MD,PA,1997,0.0
MD,PA,1998,0.0
MD,PA,1999,0.0
MD,PA,2000,0.0
MD,PA,2001,0.0
MD,PA,2002,0.0
MD,PA,2003,0.0
MD,PA,2004,0.0
MD,PA,2005,0.0
MD,PA,2006,0.0
MD,PA,2007,0.0
MD,PA,2008,725900.0
MD,PA,2009,0.0
MD,PA,2010,0.0
MD,PA,2011,0.0
MD,PA,2012,0.0
MD,PA,2013,0.0
MD,PA,2014,0.0
MD,PA,2015,0.0
MD,PA,2016,0.0
MD,PA,2017,0.0
MD,PA,2018,0.0
MD,PA,2019,0.0
MD,PA,2020,0.0
MD,PA,2021,0.0
MD,PA,2022,0.0
MD,VA,1990,227103.0
MD,VA,1994,0.0
MD,VA,1995,638792.0
MD,VA,1996,0.0
MD,VA,1997,0.0
MD,VA,1998,0.0
MD,VA,1999,0.0
MD,VA,2000,0.0
MD,VA,2001,0.0
MD,VA,2002,0.0
MD,VA,2003,0.0
MD,VA,2004,225029.0
MD,VA,2005,0.0
MD,VA,2006,0.0
MD,VA,2007,0.0
MD,VA,2008,829600.0
MD,VA,2009,0.0
MD,VA,2010,0.0
MD,VA,2011,0.0
MD,VA,2012,435540.0
MD,VA,2013,0.0
MD,VA,2014,0.0
MD,VA,2015,446947.0
MD,VA,2016,0.0
MD,VA,2017,575535.0
MD,VA,2018,1037000.0
MD,VA,2019,155550.0
MD,VA,2020,0.0
MD,VA,2021,0.0
MD,VA,2022,0.0
MD,WV,1990,5185.0
MD,WV,1994,0.0
MD,WV,1995,0.0
MD,WV,1996,0.0
MD,WV,1997,0.0
MD,WV,1998,0.0
MD,WV,1999,0.0
MD,WV,2000,0.0
MD,WV,2001,0.0
MD,WV,2002,0.0
MD,WV,2003,0.0
MD,WV,2004,0.0
MD,WV,2005,0.0
MD,WV,2006,0.0
MD,WV,2007,0.0
MD,WV,2008,0.0
MD,WV,2009,0.0
MD,WV,2010,0.0
MD,WV,2011,0.0
MD,WV,2012,0.0
MD,WV,2013,0.0
MD,WV,2014,0.0
MD,WV,2015,0.0
MD,WV,2016,0.0
MD,WV,2017,0.0
MD,WV,2018,0.0
MD,WV,2019,0.0
MD,WV,2020,0.0
MD,WV,2021,0.0
MD,WV,2022,0.0
ME,NH,1990,12444.0
ME,NH,1994,19703.0
ME,NH,1995,0.0
ME,NH,1996,0.0
ME,NH,1997,0.0
ME,NH,1998,0.0
ME,NH,1999,609756.0
ME,NH,2000,0.0
ME,NH,2001,41480.0
ME,NH,2002,184586.0
ME,NH,2003,39406.0
ME,NH,2004,0.0
ME,NH,2005,0.0
ME,NH,2006,0.0
ME,NH,2007,0.0
ME,NH,2008,0.0
ME,NH,2009,212585.0
ME,NH,2010,0.0
ME,NH,2011,0.0
ME,NH,2012,0.0
ME,NH,2013,0.0
ME,NH,2014,0.0
ME,NH,2015,0.0
ME,NH,2016,0.0
ME,NH,2017,0.0
ME,NH,2018,2074.0
ME,NH,2019,22814.0
ME,NH,2020,24888.0
ME,NH,2021,51850.0
ME,NH,2022,0.0
MI,IN,1990,1320101.0
MI,IN,1994,149328.0
MI,IN,1995,0.0
MI,IN,1996,0.0
MI,IN,1997,155550.0
MI,IN,1998,0.0
MI,IN,1999,0.0
MI,IN,2000,0.0
MI,IN,2001,0.0
MI,IN,2002,0.0
MI,IN,2003,0.0
MI,IN,2004,0.0
MI,IN,2005,0.0
MI,IN,2006,0.0
MI,IN,2007,0.0
MI,IN,2008,0.0
MI,IN,2009,0.0
MI,IN,2010,0.0
MI,IN,2011,0.0
MI,IN,2012,0.0
MI,IN,2013,0.0
MI,IN,2014,0.0
MI,IN,2015,0.0
MI,IN,2016,0.0
MI,IN,2017,0.0
MI,IN,2018,0.0
MI,IN,2019,0.0
MI,IN,2020,0.0
MI,IN,2021,0.0
MI,IN,2022,0.0
MI,OH,1990,103700.0
MI,OH,1994,0.0
MI,OH,1995,0.0
MI,OH,1996,0.0
MI,OH,1997,0.0
MI,OH,1998,0.0
MI,OH,1999,0.0
MI,OH,2000,0.0
MI,OH,2001,0.0
MI,OH,2002,0.0
MI,OH,2003,0.0
MI,OH,2004,0.0
MI,OH,2005,0.0
MI,OH,2006,0.0
MI,OH,2007,0.0
MI,OH,2008,0.0
MI,OH,2009,0.0
MI,OH,2010,0.0
MI,OH,2011,0.0
MI,OH,2012,0.0
MI,OH,2013,0.0
MI,OH,2014,0.0
MI,OH,2015,0.0
MI,OH,2016,0.0
MI,OH,2017,0.0
MI,OH,2018,0.0
MI,OH,2019,0.0
MI,OH,2020,0.0
MI,OH,2021,0.0
MI,OH,2022,0.0
MI,WI,1990,2294881.0
MI,WI,1994,645014.0
MI,WI,1995,0.0
MI,WI,1996,0.0
MI,WI,1997,0.0
MI,WI,1998,130662.0
MI,WI,1999,0.0
MI,WI,2000,0.0
MI,WI,2001,0.0
MI,WI,2002,0.0
MI,WI,2003,0.0
MI,WI,2004,0.0
MI,WI,2005,0.0
MI,WI,2006,129625.0
MI,WI,2007,0.0
MI,WI,2008,0.0
MI,WI,2009,0.0
MI,WI,2010,0.0
MI,WI,2011,0.0
MI,WI,2012,0.0
MI,WI,2013,0.0
MI,WI,2014,0.0
MI,WI,2015,0.0
MI,WI,2016,0.0
MI,WI,2017,0.0
MI,WI,2018,0.0
MI,WI,2019,0.0
MI,WI,2020,0.0
MI,WI,2021,0.0
MI,WI,2022,0.0
MN,IA,1990,1146922.0
MN,IA,1994,486353.0
MN,IA,1995,0.0
MN,IA,1996,0.0
MN,IA,1997,0.0
MN,IA,1998,699975.0
MN,IA,1999,0.0
MN,IA,2000,1692384.0
MN,IA,2001,0.0
MN,IA,2002,174216.0
MN,IA,2003,0.0
MN,IA,2004,0.0
MN,IA,2005,77775.0
MN,IA,2006,0.0
MN,IA,2007,0.0
MN,IA,2008,0.0
MN,IA,2009,0.0
MN,IA,2010,0.0
MN,IA,2011,0.0
MN,IA,2012,0.0
MN,IA,2013,0.0
MN,IA,2014,0.0
MN,IA,2015,0.0
MN,IA,2016,0.0
MN,IA,2017,0.0
MN,IA,2018,0.0
MN,IA,2019,0.0
MN,IA,2020,0.0
MN,IA,2021,0.0
MN,IA,2022,0.0
MN,ND,1990,26962.0
MN,ND,1994,38369.0
MN,ND,1995,0.0
MN,ND,1996,0.0
MN,ND,1997,0.0
MN,ND,1998,0.0
MN,ND,1999,0.0
MN,ND,2000,0.0
MN,ND,2001,0.0
MN,ND,2002,0.0
MN,ND,2003,0.0
MN,ND,2004,0.0
MN,ND,2005,0.0
