GZ_STORAGE_TYPE_TIMESERIES_1,GZ_STORAGE_TYPE_TIMESERIES_2,GZ_STORAGE_TYPE_TIMESERIES_3,GasStorageWithdrawalQuantity
NE,aquifer,20231024,0.0
NE,aquifer,20231025,0.0
NE,aquifer,20231026,0.0
NE,aquifer,20231027,0.0
NE,aquifer,20231028,0.0
NE,aquifer,20231029,0.0
NE,aquifer,20231030,0.0
NE,aquifer,20231031,0.0
NE,aquifer,20231101,0.0
NE,aquifer,20231102,0.0
NE,aquifer,20231103,0.0
NE,aquifer,20231104,0.0
NE,aquifer,20231105,0.0
NE,aquifer,20231106,0.0
NE,aquifer,20231107,0.0
NE,aquifer,20231108,0.0
NE,aquifer,20231109,0.0
NE,aquifer,20231110,0.0
NE,aquifer,20231111,0.0
NE,aquifer,20231112,0.0
NE,aquifer,20231113,0.0
NE,aquifer,20231114,0.0
NE,aquifer,20231115,0.0
NE,aquifer,20231116,0.0
NE,aquifer,20231117,0.0
NE,aquifer,20231118,0.0
NE,aquifer,20231119,0.0
NE,aquifer,20231120,0.0
NE,aquifer,20231121,0.0
NE,aquifer,20231122,0.0
NE,aquifer,20231123,0.0
NE,aquifer,20231124,0.0
NE,aquifer,20231125,0.0
NE,aquifer,20231126,0.0
NE,aquifer,20231127,0.0
NE,aquifer,20231128,0.0
NE,aquifer,20231129,0.0
NE,aquifer,20231130,0.0
NE,aquifer,20231201,0.0
NE,aquifer,20231202,0.0
NE,aquifer,20231203,0.0
NE,aquifer,20231204,0.0
NE,aquifer,20231205,0.0
NE,aquifer,20231206,0.0
NE,aquifer,20231207,0.0
NE,aquifer,20231208,0.0
NE,aquifer,20231209,0.0
NE,aquifer,20231210,0.0
NE,aquifer,20231211,0.0
NE,aquifer,20231212,0.0
NE,aquifer,20231213,0.0
NE,aquifer,20231214,0.0
NE,aquifer,20231215,0.0
NE,aquifer,20231216,0.0
NE,aquifer,20231217,0.0
NE,aquifer,20231218,0.0
NE,aquifer,20231219,0.0
NE,aquifer,20231220,0.0
NE,aquifer,20231221,0.0
NE,aquifer,20231222,0.0
NE,aquifer,20231223,0.0
NE,aquifer,20231224,0.0
NE,aquifer,20231225,0.0
NE,aquifer,20231226,0.0
NE,aquifer,20231227,0.0
NE,aquifer,20231228,0.0
NE,aquifer,20231229,0.0
NE,aquifer,20231230,0.0
NE,aquifer,20231231,0.0
NE,depleted field,20230101,0.0
NE,depleted field,20230102,0.0
NE,depleted field,20230103,0.0
NE,depleted field,20230104,0.0
NE,depleted field,20230105,0.0
NE,depleted field,20230106,0.0
NE,depleted field,20230107,0.0
NE,depleted field,20230108,0.0
NE,depleted field,20230109,0.0
NE,depleted field,20230110,0.0
NE,depleted field,20230111,0.0
NE,depleted field,20230112,0.0
NE,depleted field,20230113,0.0
NE,depleted field,20230114,0.0
NE,depleted field,20230115,0.0
NE,depleted field,20230116,0.0
NE,depleted field,20230117,0.0
NE,depleted field,20230118,0.0
NE,depleted field,20230119,0.0
NE,depleted field,20230120,0.0
NE,depleted field,20230121,0.0
NE,depleted field,20230122,0.0
NE,depleted field,20230123,0.0
NE,depleted field,20230124,0.0
NE,depleted field,20230125,0.0
NE,depleted field,20230126,0.0
NE,depleted field,20230127,0.0
NE,depleted field,20230128,0.0
NE,depleted field,20230129,0.0
NE,depleted field,20230130,0.0
NE,depleted field,20230131,0.0
NE,depleted field,20230201,0.0
NE,depleted field,20230202,0.0
NE,depleted field,20230203,0.0
NE,depleted field,20230204,0.0
NE,depleted field,20230205,0.0
NE,depleted field,20230206,0.0
NE,depleted field,20230207,0.0
NE,depleted field,20230208,0.0
NE,depleted field,20230209,0.0
NE,depleted field,20230210,0.0
NE,depleted field,20230211,0.0
NE,depleted field,20230212,0.0
NE,depleted field,20230213,0.0
NE,depleted field,20230214,0.0
NE,depleted field,20230215,0.0
NE,depleted field,20230216,0.0
NE,depleted field,20230217,0.0
NE,depleted field,20230218,0.0
NE,depleted field,20230219,0.0
NE,depleted field,20230220,0.0
NE,depleted field,20230221,0.0
NE,depleted field,20230222,0.0
NE,depleted field,20230223,0.0
NE,depleted field,20230224,0.0
NE,depleted field,20230225,0.0
NE,depleted field,20230226,0.0
NE,depleted field,20230227,0.0
NE,depleted field,20230228,0.0
NE,depleted field,20230301,0.0
NE,depleted field,20230302,0.0
NE,depleted field,20230303,0.0
NE,depleted field,20230304,0.0
NE,depleted field,20230305,0.0
NE,depleted field,20230306,0.0
NE,depleted field,20230307,0.0
NE,depleted field,20230308,0.0
NE,depleted field,20230309,0.0
NE,depleted field,20230310,0.0
NE,depleted field,20230311,0.0
NE,depleted field,20230312,0.0
NE,depleted field,20230313,0.0
NE,depleted field,20230314,0.0
NE,depleted field,20230315,0.0
NE,depleted field,20230316,0.0
NE,depleted field,20230317,0.0
NE,depleted field,20230318,0.0
NE,depleted field,20230319,0.0
NE,depleted field,20230320,0.0
NE,depleted field,20230321,0.0
NE,depleted field,20230322,0.0
NE,depleted field,20230323,0.0
NE,depleted field,20230324,0.0
NE,depleted field,20230325,0.0
NE,depleted field,20230326,0.0
NE,depleted field,20230327,0.0
NE,depleted field,20230328,0.0
NE,depleted field,20230329,0.0
NE,depleted field,20230330,0.0
NE,depleted field,20230331,0.0
NE,depleted field,20230401,0.0
NE,depleted field,20230402,0.0
NE,depleted field,20230403,0.0
NE,depleted field,20230404,0.0
NE,depleted field,20230405,0.0
NE,depleted field,20230406,0.0
NE,depleted field,20230407,0.0
NE,depleted field,20230408,0.0
NE,depleted field,20230409,0.0
NE,depleted field,20230410,0.0
NE,depleted field,20230411,0.0
NE,depleted field,20230412,0.0
NE,depleted field,20230413,0.0
NE,depleted field,20230414,0.0
NE,depleted field,20230415,0.0
NE,depleted field,20230416,0.0
NE,depleted field,20230417,0.0
NE,depleted field,20230418,0.0
NE,depleted field,20230419,0.0
NE,depleted field,20230420,0.0
NE,depleted field,20230421,0.0
NE,depleted field,20230422,0.0
NE,depleted field,20230423,0.0
NE,depleted field,20230424,0.0
NE,depleted field,20230425,0.0
NE,depleted field,20230426,0.0
NE,depleted field,20230427,0.0
NE,depleted field,20230428,0.0
NE,depleted field,20230429,0.0
NE,depleted field,20230430,0.0
NE,depleted field,20230501,0.0
NE,depleted field,20230502,0.0
NE,depleted field,20230503,0.0
NE,depleted field,20230504,0.0
NE,depleted field,20230505,0.0
NE,depleted field,20230506,0.0
NE,depleted field,20230507,0.0
NE,depleted field,20230508,0.0
NE,depleted field,20230509,0.0
NE,depleted field,20230510,0.0
NE,depleted field,20230511,0.0
NE,depleted field,20230512,0.0
NE,depleted field,20230513,0.0
NE,depleted field,20230514,0.0
NE,depleted field,20230515,0.0
NE,depleted field,20230516,0.0
NE,depleted field,20230517,0.0
NE,depleted field,20230518,0.0
NE,depleted field,20230519,0.0
NE,depleted field,20230520,0.0
NE,depleted field,20230521,0.0
NE,depleted field,20230522,0.0
NE,depleted field,20230523,0.0
NE,depleted field,20230524,0.0
NE,depleted field,20230525,0.0
NE,depleted field,20230526,0.0
NE,depleted field,20230527,0.0
NE,depleted field,20230528,0.0
NE,depleted field,20230529,0.0
NE,depleted field,20230530,0.0
NE,depleted field,20230531,0.0
NE,depleted field,20230601,0.0
NE,depleted field,20230602,0.0
NE,depleted field,20230603,0.0
NE,depleted field,20230604,0.0
NE,depleted field,20230605,0.0
NE,depleted field,20230606,0.0
NE,depleted field,20230607,0.0
NE,depleted field,20230608,0.0
NE,depleted field,20230609,0.0
NE,depleted field,20230610,0.0
NE,depleted field,20230611,0.0
NE,depleted field,20230612,0.0
NE,depleted field,20230613,0.0
NE,depleted field,20230614,0.0
NE,depleted field,20230615,0.0
NE,depleted field,20230616,0.0
NE,depleted field,20230617,0.0
NE,depleted field,20230618,0.0
NE,depleted field,20230619,0.0
NE,depleted field,20230620,0.0
NE,depleted field,20230621,0.0
NE,depleted field,20230622,0.0
NE,depleted field,20230623,0.0
NE,depleted field,20230624,0.0
NE,depleted field,20230625,0.0
NE,depleted field,20230626,0.0
NE,depleted field,20230627,0.0
NE,depleted field,20230628,0.0
NE,depleted field,20230629,0.0
NE,depleted field,20230630,0.0
NE,depleted field,20230701,0.0
NE,depleted field,20230702,0.0
NE,depleted field,20230703,0.0
NE,depleted field,20230704,0.0
NE,depleted field,20230705,0.0
NE,depleted field,20230706,0.0
NE,depleted field,20230707,0.0
NE,depleted field,20230708,0.0
NE,depleted field,20230709,0.0
NE,depleted field,20230710,0.0
NE,depleted field,20230711,0.0
NE,depleted field,20230712,0.0
NE,depleted field,20230713,0.0
NE,depleted field,20230714,0.0
NE,depleted field,20230715,0.0
NE,depleted field,20230716,0.0
NE,depleted field,20230717,0.0
NE,depleted field,20230718,0.0
NE,depleted field,20230719,0.0
NE,depleted field,20230720,0.0
NE,depleted field,20230721,0.0
NE,depleted field,20230722,0.0
NE,depleted field,20230723,0.0
NE,depleted field,20230724,0.0
NE,depleted field,20230725,0.0
NE,depleted field,20230726,0.0
NE,depleted field,20230727,0.0
NE,depleted field,20230728,0.0
NE,depleted field,20230729,0.0
NE,depleted field,20230730,0.0
NE,depleted field,20230731,0.0
NE,depleted field,20230801,0.0
NE,depleted field,20230802,0.0
NE,depleted field,20230803,0.0
NE,depleted field,20230804,0.0
NE,depleted field,20230805,0.0
NE,depleted field,20230806,0.0
NE,depleted field,20230807,0.0
NE,depleted field,20230808,0.0
NE,depleted field,20230809,0.0
NE,depleted field,20230810,0.0
NE,depleted field,20230811,0.0
NE,depleted field,20230812,0.0
NE,depleted field,20230813,0.0
NE,depleted field,20230814,0.0
NE,depleted field,20230815,0.0
NE,depleted field,20230816,0.0
NE,depleted field,20230817,0.0
NE,depleted field,20230818,0.0
NE,depleted field,20230819,0.0
NE,depleted field,20230820,0.0
NE,depleted field,20230821,0.0
NE,depleted field,20230822,0.0
NE,depleted field,20230823,0.0
NE,depleted field,20230824,0.0
NE,depleted field,20230825,0.0
NE,depleted field,20230826,0.0
NE,depleted field,20230827,0.0
NE,depleted field,20230828,0.0
NE,depleted field,20230829,0.0
NE,depleted field,20230830,0.0
NE,depleted field,20230831,0.0
NE,depleted field,20230901,0.0
NE,depleted field,20230902,0.0
NE,depleted field,20230903,0.0
NE,depleted field,20230904,0.0
NE,depleted field,20230905,0.0
NE,depleted field,20230906,0.0
NE,depleted field,20230907,0.0
NE,depleted field,20230908,0.0
NE,depleted field,20230909,0.0
NE,depleted field,20230910,0.0
NE,depleted field,20230911,0.0
NE,depleted field,20230912,0.0
NE,depleted field,20230913,0.0
NE,depleted field,20230914,0.0
NE,depleted field,20230915,0.0
NE,depleted field,20230916,0.0
NE,depleted field,20230917,0.0
NE,depleted field,20230918,0.0
NE,depleted field,20230919,0.0
NE,depleted field,20230920,0.0
NE,depleted field,20230921,0.0
NE,depleted field,20230922,0.0
NE,depleted field,20230923,0.0
NE,depleted field,20230924,0.0
NE,depleted field,20230925,0.0
NE,depleted field,20230926,0.0
NE,depleted field,20230927,0.0
NE,depleted field,20230928,0.0
NE,depleted field,20230929,0.0
NE,depleted field,20230930,0.0
NE,depleted field,20231001,0.0
NE,depleted field,20231002,0.0
NE,depleted field,20231003,0.0
NE,depleted field,20231004,0.0
NE,depleted field,20231005,0.0
NE,depleted field,20231006,0.0
NE,depleted field,20231007,0.0
NE,depleted field,20231008,0.0
NE,depleted field,20231009,0.0
NE,depleted field,20231010,0.0
NE,depleted field,20231011,0.0
NE,depleted field,20231012,0.0
NE,depleted field,20231013,0.0
NE,depleted field,20231014,0.0
NE,depleted field,20231015,0.0
NE,depleted field,20231016,0.0
NE,depleted field,20231017,0.0
NE,depleted field,20231018,0.0
NE,depleted field,20231019,0.0
NE,depleted field,20231020,0.0
NE,depleted field,20231021,0.0
NE,depleted field,20231022,0.0
NE,depleted field,20231023,0.0
NE,depleted field,20231024,0.0
NE,depleted field,20231025,0.0
NE,depleted field,20231026,0.0
NE,depleted field,20231027,0.0
NE,depleted field,20231028,0.0
NE,depleted field,20231029,0.0
NE,depleted field,20231030,0.0
NE,depleted field,20231031,0.0
NE,depleted field,20231101,0.0
NE,depleted field,20231102,0.0
NE,depleted field,20231103,0.0
NE,depleted field,20231104,0.0
NE,depleted field,20231105,0.0
NE,depleted field,20231106,0.0
NE,depleted field,20231107,0.0
NE,depleted field,20231108,0.0
NE,depleted field,20231109,0.0
NE,depleted field,20231110,0.0
NE,depleted field,20231111,0.0
NE,depleted field,20231112,0.0
NE,depleted field,20231113,0.0
NE,depleted field,20231114,0.0
NE,depleted field,20231115,0.0
NE,depleted field,20231116,0.0
NE,depleted field,20231117,0.0
NE,depleted field,20231118,0.0
NE,depleted field,20231119,0.0
NE,depleted field,20231120,0.0
NE,depleted field,20231121,0.0
NE,depleted field,20231122,0.0
NE,depleted field,20231123,0.0
NE,depleted field,20231124,0.0
NE,depleted field,20231125,0.0
NE,depleted field,20231126,0.0
NE,depleted field,20231127,0.0
NE,depleted field,20231128,0.0
NE,depleted field,20231129,0.0
NE,depleted field,20231130,0.0
NE,depleted field,20231201,0.0
NE,depleted field,20231202,0.0
NE,depleted field,20231203,0.0
NE,depleted field,20231204,0.0
NE,depleted field,20231205,0.0
NE,depleted field,20231206,0.0
NE,depleted field,20231207,0.0
NE,depleted field,20231208,0.0
NE,depleted field,20231209,0.0
NE,depleted field,20231210,0.0
NE,depleted field,20231211,0.0
NE,depleted field,20231212,0.0
NE,depleted field,20231213,0.0
NE,depleted field,20231214,0.0
NE,depleted field,20231215,0.0
NE,depleted field,20231216,0.0
NE,depleted field,20231217,0.0
NE,depleted field,20231218,0.0
NE,depleted field,20231219,0.0
NE,depleted field,20231220,0.0
NE,depleted field,20231221,0.0
NE,depleted field,20231222,0.0
NE,depleted field,20231223,0.0
NE,depleted field,20231224,0.0
NE,depleted field,20231225,0.0
NE,depleted field,20231226,0.0
NE,depleted field,20231227,0.0
NE,depleted field,20231228,0.0
NE,depleted field,20231229,0.0
NE,depleted field,20231230,0.0
NE,depleted field,20231231,0.0
NE,salt cavern,20230101,0.0
NE,salt cavern,20230102,0.0
NE,salt cavern,20230103,0.0
NE,salt cavern,20230104,0.0
NE,salt cavern,20230105,0.0
NE,salt cavern,20230106,0.0
NE,salt cavern,20230107,0.0
NE,salt cavern,20230108,0.0
NE,salt cavern,20230109,0.0
NE,salt cavern,20230110,0.0
NE,salt cavern,20230111,0.0
NE,salt cavern,20230112,0.0
NE,salt cavern,20230113,0.0
NE,salt cavern,20230114,0.0
NE,salt cavern,20230115,0.0
NE,salt cavern,20230116,0.0
NE,salt cavern,20230117,0.0
NE,salt cavern,20230118,0.0
NE,salt cavern,20230119,0.0
NE,salt cavern,20230120,0.0
NE,salt cavern,20230121,0.0
NE,salt cavern,20230122,0.0
NE,salt cavern,20230123,0.0
NE,salt cavern,20230124,0.0
NE,salt cavern,20230125,0.0
NE,salt cavern,20230126,0.0
NE,salt cavern,20230127,0.0
NE,salt cavern,20230128,0.0
NE,salt cavern,20230129,0.0
NE,salt cavern,20230130,0.0
NE,salt cavern,20230131,0.0
NE,salt cavern,20230201,0.0
NE,salt cavern,20230202,0.0
NE,salt cavern,20230203,0.0
NE,salt cavern,20230204,0.0
NE,salt cavern,20230205,0.0
NE,salt cavern,20230206,0.0
NE,salt cavern,20230207,0.0
NE,salt cavern,20230208,0.0
NE,salt cavern,20230209,0.0
NE,salt cavern,20230210,0.0
NE,salt cavern,20230211,0.0
NE,salt cavern,20230212,0.0
NE,salt cavern,20230213,0.0
NE,salt cavern,20230214,0.0
NE,salt cavern,20230215,0.0
NE,salt cavern,20230216,0.0
NE,salt cavern,20230217,0.0
NE,salt cavern,20230218,0.0
NE,salt cavern,20230219,0.0
NE,salt cavern,20230220,0.0
NE,salt cavern,20230221,0.0
NE,salt cavern,20230222,0.0
NE,salt cavern,20230223,0.0
NE,salt cavern,20230224,0.0
NE,salt cavern,20230225,0.0
NE,salt cavern,20230226,0.0
NE,salt cavern,20230227,0.0
NE,salt cavern,20230228,0.0
NE,salt cavern,20230301,0.0
NE,salt cavern,20230302,0.0
NE,salt cavern,20230303,0.0
NE,salt cavern,20230304,0.0
NE,salt cavern,20230305,0.0
NE,salt cavern,20230306,0.0
NE,salt cavern,20230307,0.0
NE,salt cavern,20230308,0.0
NE,salt cavern,20230309,0.0
NE,salt cavern,20230310,0.0
NE,salt cavern,20230311,0.0
NE,salt cavern,20230312,0.0
NE,salt cavern,20230313,0.0
NE,salt cavern,20230314,0.0
NE,salt cavern,20230315,0.0
NE,salt cavern,20230316,0.0
NE,salt cavern,20230317,0.0
NE,salt cavern,20230318,0.0
NE,salt cavern,20230319,0.0
NE,salt cavern,20230320,0.0
NE,salt cavern,20230321,0.0
NE,salt cavern,20230322,0.0
NE,salt cavern,20230323,0.0
NE,salt cavern,20230324,0.0
NE,salt cavern,20230325,0.0
NE,salt cavern,20230326,0.0
NE,salt cavern,20230327,0.0
NE,salt cavern,20230328,0.0
NE,salt cavern,20230329,0.0
NE,salt cavern,20230330,0.0
NE,salt cavern,20230331,0.0
NE,salt cavern,20230401,0.0
NE,salt cavern,20230402,0.0
NE,salt cavern,20230403,0.0
NE,salt cavern,20230404,0.0
NE,salt cavern,20230405,0.0
NE,salt cavern,20230406,0.0
NE,salt cavern,20230407,0.0
NE,salt cavern,20230408,0.0
NE,salt cavern,20230409,0.0
NE,salt cavern,20230410,0.0
NE,salt cavern,20230411,0.0
NE,salt cavern,20230412,0.0
NE,salt cavern,20230413,0.0
NE,salt cavern,20230414,0.0
NE,salt cavern,20230415,0.0
NE,salt cavern,20230416,0.0
NE,salt cavern,20230417,0.0
NE,salt cavern,20230418,0.0
NE,salt cavern,20230419,0.0
NE,salt cavern,20230420,0.0
NE,salt cavern,20230421,0.0
NE,salt cavern,20230422,0.0
NE,salt cavern,20230423,0.0
NE,salt cavern,20230424,0.0
NE,salt cavern,20230425,0.0
NE,salt cavern,20230426,0.0
NE,salt cavern,20230427,0.0
NE,salt cavern,20230428,0.0
NE,salt cavern,20230429,0.0
NE,salt cavern,20230430,0.0
NE,salt cavern,20230501,0.0
NE,salt cavern,20230502,0.0
NE,salt cavern,20230503,0.0
NE,salt cavern,20230504,0.0
NE,salt cavern,20230505,0.0
NE,salt cavern,20230506,0.0
NE,salt cavern,20230507,0.0
NE,salt cavern,20230508,0.0
NE,salt cavern,20230509,0.0
NE,salt cavern,20230510,0.0
NE,salt cavern,20230511,0.0
NE,salt cavern,20230512,0.0
NE,salt cavern,20230513,0.0
NE,salt cavern,20230514,0.0
NE,salt cavern,20230515,0.0
NE,salt cavern,20230516,0.0
NE,salt cavern,20230517,0.0
NE,salt cavern,20230518,0.0
NE,salt cavern,20230519,0.0
NE,salt cavern,20230520,0.0
NE,salt cavern,20230521,0.0
NE,salt cavern,20230522,0.0
NE,salt cavern,20230523,0.0
NE,salt cavern,20230524,0.0
NE,salt cavern,20230525,0.0
NE,salt cavern,20230526,0.0
NE,salt cavern,20230527,0.0
NE,salt cavern,20230528,0.0
NE,salt cavern,20230529,0.0
NE,salt cavern,20230530,0.0
NE,salt cavern,20230531,0.0
NE,salt cavern,20230601,0.0
NE,salt cavern,20230602,0.0
NE,salt cavern,20230603,0.0
NE,salt cavern,20230604,0.0
NE,salt cavern,20230605,0.0
NE,salt cavern,20230606,0.0
NE,salt cavern,20230607,0.0
NE,salt cavern,20230608,0.0
NE,salt cavern,20230609,0.0
NE,salt cavern,20230610,0.0
NE,salt cavern,20230611,0.0
NE,salt cavern,20230612,0.0
NE,salt cavern,20230613,0.0
NE,salt cavern,20230614,0.0
NE,salt cavern,20230615,0.0
NE,salt cavern,20230616,0.0
NE,salt cavern,20230617,0.0
NE,salt cavern,20230618,0.0
NE,salt cavern,20230619,0.0
NE,salt cavern,20230620,0.0
NE,salt cavern,20230621,0.0
NE,salt cavern,20230622,0.0
NE,salt cavern,20230623,0.0
NE,salt cavern,20230624,0.0
NE,salt cavern,20230625,0.0
NE,salt cavern,20230626,0.0
NE,salt cavern,20230627,0.0
NE,salt cavern,20230628,0.0
NE,salt cavern,20230629,0.0
NE,salt cavern,20230630,0.0
NE,salt cavern,20230701,0.0
NE,salt cavern,20230702,0.0
NE,salt cavern,20230703,0.0
NE,salt cavern,20230704,0.0
NE,salt cavern,20230705,0.0
NE,salt cavern,20230706,0.0
NE,salt cavern,20230707,0.0
NE,salt cavern,20230708,0.0
NE,salt cavern,20230709,0.0
NE,salt cavern,20230710,0.0
NE,salt cavern,20230711,0.0
NE,salt cavern,20230712,0.0
NE,salt cavern,20230713,0.0
NE,salt cavern,20230714,0.0
NE,salt cavern,20230715,0.0
NE,salt cavern,20230716,0.0
NE,salt cavern,20230717,0.0
NE,salt cavern,20230718,0.0
NE,salt cavern,20230719,0.0
NE,salt cavern,20230720,0.0
NE,salt cavern,20230721,0.0
NE,salt cavern,20230722,0.0
NE,salt cavern,20230723,0.0
NE,salt cavern,20230724,0.0
NE,salt cavern,20230725,0.0
NE,salt cavern,20230726,0.0
NE,salt cavern,20230727,0.0
NE,salt cavern,20230728,0.0
NE,salt cavern,20230729,0.0
NE,salt cavern,20230730,0.0
NE,salt cavern,20230731,0.0
NE,salt cavern,20230801,0.0
NE,salt cavern,20230802,0.0
NE,salt cavern,20230803,0.0
NE,salt cavern,20230804,0.0
NE,salt cavern,20230805,0.0
NE,salt cavern,20230806,0.0
NE,salt cavern,20230807,0.0
NE,salt cavern,20230808,0.0
NE,salt cavern,20230809,0.0
NE,salt cavern,20230810,0.0
NE,salt cavern,20230811,0.0
NE,salt cavern,20230812,0.0
NE,salt cavern,20230813,0.0
NE,salt cavern,20230814,0.0
NE,salt cavern,20230815,0.0
NE,salt cavern,20230816,0.0
NE,salt cavern,20230817,0.0
NE,salt cavern,20230818,0.0
NE,salt cavern,20230819,0.0
NE,salt cavern,20230820,0.0
NE,salt cavern,20230821,0.0
NE,salt cavern,20230822,0.0
NE,salt cavern,20230823,0.0
NE,salt cavern,20230824,0.0
NE,salt cavern,20230825,0.0
NE,salt cavern,20230826,0.0
NE,salt cavern,20230827,0.0
NE,salt cavern,20230828,0.0
NE,salt cavern,20230829,0.0
NE,salt cavern,20230830,0.0
NE,salt cavern,20230831,0.0
NE,salt cavern,20230901,0.0
NE,salt cavern,20230902,0.0
NE,salt cavern,20230903,0.0
NE,salt cavern,20230904,0.0
NE,salt cavern,20230905,0.0
NE,salt cavern,20230906,0.0
NE,salt cavern,20230907,0.0
NE,salt cavern,20230908,0.0
NE,salt cavern,20230909,0.0
NE,salt cavern,20230910,0.0
NE,salt cavern,20230911,0.0
NE,salt cavern,20230912,0.0
NE,salt cavern,20230913,0.0
NE,salt cavern,20230914,0.0
NE,salt cavern,20230915,0.0
NE,salt cavern,20230916,0.0
NE,salt cavern,20230917,0.0
NE,salt cavern,20230918,0.0
NE,salt cavern,20230919,0.0
NE,salt cavern,20230920,0.0
NE,salt cavern,20230921,0.0
NE,salt cavern,20230922,0.0
NE,salt cavern,20230923,0.0
NE,salt cavern,20230924,0.0
NE,salt cavern,20230925,0.0
NE,salt cavern,20230926,0.0
NE,salt cavern,20230927,0.0
NE,salt cavern,20230928,0.0
NE,salt cavern,20230929,0.0
NE,salt cavern,20230930,0.0
NE,salt cavern,20231001,0.0
NE,salt cavern,20231002,0.0
NE,salt cavern,20231003,0.0
NE,salt cavern,20231004,0.0
NE,salt cavern,20231005,0.0
NE,salt cavern,20231006,0.0
NE,salt cavern,20231007,0.0
NE,salt cavern,20231008,0.0
NE,salt cavern,20231009,0.0
NE,salt cavern,20231010,0.0
NE,salt cavern,20231011,0.0
NE,salt cavern,20231012,0.0
NE,salt cavern,20231013,0.0
NE,salt cavern,20231014,0.0
NE,salt cavern,20231015,0.0
NE,salt cavern,20231016,0.0
NE,salt cavern,20231017,0.0
NE,salt cavern,20231018,0.0
NE,salt cavern,20231019,0.0
NE,salt cavern,20231020,0.0
NE,salt cavern,20231021,0.0
NE,salt cavern,20231022,0.0
NE,salt cavern,20231023,0.0
NE,salt cavern,20231024,0.0
NE,salt cavern,20231025,0.0
NE,salt cavern,20231026,0.0
NE,salt cavern,20231027,0.0
NE,salt cavern,20231028,0.0
NE,salt cavern,20231029,0.0
NE,salt cavern,20231030,0.0
NE,salt cavern,20231031,0.0
NE,salt cavern,20231101,0.0
NE,salt cavern,20231102,0.0
NE,salt cavern,20231103,0.0
NE,salt cavern,20231104,0.0
NE,salt cavern,20231105,0.0
NE,salt cavern,20231106,0.0
NE,salt cavern,20231107,0.0
NE,salt cavern,20231108,0.0
NE,salt cavern,20231109,0.0
NE,salt cavern,20231110,0.0
NE,salt cavern,20231111,0.0
NE,salt cavern,20231112,0.0
NE,salt cavern,20231113,0.0
NE,salt cavern,20231114,0.0
NE,salt cavern,20231115,0.0
NE,salt cavern,20231116,0.0
NE,salt cavern,20231117,0.0
NE,salt cavern,20231118,0.0
NE,salt cavern,20231119,0.0
NE,salt cavern,20231120,0.0
NE,salt cavern,20231121,0.0
NE,salt cavern,20231122,0.0
NE,salt cavern,20231123,0.0
NE,salt cavern,20231124,0.0
NE,salt cavern,20231125,0.0
NE,salt cavern,20231126,0.0
NE,salt cavern,20231127,0.0
NE,salt cavern,20231128,0.0
NE,salt cavern,20231129,0.0
NE,salt cavern,20231130,0.0
NE,salt cavern,20231201,0.0
NE,salt cavern,20231202,0.0
NE,salt cavern,20231203,0.0
NE,salt cavern,20231204,0.0
NE,salt cavern,20231205,0.0
NE,salt cavern,20231206,0.0
NE,salt cavern,20231207,0.0
NE,salt cavern,20231208,0.0
NE,salt cavern,20231209,0.0
NE,salt cavern,20231210,0.0
NE,salt cavern,20231211,0.0
NE,salt cavern,20231212,0.0
NE,salt cavern,20231213,0.0
NE,salt cavern,20231214,0.0
NE,salt cavern,20231215,0.0
NE,salt cavern,20231216,0.0
NE,salt cavern,20231217,0.0
NE,salt cavern,20231218,0.0
NE,salt cavern,20231219,0.0
NE,salt cavern,20231220,0.0
NE,salt cavern,20231221,0.0
NE,salt cavern,20231222,0.0
NE,salt cavern,20231223,0.0
NE,salt cavern,20231224,0.0
NE,salt cavern,20231225,0.0
NE,salt cavern,20231226,0.0
NE,salt cavern,20231227,0.0
NE,salt cavern,20231228,0.0
NE,salt cavern,20231229,0.0
NE,salt cavern,20231230,0.0
NE,salt cavern,20231231,0.0
NH,aquifer,20230101,0.0
NH,aquifer,20230102,0.0
NH,aquifer,20230103,0.0
NH,aquifer,20230104,0.0
NH,aquifer,20230105,0.0
NH,aquifer,20230106,0.0
NH,aquifer,20230107,0.0
NH,aquifer,20230108,0.0
NH,aquifer,20230109,0.0
NH,aquifer,20230110,0.0
NH,aquifer,20230111,0.0
NH,aquifer,20230112,0.0
NH,aquifer,20230113,0.0
NH,aquifer,20230114,0.0
NH,aquifer,20230115,0.0
NH,aquifer,20230116,0.0
NH,aquifer,20230117,0.0
NH,aquifer,20230118,0.0
NH,aquifer,20230119,0.0
NH,aquifer,20230120,0.0
NH,aquifer,20230121,0.0
NH,aquifer,20230122,0.0
NH,aquifer,20230123,0.0
NH,aquifer,20230124,0.0
NH,aquifer,20230125,0.0
NH,aquifer,20230126,0.0
NH,aquifer,20230127,0.0
NH,aquifer,20230128,0.0
NH,aquifer,20230129,0.0
NH,aquifer,20230130,0.0
NH,aquifer,20230131,0.0
NH,aquifer,20230201,0.0
NH,aquifer,20230202,0.0
NH,aquifer,20230203,0.0
NH,aquifer,20230204,0.0
NH,aquifer,20230205,0.0
NH,aquifer,20230206,0.0
NH,aquifer,20230207,0.0
NH,aquifer,20230208,0.0
NH,aquifer,20230209,0.0
NH,aquifer,20230210,0.0
NH,aquifer,20230211,0.0
NH,aquifer,20230212,0.0
NH,aquifer,20230213,0.0
NH,aquifer,20230214,0.0
NH,aquifer,20230215,0.0
NH,aquifer,20230216,0.0
