period,GasStorageFixedCosts,GeneralGlFixedCosts,DirectionalGlFixedCosts,LNGStorageFixedCosts,LNGLiquefactionFixedCosts,LNGVaporizationFixedCosts,GasWellFixedCosts
2023,7.63949e+06,9.81214e+08,1.08199e+09,0,22960.7,2.78747e+06,1.1821e+11
