gas_zone,period,timeseries,GasQuantityFromLNG,GLGasNet,GasStorageNetWithdrawalSum,gas_import_ref_quantity,GasSupplyQuantity,RelaxBalanceUp,GasQuantityLiquefiedToLNG,LNGLiquefactionLoss,LNGRegasificationLoss,gas_export_ref_quantity,FlexibleDemandTotal,RelaxBalanceDown
CO,2023,20230401,0,-1.68123e+06,0,0,3.20153e+06,0,0,0,0,0,1.5203e+06,0
CO,2023,20230402,0,-2.03466e+06,0,0,3.20153e+06,0,0,0,0,0,1.16687e+06,0
CO,2023,20230403,0,-2.11373e+06,0,0,3.20153e+06,0,0,0,0,0,1.0878e+06,0
CO,2023,20230404,0,-1.87827e+06,0,0,3.20153e+06,0,0,0,0,0,1.32326e+06,0
CO,2023,20230405,0,-595177,0,0,3.20153e+06,0,0,0,0,0,2.60636e+06,0
CO,2023,20230406,0,-996330,0,0,3.20153e+06,0,0,0,0,0,2.2052e+06,0
CO,2023,20230407,0,-1.55557e+06,0,0,3.20153e+06,0,0,0,0,0,1.64596e+06,0
CO,2023,20230408,0,-1.55392e+06,-473189,0,3.20153e+06,0,0,0,0,0,1.17442e+06,0
CO,2023,20230409,0,-1.51492e+06,-619972,0,3.20153e+06,0,0,0,0,0,1.06665e+06,0
CO,2023,20230410,0,-1.50716e+06,-642415,0,3.20153e+06,0,0,0,0,0,1.05196e+06,0
CO,2023,20230411,0,-1.50118e+06,-712881,0,3.20153e+06,0,0,0,0,0,987478,0
CO,2023,20230412,0,-1.50705e+06,-764166,0,3.20153e+06,0,0,0,0,0,930314,0
CO,2023,20230413,0,-2.33351e+06,0,0,3.20153e+06,0,0,0,0,0,868021,0
CO,2023,20230414,0,-2.29855e+06,0,0,3.20153e+06,0,0,0,0,0,902984,0
CO,2023,20230415,0,-1.65307e+06,0,0,3.20153e+06,0,0,0,0,0,1.54846e+06,0
CO,2023,20230416,0,-1.62963e+06,0,0,3.20153e+06,0,0,0,0,0,1.5719e+06,0
CO,2023,20230417,0,-1.80966e+06,-166723,0,3.20153e+06,0,0,0,0,0,1.22515e+06,0
CO,2023,20230418,0,-1.59236e+06,-643225,0,3.20153e+06,0,0,0,0,0,965944,0
CO,2023,20230419,0,-1.50304e+06,-733281,0,3.20153e+06,0,0,0,0,0,965216,0
CO,2023,20230420,0,-1.60416e+06,-293698,0,3.20153e+06,0,0,0,0,0,1.30367e+06,0
CO,2023,20230421,0,-1.58361e+06,0,0,3.20153e+06,0,0,0,0,0,1.61792e+06,0
CO,2023,20230422,0,-1.59165e+06,0,0,3.20153e+06,0,0,0,0,0,1.60988e+06,0
CO,2023,20230423,0,-1.21692e+06,0,0,3.20153e+06,0,0,0,0,0,1.98461e+06,0
CO,2023,20230424,0,-1.82242e+06,0,0,3.20153e+06,0,0,0,0,0,1.37912e+06,0
CO,2023,20230425,0,-1.53023e+06,-623466,0,3.20153e+06,0,0,0,0,0,1.04784e+06,0
CO,2023,20230426,0,-1.5425e+06,-502949,0,3.20153e+06,0,0,0,0,0,1.15608e+06,0
CO,2023,20230427,0,-1.50844e+06,-529748,0,3.20153e+06,0,0,0,0,0,1.16335e+06,0
CO,2023,20230428,0,-1.49254e+06,-674615,0,3.20153e+06,0,0,0,0,0,1.03438e+06,0
CO,2023,20230429,0,-1.58114e+06,-424032,0,3.20153e+06,0,0,0,0,0,1.19636e+06,0
CO,2023,20230430,0,-1.51372e+06,-748790,0,3.20153e+06,0,0,0,0,0,939028,0
CO,2023,20230501,0,-1.55339e+06,-692404,0,3.20153e+06,0,0,0,0,0,955735,0
CO,2023,20230502,0,-2.29982e+06,0,0,3.20153e+06,0,0,0,0,0,901717,0
CO,2023,20230503,0,-2.32459e+06,0,0,3.20153e+06,0,0,0,0,0,876944,0
CO,2023,20230504,0,-2.35883e+06,0,0,3.20153e+06,0,0,0,0,0,842703,0
CO,2023,20230505,0,-2.33417e+06,0,0,3.20153e+06,0,0,0,0,0,867368,0
CO,2023,20230506,0,-2.28587e+06,0,0,3.20153e+06,0,0,0,0,0,915667,0
CO,2023,20230507,0,-2.29902e+06,0,0,3.20153e+06,0,0,0,0,0,902512,0
CO,2023,20230508,0,-2.2931e+06,0,0,3.20153e+06,0,0,0,0,0,908434,0
CO,2023,20230509,0,-1.48213e+06,-840270,0,3.20153e+06,0,0,0,0,0,879135,0
CO,2023,20230510,0,-2.34938e+06,0,0,3.20153e+06,0,0,0,0,0,852154,0
CO,2023,20230511,0,-2.26464e+06,0,0,3.20153e+06,0,0,0,0,0,936897,0
CO,2023,20230512,0,-2.11976e+06,0,0,3.20153e+06,0,0,0,0,0,1.08177e+06,0
CO,2023,20230513,0,-2.28187e+06,0,0,3.20153e+06,0,0,0,0,0,919662,0
CO,2023,20230514,0,-1.46256e+06,-826667,0,3.20153e+06,0,0,0,0,0,912304,0
CO,2023,20230515,0,-1.4681e+06,-832426,0,3.20153e+06,0,0,0,0,0,901005,0
CO,2023,20230516,0,-1.48657e+06,-789910,0,3.20153e+06,0,0,0,0,0,925049,0
CO,2023,20230517,0,-1.47147e+06,-890283,0,3.20153e+06,0,0,0,0,0,839779,0
CO,2023,20230518,0,-1.48204e+06,-895222,0,3.20153e+06,0,0,0,0,0,824276,0
CO,2023,20230519,0,-1.48323e+06,-891807,0,3.20153e+06,0,0,0,0,0,826497,0
CO,2023,20230520,0,-1.49372e+06,-733842,0,3.20153e+06,0,0,0,0,0,973971,0
CO,2023,20230521,0,-1.47702e+06,-871820,0,3.20153e+06,0,0,0,0,0,852691,0
CO,2023,20230522,0,-1.47912e+06,-896499,0,3.20153e+06,0,0,0,0,0,825912,0
CO,2023,20230523,0,-1.47649e+06,-912314,0,3.20153e+06,0,0,0,0,0,812728,0
CO,2023,20230524,0,-1.48504e+06,-910463,0,3.20153e+06,0,0,0,0,0,806033,0
CO,2023,20230525,0,-1.49644e+06,-884409,0,3.20153e+06,0,0,0,0,0,820683,0
CO,2023,20230526,0,-2.39119e+06,0,0,3.20153e+06,0,0,0,0,0,810342,0
CO,2023,20230527,0,-2.39925e+06,0,0,3.20153e+06,0,0,0,0,0,802280,0
CO,2023,20230528,0,-2.36242e+06,0,0,3.20153e+06,0,0,0,0,0,839113,0
CO,2023,20230529,0,-2.37922e+06,0,0,3.20153e+06,0,0,0,0,0,822316,0
CO,2023,20230530,0,-2.36748e+06,0,0,3.20153e+06,0,0,0,0,0,834055,0
CO,2023,20230531,0,-2.37943e+06,0,0,3.20153e+06,0,0,0,0,0,822099,0
CO,2023,20230601,0,-2.39744e+06,0,0,3.20153e+06,0,0,0,0,0,804092,0
CO,2023,20230602,0,-2.4001e+06,0,0,3.20153e+06,0,0,0,0,0,801433,0
CO,2023,20230603,0,-2.41283e+06,0,0,3.20153e+06,0,0,0,0,0,788701,0
CO,2023,20230604,0,-2.38124e+06,0,0,3.20153e+06,0,0,0,0,0,820293,0
CO,2023,20230605,0,-2.37233e+06,0,0,3.20153e+06,0,0,0,0,0,829201,0
CO,2023,20230606,0,-2.39604e+06,0,0,3.20153e+06,0,0,0,0,0,805490,0
CO,2023,20230607,0,-2.39923e+06,0,0,3.20153e+06,0,0,0,0,0,802299,0
CO,2023,20230608,0,-2.40576e+06,0,0,3.20153e+06,0,0,0,0,0,795770,0
CO,2023,20230609,0,-2.4075e+06,0,0,3.20153e+06,0,0,0,0,0,794037,0
CO,2023,20230610,0,-2.37384e+06,0,0,3.20153e+06,0,0,0,0,0,827694,0
CO,2023,20230611,0,-2.39991e+06,0,0,3.20153e+06,0,0,0,0,0,801625,0
CO,2023,20230612,0,-2.41864e+06,0,0,3.20153e+06,0,0,0,0,0,782898,0
CO,2023,20230613,0,-2.36762e+06,0,0,3.20153e+06,0,0,0,0,0,833911,0
CO,2023,20230614,0,-2.35804e+06,0,0,3.20153e+06,0,0,0,0,0,843497,0
CO,2023,20230615,0,-1.56703e+06,-825303,0,3.20153e+06,0,0,0,0,0,809202,0
CO,2023,20230616,0,-2.39783e+06,0,0,3.20153e+06,0,0,0,0,0,803707,0
CO,2023,20230617,0,-1.58072e+06,-773419,0,3.20153e+06,0,0,0,0,0,847393,0
CO,2023,20230618,0,-1.57043e+06,-819279,0,3.20153e+06,0,0,0,0,0,811820,0
CO,2023,20230619,0,-1.54916e+06,-806485,0,3.20153e+06,0,0,0,0,0,845893,0
CO,2023,20230620,0,-2.29223e+06,-10234.9,0,3.20153e+06,0,0,0,0,0,899065,0
CO,2023,20230621,0,-2.13646e+06,-208590,0,3.20153e+06,0,0,0,0,0,856482,0
CO,2023,20230622,0,-1.72014e+06,-654074,0,3.20153e+06,0,0,0,0,0,827320,0
CO,2023,20230623,0,-1.77702e+06,-634893,0,3.20153e+06,0,0,0,0,0,789621,0
CO,2023,20230624,0,-1.94709e+06,-407011,0,3.20153e+06,0,0,0,0,0,847430,0
CO,2023,20230625,0,-2.34161e+06,0,0,3.20153e+06,0,0,0,0,0,859924,0
CO,2023,20230626,0,-2.3689e+06,0,0,3.20153e+06,0,0,0,0,0,832634,0
CO,2023,20230627,0,-2.31782e+06,0,0,3.20153e+06,0,0,0,0,0,883711,0
CO,2023,20230628,0,-2.25297e+06,0,0,3.20153e+06,0,0,0,0,0,948561,0
CO,2023,20230629,0,-2.33638e+06,0,0,3.20153e+06,0,0,0,0,0,865157,0
CO,2023,20230630,0,-2.36789e+06,0,0,3.20153e+06,0,0,0,0,0,833646,0
CO,2023,20230701,0,-2.415e+06,0,0,3.20153e+06,0,0,0,0,0,786538,0
CO,2023,20230702,0,-2.36662e+06,0,0,3.20153e+06,0,0,0,0,0,834910,0
CO,2023,20230703,0,-2.33049e+06,0,0,3.20153e+06,0,0,0,0,0,871047,0
CO,2023,20230704,0,-2.28727e+06,0,0,3.20153e+06,0,0,0,0,0,914260,0
CO,2023,20230705,0,-2.36322e+06,0,0,3.20153e+06,0,0,0,0,0,838318,0
CO,2023,20230706,0,-2.4307e+06,0,0,3.20153e+06,0,0,0,0,0,770830,0
CO,2023,20230707,0,-2.41573e+06,0,0,3.20153e+06,0,0,0,0,0,785808,0
CO,2023,20230708,0,-2.41497e+06,0,0,3.20153e+06,0,0,0,0,0,786568,0
CO,2023,20230709,0,-2.38907e+06,0,0,3.20153e+06,0,0,0,0,0,812459,0
CO,2023,20230710,0,-1.94244e+06,-429615,0,3.20153e+06,0,0,0,0,0,829479,0
CO,2023,20230711,0,-2.25702e+06,0,0,3.20153e+06,0,0,0,0,0,944517,0
CO,2023,20230712,0,-2.209e+06,0,0,3.20153e+06,0,0,0,0,0,992532,0
CO,2023,20230713,0,-2.24419e+06,0,0,3.20153e+06,0,0,0,0,0,957342,0
CO,2023,20230714,0,-2.22326e+06,0,0,3.20153e+06,0,0,0,0,0,978272,0
CO,2023,20230715,0,-2.35778e+06,0,0,3.20153e+06,0,0,0,0,0,843756,0
CO,2023,20230716,0,-2.33585e+06,0,0,3.20153e+06,0,0,0,0,0,865685,0
CO,2023,20230717,0,-2.27753e+06,0,0,3.20153e+06,0,0,0,0,0,924001,0
CO,2023,20230718,0,-2.13338e+06,0,0,3.20153e+06,0,0,0,0,0,1.06815e+06,0
CO,2023,20230719,0,-2.13789e+06,0,0,3.20153e+06,0,0,0,0,0,1.06364e+06,0
CO,2023,20230720,0,-2.29229e+06,0,0,3.20153e+06,0,0,0,0,0,909244,0
CO,2023,20230721,0,-2.37623e+06,0,0,3.20153e+06,0,0,0,0,0,825300,0
CO,2023,20230722,0,-2.34552e+06,0,0,3.20153e+06,0,0,0,0,0,856012,0
CO,2023,20230723,0,-2.26832e+06,0,0,3.20153e+06,0,0,0,0,0,933218,0
CO,2023,20230724,0,-2.14947e+06,0,0,3.20153e+06,0,0,0,0,0,1.05206e+06,0
CO,2023,20230725,0,-2.11011e+06,0,0,3.20153e+06,0,0,0,0,0,1.09142e+06,0
CO,2023,20230726,0,-2.10306e+06,0,0,3.20153e+06,0,0,0,0,0,1.09847e+06,0
CO,2023,20230727,0,-2.98069e+06,782111,0,3.20153e+06,0,0,0,0,0,1.00295e+06,0
CO,2023,20230728,0,-3.98586e+06,1.77986e+06,0,3.20153e+06,0,0,0,0,0,995533,0
CO,2023,20230729,0,-2.21606e+06,0,0,3.20153e+06,0,0,0,0,0,985473,0
CO,2023,20230730,0,-2.2835e+06,0,0,3.20153e+06,0,0,0,0,0,918037,0
CO,2023,20230731,0,-2.18924e+06,0,0,3.20153e+06,0,0,0,0,0,1.0123e+06,0
CO,2023,20230801,0,-2.23859e+06,0,0,3.20153e+06,0,0,0,0,0,962945,0
CO,2023,20230802,0,-2.31963e+06,0,0,3.20153e+06,0,0,0,0,0,881904,0
CO,2023,20230803,0,-2.31061e+06,0,0,3.20153e+06,0,0,0,0,0,890928,0
CO,2023,20230804,0,-2.32602e+06,0,0,3.20153e+06,0,0,0,0,0,875517,0
CO,2023,20230805,0,-2.27102e+06,0,0,3.20153e+06,0,0,0,0,0,930517,0
CO,2023,20230806,0,-2.32357e+06,0,0,3.20153e+06,0,0,0,0,0,877965,0
CO,2023,20230807,0,-2.43404e+06,0,0,3.20153e+06,0,0,0,0,0,767489,0
CO,2023,20230808,0,-2.34766e+06,0,0,3.20153e+06,0,0,0,0,0,853874,0
CO,2023,20230809,0,-2.33512e+06,0,0,3.20153e+06,0,0,0,0,0,866413,0
CO,2023,20230810,0,-2.35401e+06,0,0,3.20153e+06,0,0,0,0,0,847522,0
CO,2023,20230811,0,-2.26891e+06,0,0,3.20153e+06,0,0,0,0,0,932624,0
CO,2023,20230812,0,-2.24946e+06,0,0,3.20153e+06,0,0,0,0,0,952078,0
CO,2023,20230813,0,-2.3447e+06,0,0,3.20153e+06,0,0,0,0,0,856836,0
CO,2023,20230814,0,-2.42554e+06,0,0,3.20153e+06,0,0,0,0,0,775995,0
CO,2023,20230815,0,-2.38576e+06,0,0,3.20153e+06,0,0,0,0,0,815771,0
CO,2023,20230816,0,-2.26164e+06,0,0,3.20153e+06,0,0,0,0,0,939895,0
CO,2023,20230817,0,-2.14787e+06,0,0,3.20153e+06,0,0,0,0,0,1.05367e+06,0
CO,2023,20230818,0,-2.23425e+06,0,0,3.20153e+06,0,0,0,0,0,967281,0
CO,2023,20230819,0,-2.16485e+06,0,0,3.20153e+06,0,0,0,0,0,1.03668e+06,0
CO,2023,20230820,0,-2.19069e+06,0,0,3.20153e+06,0,0,0,0,0,1.01084e+06,0
CO,2023,20230821,0,-2.21767e+06,0,0,3.20153e+06,0,0,0,0,0,983866,0
CO,2023,20230822,0,-2.11138e+06,0,0,3.20153e+06,0,0,0,0,0,1.09015e+06,0
CO,2023,20230823,0,-2.20735e+06,0,0,3.20153e+06,0,0,0,0,0,994184,0
CO,2023,20230824,0,-4.03497e+06,1.83853e+06,0,3.20153e+06,0,0,0,0,0,1.00509e+06,0
CO,2023,20230825,0,-4.03497e+06,1.79544e+06,0,3.20153e+06,0,0,0,0,0,962010,0
CO,2023,20230826,0,-2.46338e+06,0,0,3.20153e+06,0,0,0,0,0,738149,0
CO,2023,20230827,0,-2.41624e+06,0,0,3.20153e+06,0,0,0,0,0,785298,0
CO,2023,20230828,0,-2.33452e+06,0,0,3.20153e+06,0,0,0,0,0,867012,0
CO,2023,20230829,0,-2.39256e+06,0,0,3.20153e+06,0,0,0,0,0,808977,0
CO,2023,20230830,0,-2.36988e+06,0,0,3.20153e+06,0,0,0,0,0,831650,0
CO,2023,20230831,0,-2.24507e+06,0,0,3.20153e+06,0,0,0,0,0,956461,0
CO,2023,20230901,0,-1.84701e+06,-360356,0,3.20153e+06,0,0,0,0,0,994172,0
CO,2023,20230902,0,-1.95004e+06,-223421,0,3.20153e+06,0,0,0,0,0,1.02807e+06,0
CO,2023,20230903,0,-2.24653e+06,0,0,3.20153e+06,0,0,0,0,0,955007,0
CO,2023,20230904,0,-2.31674e+06,0,0,3.20153e+06,0,0,0,0,0,884791,0
CO,2023,20230905,0,-2.31181e+06,0,0,3.20153e+06,0,0,0,0,0,889721,0
CO,2023,20230906,0,-2.40902e+06,0,0,3.20153e+06,0,0,0,0,0,792511,0
CO,2023,20230907,0,-2.33052e+06,0,0,3.20153e+06,0,0,0,0,0,871013,0
CO,2023,20230908,0,-2.3e+06,0,0,3.20153e+06,0,0,0,0,0,901530,0
CO,2023,20230909,0,-2.30519e+06,0,0,3.20153e+06,0,0,0,0,0,896339,0
CO,2023,20230910,0,-2.33591e+06,0,0,3.20153e+06,0,0,0,0,0,865622,0
CO,2023,20230911,0,-2.2261e+06,-226092,0,3.20153e+06,0,0,0,0,0,749344,0
CO,2023,20230912,0,-1.58332e+06,-848610,0,3.20153e+06,0,0,0,0,0,769601,0
CO,2023,20230913,0,-1.61991e+06,-791737,0,3.20153e+06,0,0,0,0,0,789882,0
CO,2023,20230914,0,-1.63283e+06,-764217,0,3.20153e+06,0,0,0,0,0,804489,0
CO,2023,20230915,0,-1.64151e+06,-791446,0,3.20153e+06,0,0,0,0,0,768581,0
CO,2023,20230916,0,-1.61614e+06,-767954,0,3.20153e+06,0,0,0,0,0,817442,0
CO,2023,20230917,0,-1.48966e+06,-899400,0,3.20153e+06,0,0,0,0,0,812472,0
CO,2023,20230918,0,-1.48716e+06,-880121,0,3.20153e+06,0,0,0,0,0,834252,0
CO,2023,20230919,0,-1.55014e+06,-842069,0,3.20153e+06,0,0,0,0,0,809324,0
CO,2023,20230920,0,-1.71976e+06,-674964,0,3.20153e+06,0,0,0,0,0,806809,0
CO,2023,20230921,0,-1.70058e+06,-687017,0,3.20153e+06,0,0,0,0,0,813932,0
CO,2023,20230922,0,-1.48913e+06,-902641,0,3.20153e+06,0,0,0,0,0,809765,0
CO,2023,20230923,0,-1.46045e+06,-914600,0,3.20153e+06,0,0,0,0,0,826480,0
CO,2023,20230924,0,-1.47511e+06,-906071,0,3.20153e+06,0,0,0,0,0,820352,0
CO,2023,20230925,0,-1.48502e+06,-888628,0,3.20153e+06,0,0,0,0,0,827883,0
CO,2023,20230926,0,-1.48295e+06,-879241,0,3.20153e+06,0,0,0,0,0,839344,0
CO,2023,20230927,0,-1.64567e+06,-719506,0,3.20153e+06,0,0,0,0,0,836361,0
CO,2023,20230928,0,-1.6433e+06,-700849,0,3.20153e+06,0,0,0,0,0,857383,0
CO,2023,20230929,0,-1.74935e+06,-586307,0,3.20153e+06,0,0,0,0,0,865874,0
CO,2023,20230930,0,-2.17944e+06,-184401,0,3.20153e+06,0,0,0,0,0,837695,0
CO,2023,20231001,0,-2.33705e+06,0,0,3.20153e+06,0,0,0,0,0,864485,0
CO,2023,20231002,0,-2.37715e+06,0,0,3.20153e+06,0,0,0,0,0,824379,0
CO,2023,20231003,0,-2.35545e+06,0,0,3.20153e+06,0,0,0,0,0,846086,0
CO,2023,20231004,0,-2.3817e+06,0,0,3.20153e+06,0,0,0,0,0,819836,0
CO,2023,20231005,0,-2.367e+06,0,0,3.20153e+06,0,0,0,0,0,834529,0
CO,2023,20231006,0,-2.36126e+06,0,0,3.20153e+06,0,0,0,0,0,840278,0
CO,2023,20231007,0,-2.1846e+06,0,0,3.20153e+06,0,0,0,0,0,1.01693e+06,0
CO,2023,20231008,0,-2.31177e+06,0,0,3.20153e+06,0,0,0,0,0,889761,0
CO,2023,20231009,0,-2.33589e+06,0,0,3.20153e+06,0,0,0,0,0,865641,0
CO,2023,20231010,0,-2.33747e+06,0,0,3.20153e+06,0,0,0,0,0,864067,0
CO,2023,20231011,0,-2.3533e+06,0,0,3.20153e+06,0,0,0,0,0,848232,0
CO,2023,20231012,0,-2.33866e+06,0,0,3.20153e+06,0,0,0,0,0,862869,0
CO,2023,20231013,0,-2.19128e+06,0,0,3.20153e+06,0,0,0,0,0,1.01026e+06,0
CO,2023,20231014,0,-2.09442e+06,0,0,3.20153e+06,0,0,0,0,0,1.10711e+06,0
CO,2023,20231015,0,-2.0859e+06,0,0,3.20153e+06,0,0,0,0,0,1.11564e+06,0
CO,2023,20231016,0,-2.23816e+06,0,0,3.20153e+06,0,0,0,0,0,963369,0
CO,2023,20231017,0,-2.30659e+06,0,0,3.20153e+06,0,0,0,0,0,894939,0
CO,2023,20231018,0,-2.30197e+06,0,0,3.20153e+06,0,0,0,0,0,899560,0
CO,2023,20231019,0,-2.1416e+06,-196167,0,3.20153e+06,0,0,0,0,0,863768,0
CO,2023,20231020,0,-1.47308e+06,-854242,0,3.20153e+06,0,0,0,0,0,874212,0
CO,2023,20231021,0,-1.48889e+06,-803555,0,3.20153e+06,0,0,0,0,0,909088,0
CO,2023,20231022,0,-1.48308e+06,-821181,0,3.20153e+06,0,0,0,0,0,897273,0
CO,2023,20231023,0,-1.63055e+06,-679069,0,3.20153e+06,0,0,0,0,0,891920,0
CO,2023,20231024,0,-1.63519e+06,-655776,0,3.20153e+06,0,0,0,0,0,910565,0
CO,2023,20231025,0,-1.56422e+06,-736637,0,3.20153e+06,0,0,0,0,0,900679,0
CO,2023,20231026,0,-1.55645e+06,-705150,0,3.20153e+06,0,0,0,0,0,939934,0
CO,2023,20231027,0,-2.01366e+06,0,0,3.20153e+06,0,0,0,0,0,1.18788e+06,0
CO,2023,20231028,0,-1.81915e+06,0,0,3.20153e+06,0,0,0,0,0,1.38238e+06,0
CO,2023,20231029,0,-1.45562e+06,0,0,3.20153e+06,0,0,0,0,0,1.74591e+06,0
CO,2023,20231030,0,-1.10812e+06,0,0,3.20153e+06,0,0,0,0,0,2.09341e+06,0
CO,2023,20231031,0,-1.49138e+06,0,0,3.20153e+06,0,0,0,0,0,1.71015e+06,0
CO,2023,20231101,0,-1.72077e+06,0,0,3.20153e+06,0,0,0,0,0,1.48076e+06,0
CO,2023,20231102,0,-2.0512e+06,0,0,3.20153e+06,0,0,0,0,0,1.15034e+06,0
CO,2023,20231103,0,-2.15478e+06,0,0,3.20153e+06,0,0,0,0,0,1.04676e+06,0
CO,2023,20231104,0,-2.18822e+06,0,0,3.20153e+06,0,0,0,0,0,1.01331e+06,0
CO,2023,20231105,0,-1.98657e+06,-181758,0,3.20153e+06,0,0,0,0,0,1.0332e+06,0
CO,2023,20231106,0,-1.70393e+06,-507550,0,3.20153e+06,0,0,0,0,0,990056,0
CO,2023,20231107,0,-2.21568e+06,0,0,3.20153e+06,0,0,0,0,0,985856,0
CO,2023,20231108,0,-1.51228e+06,-659269,0,3.20153e+06,0,0,0,0,0,1.02998e+06,0
CO,2023,20231109,0,-1.77469e+06,0,0,3.20153e+06,0,0,0,0,0,1.42685e+06,0
CO,2023,20231110,0,-1.72758e+06,0,0,3.20153e+06,0,0,0,0,0,1.47396e+06,0
CO,2023,20231111,0,-1.79279e+06,0,0,3.20153e+06,0,0,0,0,0,1.40874e+06,0
CO,2023,20231112,0,-1.93361e+06,0,0,3.20153e+06,0,0,0,0,0,1.26792e+06,0
CO,2023,20231113,0,-1.55865e+06,-439821,0,3.20153e+06,0,0,0,0,0,1.20306e+06,0
CO,2023,20231114,0,-1.84892e+06,-160605,0,3.20153e+06,0,0,0,0,0,1.192e+06,0
CO,2023,20231115,0,-1.7775e+06,-293094,0,3.20153e+06,0,0,0,0,0,1.13094e+06,0
CO,2023,20231116,0,-2.06104e+06,0,0,3.20153e+06,0,0,0,0,0,1.14049e+06,0
CO,2023,20231117,0,-1.60688e+06,-446603,0,3.20153e+06,0,0,0,0,0,1.14805e+06,0
CO,2023,20231118,0,-1.97224e+06,0,0,3.20153e+06,0,0,0,0,0,1.22929e+06,0
CO,2023,20231119,0,-1.92267e+06,0,0,3.20153e+06,0,0,0,0,0,1.27886e+06,0
CO,2023,20231120,0,-1.68744e+06,-201177,0,3.20153e+06,0,0,0,0,0,1.31292e+06,0
CO,2023,20231121,0,-1.65046e+06,0,0,3.20153e+06,0,0,0,0,0,1.55107e+06,0
CO,2023,20231122,0,-1.75336e+06,0,0,3.20153e+06,0,0,0,0,0,1.44817e+06,0
CO,2023,20231123,0,-1.93837e+06,0,0,3.20153e+06,0,0,0,0,0,1.26317e+06,0
CO,2023,20231124,0,-1.42835e+06,0,0,3.20153e+06,0,0,0,0,0,1.77318e+06,0
CO,2023,20231125,0,-997070,0,0,3.20153e+06,0,0,0,0,0,2.20446e+06,0
CO,2023,20231126,0,-956387,0,0,3.20153e+06,0,0,0,0,0,2.24515e+06,0
CO,2023,20231127,0,-1.25411e+06,0,0,3.20153e+06,0,0,0,0,0,1.94742e+06,0
CO,2023,20231128,0,-1.34933e+06,0,0,3.20153e+06,0,0,0,0,0,1.85221e+06,0
CO,2023,20231129,0,-1.62755e+06,0,0,3.20153e+06,0,0,0,0,0,1.57399e+06,0
CO,2023,20231130,0,-1.6424e+06,0,0,3.20153e+06,0,0,0,0,0,1.55913e+06,0
CO,2023,20231201,0,-1.39952e+06,0,0,3.20153e+06,0,0,0,0,0,1.80202e+06,0
CO,2023,20231202,0,-1.37529e+06,0,0,3.20153e+06,0,0,0,0,0,1.82625e+06,0
CO,2023,20231203,0,-1.43531e+06,0,0,3.20153e+06,0,0,0,0,0,1.76623e+06,0
CO,2023,20231204,0,-1.49283e+06,0,0,3.20153e+06,0,0,0,0,0,1.70871e+06,0
CO,2023,20231205,0,-1.69747e+06,0,0,3.20153e+06,0,0,0,0,0,1.50406e+06,0
CO,2023,20231206,0,-1.76475e+06,0,0,3.20153e+06,0,0,0,0,0,1.43678e+06,0
CO,2023,20231207,0,-1.80812e+06,0,0,3.20153e+06,0,0,0,0,0,1.39341e+06,0
CO,2023,20231208,0,-1.73836e+06,0,0,3.20153e+06,0,0,0,0,0,1.46317e+06,0
CO,2023,20231209,0,-1.36711e+06,0,0,3.20153e+06,0,0,0,0,0,1.83442e+06,0
CO,2023,20231210,0,-1.20884e+06,0,0,3.20153e+06,0,0,0,0,0,1.99269e+06,0
CO,2023,20231211,0,-2.19736e+06,715571,0,3.20153e+06,0,0,0,0,0,1.71974e+06,0
CO,2023,20231212,0,-1.54298e+06,0,0,3.20153e+06,0,0,0,0,0,1.65855e+06,0
CO,2023,20231213,0,-1.35664e+06,0,0,3.20153e+06,0,0,0,0,0,1.84489e+06,0
CO,2023,20231214,0,-1.37139e+06,0,0,3.20153e+06,0,0,0,0,0,1.83014e+06,0
CO,2023,20231215,0,-1.31809e+06,0,0,3.20153e+06,0,0,0,0,0,1.88344e+06,0
CO,2023,20231216,0,-1.45976e+06,0,0,3.20153e+06,0,0,0,0,0,1.74178e+06,0
CO,2023,20231217,0,-1.57803e+06,0,0,3.20153e+06,0,0,0,0,0,1.6235e+06,0
CO,2023,20231218,0,-1.52821e+06,0,0,3.20153e+06,0,0,0,0,0,1.67333e+06,0
CO,2023,20231219,0,-2.04336e+06,577664,0,3.20153e+06,0,0,0,0,0,1.73583e+06,0
CO,2023,20231220,0,-2.50544e+06,873475,0,3.20153e+06,0,0,0,0,0,1.56957e+06,0
CO,2023,20231221,0,-1.57299e+06,0,0,3.20153e+06,0,0,0,0,0,1.62854e+06,0
CO,2023,20231222,0,-1.5146e+06,0,0,3.20153e+06,0,0,0,0,0,1.68693e+06,0
CO,2023,20231223,0,-1.48907e+06,0,0,3.20153e+06,0,0,0,0,0,1.71247e+06,0
CO,2023,20231224,0,-1.41816e+06,0,0,3.20153e+06,0,0,0,0,0,1.78337e+06,0
CO,2023,20231225,0,-1.07668e+06,0,0,3.20153e+06,0,0,0,0,0,2.12486e+06,0
CO,2023,20231226,0,-1.07095e+06,0,0,3.20153e+06,0,0,0,0,0,2.13058e+06,0
CO,2023,20231227,0,-1.25986e+06,0,0,3.20153e+06,0,0,0,0,0,1.94167e+06,0
CO,2023,20231228,0,-1.25913e+06,0,0,3.20153e+06,0,0,0,0,0,1.9424e+06,0
CO,2023,20231229,0,-1.25372e+06,0,0,3.20153e+06,0,0,0,0,0,1.94781e+06,0
CO,2023,20231230,0,-1.32037e+06,0,0,3.20153e+06,0,0,0,0,0,1.88116e+06,0
