gas_zone,timeseries,ShadowPrice
MO,20231122,0.118051
MO,20231123,0.276618
MO,20231124,0.316933
MO,20231125,1.43895
MO,20231126,1.50568
MO,20231127,1.80567
MO,20231128,1.81695
MO,20231129,1.80429
MO,20231130,1.16453
MO,20231201,0.171324
MO,20231202,0.223111
MO,20231203,0.21088
MO,20231204,0.136581
MO,20231205,0.316933
MO,20231206,0.471029
MO,20231207,0.222241
MO,20231208,0.145267
MO,20231209,-0.0515738
MO,20231210,0.139096
MO,20231211,1.57516
MO,20231212,1.51419
MO,20231213,0.857667
MO,20231214,0.67715
MO,20231215,0.0888083
MO,20231216,0.110523
MO,20231217,0.132238
MO,20231218,0.401639
MO,20231219,1.50368
MO,20231220,1.71439
MO,20231221,0.203303
MO,20231222,0.132238
MO,20231223,0.127895
MO,20231224,0.0298932
MO,20231225,-0.0515738
MO,20231226,0.0299765
MO,20231227,0.47065
MO,20231228,0.61879
MO,20231229,1.06656
MO,20231230,1.64566
MO,20231231,1.64566
MS,20230101,1.24831
MS,20230102,1.18055
MS,20230103,1.1496
MS,20230104,1.20083
MS,20230105,1.37045
MS,20230106,1.31964
MS,20230107,1.29685
MS,20230108,1.29325
MS,20230109,1.33122
MS,20230110,1.36412
MS,20230111,1.13877
MS,20230112,1.17546
MS,20230113,1.1503
MS,20230114,1.94806
MS,20230115,1.94848
MS,20230116,1.32236
MS,20230117,1.14853
MS,20230118,0.877074
MS,20230119,0.709236
MS,20230120,1.4338
MS,20230121,1.60793
MS,20230122,1.76679
MS,20230123,1.95194
MS,20230124,1.99907
MS,20230125,2.15122
MS,20230126,2.07816
MS,20230127,2.13349
MS,20230128,1.69002
MS,20230129,1.56465
MS,20230130,1.5774
MS,20230131,2.04129
MS,20230201,2.25477
MS,20230202,2.26816
MS,20230203,2.08168
MS,20230204,1.87522
MS,20230205,1.79266
MS,20230206,0.575829
MS,20230207,0.474557
MS,20230208,0.452994
MS,20230209,0.408449
MS,20230210,0.390911
MS,20230211,1.73895
MS,20230212,1.73262
MS,20230213,1.62772
MS,20230214,0.515347
MS,20230215,0.435348
MS,20230216,0.452322
MS,20230217,1.50925
MS,20230218,1.82985
MS,20230219,1.77124
MS,20230220,0.354254
MS,20230221,0.244683
MS,20230222,0.299789
MS,20230223,0.740447
MS,20230224,1.53454
MS,20230225,1.62778
MS,20230226,1.55277
MS,20230227,0.489728
MS,20230228,0.460843
MS,20230301,0.51213
MS,20230302,0.799965
MS,20230303,0.551689
MS,20230304,0.68524
MS,20230305,0.575741
MS,20230306,0.534661
MS,20230307,0.571117
MS,20230308,0.558617
MS,20230309,0.558354
MS,20230310,0.401218
MS,20230311,0.496682
MS,20230312,0.496431
MS,20230313,1.14647
MS,20230314,1.5638
MS,20230315,1.63062
MS,20230316,0.526005
MS,20230317,0.411052
MS,20230318,1.53329
MS,20230319,1.78237
MS,20230320,1.81916
MS,20230321,0.91803
MS,20230322,0.26828
MS,20230323,0.224604
MS,20230324,0.228538
MS,20230325,0.228568
MS,20230326,0.273637
MS,20230327,0.27345
MS,20230328,0.230608
MS,20230329,0.242354
MS,20230330,0.237493
MS,20230331,0.225802
MS,20230401,0.223253
MS,20230402,0.223608
MS,20230403,0.223964
MS,20230404,0.220097
MS,20230405,0.350961
MS,20230406,0.324086
MS,20230407,0.319439
MS,20230408,0.261366
MS,20230409,0.256913
MS,20230410,0.218336
MS,20230411,0.214474
MS,20230412,0.211587
MS,20230413,0.229134
MS,20230414,0.260008
MS,20230415,0.234706
MS,20230416,0.223709
MS,20230417,0.212712
MS,20230418,0.296536
MS,20230419,0.21374
MS,20230420,0.21474
MS,20230421,0.213796
MS,20230422,0.214148
MS,20230423,0.214499
MS,20230424,0.272833
MS,20230425,0.212936
MS,20230426,0.214906
MS,20230427,0.216876
MS,20230428,0.207193
MS,20230429,0.208192
MS,20230430,0.209191
MS,20230501,0.210191
MS,20230502,0.221866
MS,20230503,0.232568
MS,20230504,0.237445
MS,20230505,0.288364
MS,20230506,0.244778
MS,20230507,0.230731
MS,20230508,0.222026
MS,20230509,0.212355
MS,20230510,0.314395
MS,20230511,0.226953
MS,20230512,0.235703
MS,20230513,0.227007
MS,20230514,0.337953
MS,20230515,0.392325
MS,20230516,0.410384
MS,20230517,0.392093
MS,20230518,0.204828
MS,20230519,0.282106
MS,20230520,0.450289
MS,20230521,0.257227
MS,20230522,0.204904
MS,20230523,0.212669
MS,20230524,0.209783
MS,20230525,0.211738
MS,20230526,0.259852
MS,20230527,0.246364
MS,20230528,0.23454
MS,20230529,0.228991
MS,20230530,0.223442
MS,20230531,0.224427
MS,20230601,0.402203
MS,20230602,0.44254
MS,20230603,0.420019
MS,20230604,0.345069
MS,20230605,0.270119
MS,20230606,0.24381
MS,20230607,0.221647
MS,20230608,0.298848
MS,20230609,0.358565
MS,20230610,0.337903
MS,20230611,0.317242
MS,20230612,0.29658
MS,20230613,0.234318
MS,20230614,0.267985
MS,20230615,0.346434
MS,20230616,0.316152
MS,20230617,0.353841
MS,20230618,0.611038
MS,20230619,0.429218
MS,20230620,0.936944
MS,20230621,0.824624
MS,20230622,0.400309
MS,20230623,0.370036
MS,20230624,0.450487
MS,20230625,1.80226
MS,20230626,1.26237
MS,20230627,1.17663
MS,20230628,1.20055
MS,20230629,1.45496
MS,20230630,1.79411
MS,20230701,2.1039
MS,20230702,1.24921
MS,20230703,1.10744
MS,20230704,1.74039
MS,20230705,2.21842
MS,20230706,1.94003
MS,20230707,1.02332
MS,20230708,1.03923
MS,20230709,1.05514
MS,20230710,0.670676
MS,20230711,0.962647
MS,20230712,1.07083
MS,20230713,1.31242
MS,20230714,1.896
MS,20230715,2.10713
MS,20230716,1.65905
MS,20230717,1.27532
MS,20230718,1.32994
MS,20230719,1.82451
MS,20230720,1.93567
MS,20230721,2.18968
MS,20230722,1.28621
MS,20230723,1.15465
MS,20230724,1.39686
MS,20230725,1.99027
MS,20230726,2.18229
MS,20230727,2.09444
MS,20230728,2.1348
MS,20230729,2.14592
MS,20230730,2.15704
MS,20230731,1.85208
MS,20230801,1.70676
MS,20230802,1.64204
MS,20230803,1.74358
MS,20230804,2.13393
MS,20230805,2.0789
MS,20230806,2.18762
MS,20230807,2.21447
MS,20230808,2.00633
MS,20230809,1.53461
MS,20230810,2.08366
MS,20230811,1.83375
MS,20230812,2.21606
MS,20230813,2.24514
MS,20230814,2.27421
MS,20230815,1.82084
MS,20230816,1.18689
MS,20230817,0.374055
MS,20230818,1.22133
MS,20230819,1.16823
MS,20230820,1.85871
MS,20230821,2.17895
MS,20230822,2.16535
MS,20230823,2.17869
MS,20230824,2.05734
MS,20230825,2.08416
MS,20230826,2.11545
MS,20230827,2.14675
MS,20230828,1.82547
MS,20230829,1.02388
MS,20230830,1.00778
MS,20230831,1.07145
MS,20230901,0.699188
MS,20230902,0.637183
MS,20230903,1.34492
MS,20230904,2.19396
MS,20230905,2.177
MS,20230906,2.10287
MS,20230907,1.25765
MS,20230908,1.04632
MS,20230909,0.350784
MS,20230910,0.345441
MS,20230911,0.340099
MS,20230912,0.663019
MS,20230913,0.686924
MS,20230914,0.502332
MS,20230915,0.465526
MS,20230916,0.430578
MS,20230917,0.594592
MS,20230918,0.36068
MS,20230919,0.318741
MS,20230920,0.486496
MS,20230921,0.444557
MS,20230922,0.608605
MS,20230923,0.608605
MS,20230924,0.608605
MS,20230925,0.608605
MS,20230926,0.56056
MS,20230927,0.662656
MS,20230928,0.674667
MS,20230929,0.434072
MS,20230930,0.642637
MS,20231001,0.646641
MS,20231002,0.650644
MS,20231003,0.449799
MS,20231004,0.559889
MS,20231005,0.559889
MS,20231006,0.759097
MS,20231007,0.76434
MS,20231008,0.667078
MS,20231009,0.672011
MS,20231010,0.676945
MS,20231011,0.602941
MS,20231012,0.58814
MS,20231013,0.563472
MS,20231014,0.542093
MS,20231015,0.520715
MS,20231016,0.499336
MS,20231017,0.479601
MS,20231018,0.469734
MS,20231019,0.430265
MS,20231020,0.311859
MS,20231021,0.320082
MS,20231022,0.328305
MS,20231023,0.336527
MS,20231024,0.435199
MS,20231025,0.440133
MS,20231026,0.533677
MS,20231027,0.727643
MS,20231028,0.715411
MS,20231029,0.703179
MS,20231030,0.701124
MS,20231031,0.9855
MS,20231101,0.94492
MS,20231102,0.902881
MS,20231103,0.601827
MS,20231104,0.461512
MS,20231105,0.41382
MS,20231106,0.366129
MS,20231107,0.235536
MS,20231108,0.218248
MS,20231109,0.449799
MS,20231110,0.366129
MS,20231111,0.432325
MS,20231112,0.423337
MS,20231113,0.316793
MS,20231114,0.356262
MS,20231115,0.45
MS,20231116,0.464801
MS,20231117,0.321727
MS,20231118,0.379902
MS,20231119,0.365318
MS,20231120,0.334468
MS,20231121,0.407861
MS,20231122,0.463774
MS,20231123,0.662656
MS,20231124,0.662656
MS,20231125,1.19631
MS,20231126,1.26245
MS,20231127,1.62488
MS,20231128,1.67238
MS,20231129,1.66074
MS,20231130,1.51407
MS,20231201,0.505608
MS,20231202,0.490637
MS,20231203,0.475666
MS,20231204,0.460696
MS,20231205,0.662656
MS,20231206,0.686678
MS,20231207,0.542543
MS,20231208,0.471924
MS,20231209,0.267457
MS,20231210,0.390869
MS,20231211,1.7368
MS,20231212,1.30329
MS,20231213,0.650327
MS,20231214,0.46447
MS,20231215,0.398942
MS,20231216,0.427012
MS,20231217,0.455082
MS,20231218,0.584583
MS,20231219,1.28655
MS,20231220,1.4937
MS,20231221,0.518521
MS,20231222,0.455082
MS,20231223,0.449468
MS,20231224,0.350195
MS,20231225,0.267457
MS,20231226,0.347736
MS,20231227,0.608605
MS,20231228,0.582296
MS,20231229,1.20189
MS,20231230,1.68617
MS,20231231,1.55125
MT,20230101,-0.146467
MT,20230102,-0.237596
MT,20230103,-0.261229
MT,20230104,-0.259321
MT,20230105,-0.101094
MT,20230106,-0.0153861
MT,20230107,0.450255
MT,20230108,0.201926
MT,20230109,0.217729
MT,20230110,0.293402
MT,20230111,-0.187162
MT,20230112,-0.17353
MT,20230113,-0.182877
MT,20230114,0.288693
MT,20230115,0.288919
MT,20230116,0.255888
MT,20230117,-0.258202
MT,20230118,-0.306136
MT,20230119,-0.0604169
MT,20230120,0.142751
MT,20230121,0.349477
MT,20230122,0.320138
MT,20230123,0.290798
MT,20230124,0.316365
MT,20230125,0.398899
MT,20230126,0.51621
MT,20230127,0.481593
MT,20230128,0.482842
MT,20230129,1.29113
MT,20230130,1.29228
MT,20230131,1.26522
MT,20230201,1.26496
MT,20230202,1.2739
MT,20230203,1.14928
MT,20230204,1.11375
MT,20230205,0.626988
MT,20230206,-0.263236
MT,20230207,-0.433909
MT,20230208,-0.4746
MT,20230209,-0.474708
MT,20230210,-0.481017
MT,20230211,0.624335
MT,20230212,0.619243
MT,20230213,0.38486
MT,20230214,-0.471117
MT,20230215,0.219269
MT,20230216,1.11766
MT,20230217,1.09091
MT,20230218,0.625745
MT,20230219,0.519477
MT,20230220,-0.525286
MT,20230221,-0.533617
MT,20230222,0.429542
MT,20230223,1.03937
MT,20230224,1.12634
MT,20230225,1.15519
MT,20230226,1.18404
MT,20230227,-0.155492
MT,20230228,-0.353267
MT,20230301,0.323466
MT,20230302,1.10992
MT,20230303,1.10177
MT,20230304,0.0744397
MT,20230305,-0.0192558
MT,20230306,0.285529
MT,20230307,0.315952
MT,20230308,0.586658
MT,20230309,0.586391
MT,20230310,0.428129
MT,20230311,-0.42569
MT,20230312,0.523332
MT,20230313,1.14148
MT,20230314,1.25561
MT,20230315,1.16397
MT,20230316,-0.465769
MT,20230317,0.658554
MT,20230318,1.12082
MT,20230319,1.09172
MT,20230320,0.939161
MT,20230321,0.135953
MT,20230322,-0.662148
MT,20230323,-0.543997
MT,20230324,-0.552269
MT,20230325,-0.552332
MT,20230326,-0.550928
MT,20230327,-0.550991
MT,20230328,0.386983
MT,20230329,0.363266
MT,20230330,0.35901
MT,20230331,-0.732705
MT,20230401,-0.541157
MT,20230402,-0.910526
MT,20230403,-0.541151
MT,20230404,-0.532992
MT,20230405,-0.214845
MT,20230406,0.294758
MT,20230407,-0.526014
MT,20230408,-0.942316
MT,20230409,-0.938752
MT,20230410,-0.935188
MT,20230411,-0.953254
MT,20230412,-0.966763
MT,20230413,-0.884678
MT,20230414,-0.59369
MT,20230415,-0.605642
MT,20230416,-0.910055
MT,20230417,-0.961497
MT,20230418,-0.970464
MT,20230419,-0.956688
MT,20230420,-0.785134
MT,20230421,-0.956428
MT,20230422,-0.954783
MT,20230423,-0.953138
MT,20230424,-0.951493
MT,20230425,-0.960453
MT,20230426,-0.951235
MT,20230427,-0.942019
MT,20230428,-0.970874
MT,20230429,-0.970874
MT,20230430,-0.970874
MT,20230501,-0.970874
MT,20230502,-0.918677
MT,20230503,-0.868613
MT,20230504,-0.845799
MT,20230505,-0.795758
MT,20230506,-0.836481
MT,20230507,-0.877205
MT,20230508,-0.917928
MT,20230509,-0.963167
MT,20230510,-0.917679
MT,20230511,-0.894879
MT,20230512,-0.853946
MT,20230513,-0.894625
MT,20230514,-0.935304
MT,20230515,-0.970874
MT,20230516,-0.970874
MT,20230517,-0.970874
MT,20230518,-0.970874
MT,20230519,-0.970874
MT,20230520,-0.970874
MT,20230521,-0.970874
MT,20230522,-0.970874
MT,20230523,-0.961699
MT,20230524,-0.970874
MT,20230525,-0.966057
MT,20230526,-0.80747
MT,20230527,-0.833428
MT,20230528,-0.859386
MT,20230529,-0.885344
MT,20230530,-0.911302
MT,20230531,-0.906694
MT,20230601,-0.757247
MT,20230602,-0.597762
MT,20230603,-0.770682
MT,20230604,-0.797764
MT,20230605,-0.824845
MT,20230606,-0.838344
MT,20230607,-0.9197
MT,20230608,-0.906048
MT,20230609,-0.792887
MT,20230610,-0.800353
MT,20230611,-0.807818
MT,20230612,-0.815284
MT,20230613,-0.860427
MT,20230614,-0.882957
MT,20230615,-0.941649
MT,20230616,-0.918994
MT,20230617,-0.947191
MT,20230618,-0.970874
MT,20230619,-0.970874
MT,20230620,-0.970874
MT,20230621,-0.968452
MT,20230622,-0.970874
MT,20230623,-0.959307
MT,20230624,-0.970874
MT,20230625,-0.970874
MT,20230626,-0.970874
MT,20230627,-0.970874
MT,20230628,-0.970874
MT,20230629,-0.970874
MT,20230630,-0.898846
MT,20230701,-0.167559
MT,20230702,-0.970874
MT,20230703,-0.970874
MT,20230704,-0.644508
MT,20230705,-0.0227509
MT,20230706,-0.687079
MT,20230707,-0.970874
MT,20230708,-0.970874
MT,20230709,-0.970874
MT,20230710,-0.970874
MT,20230711,-0.970874
MT,20230712,-0.970874
MT,20230713,-0.841561
MT,20230714,-0.257869
MT,20230715,-0.169239
MT,20230716,-0.471562
MT,20230717,-0.843662
MT,20230718,-0.840569
MT,20230719,-0.337223
MT,20230720,-0.283597
MT,20230721,-0.312074
MT,20230722,-0.834749
MT,20230723,-0.800818
MT,20230724,-0.710694
MT,20230725,-0.295174
MT,20230726,0.438847
MT,20230727,0.720974
MT,20230728,0.701101
MT,20230729,0.173546
MT,20230730,-0.272135
MT,20230731,-0.367995
MT,20230801,-0.468866
MT,20230802,-0.3929
MT,20230803,-0.405298
MT,20230804,-0.569451
MT,20230805,-0.563136
MT,20230806,-0.282831
MT,20230807,-0.669382
MT,20230808,-0.820545
MT,20230809,-0.970874
MT,20230810,-0.970874
MT,20230811,-0.970874
MT,20230812,-0.333721
MT,20230813,-0.593202
MT,20230814,-0.695348
MT,20230815,-0.667431
MT,20230816,-0.636993
MT,20230817,-0.483785
MT,20230818,-0.541679
MT,20230819,-0.84225
MT,20230820,-0.567282
MT,20230821,0.035463
MT,20230822,-0.104598
MT,20230823,1.21411
MT,20230824,1.13302
MT,20230825,0.223962
MT,20230826,0.0148574
MT,20230827,-0.54265
MT,20230828,-0.601214
MT,20230829,-0.953854
MT,20230830,-0.970874
MT,20230831,-0.970874
MT,20230901,-0.970874
MT,20230902,-0.970874
MT,20230903,0.43057
MT,20230904,1.22431
MT,20230905,1.21298
MT,20230906,0.609095
MT,20230907,-0.970874
MT,20230908,-0.970874
MT,20230909,-0.970874
MT,20230910,-0.970874
MT,20230911,-0.970874
MT,20230912,-0.970874
MT,20230913,-0.970874
MT,20230914,-0.970874
MT,20230915,-0.970874
MT,20230916,-0.970874
MT,20230917,-0.970874
MT,20230918,-0.970874
MT,20230919,-0.970874
MT,20230920,-0.970874
MT,20230921,-0.970874
MT,20230922,-0.970874
MT,20230923,-0.970874
MT,20230924,-0.970874
MT,20230925,-0.970874
MT,20230926,-0.970874
MT,20230927,-0.970874
MT,20230928,-0.970874
MT,20230929,-0.970874
MT,20230930,-0.970874
MT,20231001,-0.970874
MT,20231002,-0.334668
MT,20231003,-0.970874
MT,20231004,-0.970874
MT,20231005,-0.970874
MT,20231006,-0.970874
MT,20231007,-0.970874
MT,20231008,-0.970874
MT,20231009,-0.970874
MT,20231010,-0.970874
MT,20231011,-0.970874
MT,20231012,-0.970874
MT,20231013,-0.970874
MT,20231014,-0.970874
MT,20231015,-0.970874
MT,20231016,-0.970874
MT,20231017,-0.970874
MT,20231018,-0.970874
MT,20231019,-0.970874
MT,20231020,-0.970874
MT,20231021,-0.970874
MT,20231022,-0.970874
MT,20231023,-0.970874
MT,20231024,-0.970874
MT,20231025,-0.970874
MT,20231026,-0.970874
MT,20231027,-0.127328
MT,20231028,0.0557355
MT,20231029,0.0482886
MT,20231030,0.118002
MT,20231031,-0.296377
MT,20231101,-0.324411
MT,20231102,-0.948995
MT,20231103,-0.970874
MT,20231104,-0.970874
MT,20231105,-0.970874
MT,20231106,-0.970874
MT,20231107,-0.854726
MT,20231108,-0.935603
MT,20231109,-0.967229
MT,20231110,-0.867156
MT,20231111,-0.876983
MT,20231112,-0.970874
MT,20231113,-0.970874
MT,20231114,-0.970874
MT,20231115,-0.970874
MT,20231116,-0.970874
MT,20231117,-0.970874
MT,20231118,-0.970874
MT,20231119,-0.970874
MT,20231120,-0.900582
MT,20231121,-0.356004
MT,20231122,-0.421583
MT,20231123,-0.733842
MT,20231124,0.034222
MT,20231125,1.22634
MT,20231126,1.27203
MT,20231127,0.991827
MT,20231128,0.967263
MT,20231129,1.01639
MT,20231130,0.878702
MT,20231201,-0.033754
MT,20231202,-0.443301
MT,20231203,-0.448705
MT,20231204,-0.454109
MT,20231205,-0.57518
MT,20231206,-0.816362
MT,20231207,-0.953203
MT,20231208,-0.450056
MT,20231209,-0.247295
MT,20231210,-0.0655485
MT,20231211,0.785795
MT,20231212,0.408717
MT,20231213,-0.229152
MT,20231214,-0.437656
MT,20231215,-0.476401
MT,20231216,-0.466268
MT,20231217,-0.0658227
MT,20231218,-0.0138156
MT,20231219,0.365551
MT,20231220,0.5576
MT,20231221,-0.468295
MT,20231222,-0.456136
MT,20231223,-0.0693859
MT,20231224,-0.166608
MT,20231225,-0.247295
MT,20231226,-0.164965
MT,20231227,0.217758
MT,20231228,-0.432374
MT,20231229,0.175283
MT,20231230,0.659563
MT,20231231,0.524647
NC,20230101,2.08916
NC,20230102,2.01632
NC,20230103,1.99215
NC,20230104,2.06867
NC,20230105,2.24506
NC,20230106,2.12446
NC,20230107,2.41283
NC,20230108,2.43237
NC,20230109,2.49348
NC,20230110,2.36299
NC,20230111,1.93811
NC,20230112,1.98871
NC,20230113,1.95401
NC,20230114,2.58517
NC,20230115,2.58489
NC,20230116,2.45173
NC,20230117,1.95158
NC,20230118,1.6261
NC,20230119,1.38063
NC,20230120,2.10228
NC,20230121,2.3666
NC,20230122,2.54711
NC,20230123,2.58262
NC,20230124,2.55168
NC,20230125,2.4518
NC,20230126,2.24874
NC,20230127,2.35173
NC,20230128,2.35022
NC,20230129,2.22638
NC,20230130,2.23576
NC,20230131,2.16246
NC,20230201,2.16177
NC,20230202,2.18473
NC,20230203,1.865
NC,20230204,1.77385
NC,20230205,2.62052
NC,20230206,1.08166
NC,20230207,1.02223
NC,20230208,1.0122
NC,20230209,0.876216
NC,20230210,0.852731
NC,20230211,1.84433
NC,20230212,1.86337
NC,20230213,1.88242
NC,20230214,0.981559
NC,20230215,0.997292
NC,20230216,0.934968
NC,20230217,1.06723
NC,20230218,1.6677
NC,20230219,1.62015
NC,20230220,0.769934
NC,20230221,0.656913
NC,20230222,0.618249
NC,20230223,0.694732
NC,20230224,1.80616
NC,20230225,1.88017
NC,20230226,1.95418
NC,20230227,1.0734
NC,20230228,0.946379
NC,20230301,1.01506
NC,20230302,1.07605
NC,20230303,1.06803
NC,20230304,1.01661
NC,20230305,1.0609
NC,20230306,0.913761
NC,20230307,0.959397
NC,20230308,1.12996
NC,20230309,1.1296
NC,20230310,0.949524
NC,20230311,1.05274
NC,20230312,1.05239
NC,20230313,1.84501
NC,20230314,2.13779
NC,20230315,1.90268
NC,20230316,1.09317
NC,20230317,0.963287
NC,20230318,1.07864
NC,20230319,1.71734
NC,20230320,1.6958
NC,20230321,1.29075
NC,20230322,0.65699
NC,20230323,0.618272
NC,20230324,0.587477
NC,20230325,0.587244
NC,20230326,0.58701
NC,20230327,0.586776
NC,20230328,0.571274
NC,20230329,0.509977
NC,20230330,0.684168
NC,20230331,0.631628
NC,20230401,0.628845
NC,20230402,0.626063
NC,20230403,0.62328
NC,20230404,0.653547
NC,20230405,0.683804
NC,20230406,0.773348
NC,20230407,0.685217
NC,20230408,0.679254
NC,20230409,0.754573
NC,20230410,0.667327
NC,20230411,0.697555
NC,20230412,0.720158
NC,20230413,0.582814
NC,20230414,0.453127
NC,20230415,0.539201
NC,20230416,0.625274
NC,20230417,0.711348
NC,20230418,0.726351
NC,20230419,0.7033
NC,20230420,0.695474
NC,20230421,0.702865
NC,20230422,0.700113
NC,20230423,0.697361
NC,20230424,0.694608
NC,20230425,0.7096
NC,20230426,0.694176
NC,20230427,0.678756
NC,20230428,0.754552
NC,20230429,0.74673
NC,20230430,0.738908
NC,20230501,0.731086
NC,20230502,0.639701
NC,20230503,0.555935
NC,20230504,0.517762
NC,20230505,0.434034
NC,20230506,0.502172
NC,20230507,0.57031
NC,20230508,0.638448
NC,20230509,0.714141
NC,20230510,0.638031
NC,20230511,0.599882
NC,20230512,0.531393
NC,20230513,0.599457
NC,20230514,0.667521
NC,20230515,0.735585
NC,20230516,0.75819
NC,20230517,0.735294
NC,20230518,0.77306
NC,20230519,0.825983
NC,20230520,0.808144
NC,20230521,0.790305
NC,20230522,0.772466
NC,20230523,0.711685
NC,20230524,0.734277
NC,20230525,0.718976
NC,20230526,0.453632
NC,20230527,0.497064
NC,20230528,0.540497
NC,20230529,0.583929
NC,20230530,0.627362
NC,20230531,0.619652
NC,20230601,0.369598
NC,20230602,0.346766
NC,20230603,0.557952
NC,20230604,0.545701
NC,20230605,0.482702
NC,20230606,0.505289
NC,20230607,0.641413
NC,20230608,0.61857
NC,20230609,0.429231
NC,20230610,0.441722
NC,20230611,0.454214
NC,20230612,0.537775
NC,20230613,0.542238
NC,20230614,0.579934
NC,20230615,0.678138
NC,20230616,0.640231
NC,20230617,0.68741
NC,20230618,0.734588
NC,20230619,0.781767
NC,20230620,0.828946
NC,20230621,0.722984
NC,20230622,0.745579
NC,20230623,0.707682
NC,20230624,0.808391
NC,20230625,1.00204
NC,20230626,1.10773
NC,20230627,1.05506
NC,20230628,1.07763
NC,20230629,0.843204
NC,20230630,0.996241
NC,20230701,1.81892
NC,20230702,1.11357
NC,20230703,2.00397
NC,20230704,2.66759
NC,20230705,3.1763
NC,20230706,1.9255
NC,20230707,1.00344
NC,20230708,1.94636
NC,20230709,1.03494
NC,20230710,0.955459
NC,20230711,0.970465
NC,20230712,1.05048
NC,20230713,1.99742
NC,20230714,2.79922
NC,20230715,2.83117
NC,20230716,2.55252
NC,20230717,1.25432
NC,20230718,0.931875
NC,20230719,2.73104
NC,20230720,1.79307
NC,20230721,2.0471
NC,20230722,2.23707
NC,20230723,1.03433
NC,20230724,1.0518
NC,20230725,1.1358
NC,20230726,3.12084
NC,20230727,2.986
NC,20230728,3.04795
NC,20230729,3.06502
NC,20230730,2.35867
NC,20230731,1.09339
NC,20230801,0.907302
NC,20230802,0.861911
NC,20230803,0.960293
NC,20230804,1.03138
NC,20230805,1.06288
NC,20230806,2.0452
NC,20230807,3.17023
NC,20230808,3.0053
NC,20230809,1.23036
NC,20230810,1.26782
NC,20230811,0.99638
NC,20230812,1.34416
NC,20230813,3.27095
NC,20230814,3.26193
NC,20230815,3.59593
NC,20230816,2.10598
NC,20230817,0.957844
NC,20230818,0.867299
NC,20230819,0.907332
NC,20230820,1.0422
NC,20230821,2.25897
NC,20230822,3.09484
NC,20230823,3.11532
NC,20230824,1.82328
NC,20230825,2.29446
NC,20230826,3.01825
NC,20230827,3.12523
NC,20230828,2.76174
NC,20230829,0.910963
NC,20230830,0.89577
NC,20230831,0.955841
NC,20230901,1.06106
NC,20230902,1.0421
NC,20230903,1.12172
NC,20230904,2.05751
NC,20230905,2.02844
NC,20230906,2.48868
NC,20230907,2.13926
NC,20230908,1.02621
NC,20230909,0.924472
NC,20230910,0.916811
NC,20230911,0.90915
NC,20230912,1.07444
NC,20230913,1.10436
NC,20230914,1.1418
NC,20230915,1.08902
NC,20230916,1.0389
NC,20230917,0.988783
NC,20230918,0.938664
NC,20230919,0.878521
NC,20230920,1.11909
NC,20230921,1.05895
NC,20230922,1.00632
NC,20230923,1.00632
NC,20230924,1.00632
NC,20230925,1.00632
NC,20230926,0.946182
NC,20230927,1.07399
NC,20230928,1.08902
NC,20230929,1.04391
NC,20230930,1.04893
NC,20231001,1.05394
NC,20231002,1.05895
NC,20231003,1.06647
NC,20231004,1.22434
NC,20231005,1.22434
NC,20231006,1.51002
NC,20231007,1.51754
NC,20231008,1.52506
NC,20231009,1.53257
NC,20231010,1.54009
NC,20231011,1.42732
NC,20231012,1.40477
NC,20231013,1.36718
NC,20231014,1.3346
NC,20231015,1.30203
NC,20231016,1.26945
NC,20231017,1.23938
NC,20231018,1.22434
NC,20231019,1.1642
NC,20231020,0.983771
NC,20231021,0.996301
NC,20231022,1.00883
NC,20231023,1.02136
NC,20231024,1.17172
NC,20231025,1.17924
NC,20231026,1.18675
NC,20231027,1.46491
NC,20231028,1.44737
NC,20231029,1.42983
NC,20231030,1.41229
NC,20231031,1.54009
NC,20231101,1.54588
NC,20231102,1.49066
NC,20231103,1.28449
NC,20231104,1.21181
NC,20231105,1.13914
NC,20231106,1.06647
NC,20231107,0.532699
NC,20231108,0.668021
NC,20231109,1.06647
NC,20231110,1.06647
NC,20231111,1.04141
NC,20231112,1.01635
NC,20231113,0.991289
NC,20231114,1.05143
NC,20231115,1.19427
NC,20231116,1.21682
NC,20231117,0.998807
NC,20231118,0.966229
NC,20231119,0.933652
NC,20231120,0.901074
NC,20231121,1.00632
NC,20231122,1.07399
NC,20231123,1.07399
NC,20231124,1.17508
NC,20231125,1.80802
NC,20231126,1.88443
NC,20231127,2.18534
NC,20231128,2.23371
NC,20231129,2.14149
NC,20231130,2.13984
NC,20231201,1.10407
NC,20231202,1.07468
NC,20231203,0.966229
NC,20231204,0.946182
NC,20231205,1.17508
NC,20231206,1.20664
NC,20231207,1.11598
NC,20231208,1.05673
NC,20231209,0.91611
NC,20231210,0.871003
NC,20231211,1.78414
NC,20231212,1.76109
NC,20231213,1.18052
NC,20231214,1.00832
NC,20231215,0.954171
NC,20231216,0.993618
NC,20231217,1.03307
NC,20231218,1.07251
NC,20231219,1.84178
NC,20231220,1.88789
NC,20231221,1.08285
NC,20231222,1.03307
NC,20231223,1.02518
NC,20231224,0.923628
NC,20231225,0.91611
NC,20231226,0.908592
NC,20231227,1.00632
NC,20231228,0.946182
NC,20231229,1.42406
NC,20231230,2.00316
NC,20231231,2.00316
ND,20230101,1.09875
ND,20230102,1.01781
ND,20230103,0.985541
ND,20230104,1.04426
ND,20230105,1.21266
ND,20230106,1.17649
