GAS_LINES_TIMESERIES_1,GAS_LINES_TIMESERIES_2,GAS_LINES_TIMESERIES_3,DispatchGl
VA,MD,20231223,0.0
VA,MD,20231224,0.0
VA,MD,20231225,0.0
VA,MD,20231226,0.0
VA,MD,20231227,0.0
VA,MD,20231228,0.0
VA,MD,20231229,0.0
VA,MD,20231230,0.0
VA,MD,20231231,0.0
IL,MO,20230101,0.0
IL,MO,20230102,0.0
IL,MO,20230103,0.0
IL,MO,20230104,0.0
IL,MO,20230105,0.0
IL,MO,20230106,0.0
IL,MO,20230107,0.0
IL,MO,20230108,0.0
IL,MO,20230109,0.0
IL,MO,20230110,0.0
IL,MO,20230111,0.0
IL,MO,20230112,0.0
IL,MO,20230113,0.0
IL,MO,20230114,0.0
IL,MO,20230115,0.0
IL,MO,20230116,0.0
IL,MO,20230117,0.0
IL,MO,20230118,0.0
IL,MO,20230119,0.0
IL,MO,20230120,0.0
IL,MO,20230121,0.0
IL,MO,20230122,0.0
IL,MO,20230123,0.0
IL,MO,20230124,0.0
IL,MO,20230125,0.0
IL,MO,20230126,0.0
IL,MO,20230127,0.0
IL,MO,20230128,0.0
IL,MO,20230129,0.0
IL,MO,20230130,0.0
IL,MO,20230131,0.0
IL,MO,20230201,0.0
IL,MO,20230202,0.0
IL,MO,20230203,0.0
IL,MO,20230204,0.0
IL,MO,20230205,0.0
IL,MO,20230206,0.0
IL,MO,20230207,0.0
IL,MO,20230208,0.0
IL,MO,20230209,0.0
IL,MO,20230210,0.0
IL,MO,20230211,0.0
IL,MO,20230212,0.0
IL,MO,20230213,0.0
IL,MO,20230214,0.0
IL,MO,20230215,0.0
IL,MO,20230216,0.0
IL,MO,20230217,0.0
IL,MO,20230218,0.0
IL,MO,20230219,0.0
IL,MO,20230220,0.0
IL,MO,20230221,0.0
IL,MO,20230222,0.0
IL,MO,20230223,0.0
IL,MO,20230224,0.0
IL,MO,20230225,0.0
IL,MO,20230226,0.0
IL,MO,20230227,0.0
IL,MO,20230228,0.0
IL,MO,20230301,0.0
IL,MO,20230302,0.0
IL,MO,20230303,0.0
IL,MO,20230304,0.0
IL,MO,20230305,0.0
IL,MO,20230306,0.0
IL,MO,20230307,0.0
IL,MO,20230308,0.0
IL,MO,20230309,0.0
IL,MO,20230310,0.0
IL,MO,20230311,0.0
IL,MO,20230312,0.0
IL,MO,20230313,0.0
IL,MO,20230314,0.0
IL,MO,20230315,0.0
IL,MO,20230316,0.0
IL,MO,20230317,0.0
IL,MO,20230318,0.0
IL,MO,20230319,0.0
IL,MO,20230320,0.0
IL,MO,20230321,0.0
IL,MO,20230322,0.0
IL,MO,20230323,0.0
IL,MO,20230324,0.0
IL,MO,20230325,0.0
IL,MO,20230326,0.0
IL,MO,20230327,0.0
IL,MO,20230328,0.0
IL,MO,20230329,0.0
IL,MO,20230330,0.0
IL,MO,20230331,0.0
IL,MO,20230401,0.0
IL,MO,20230402,0.0
IL,MO,20230403,0.0
IL,MO,20230404,0.0
IL,MO,20230405,0.0
IL,MO,20230406,0.0
IL,MO,20230407,0.0
IL,MO,20230408,0.0
IL,MO,20230409,0.0
IL,MO,20230410,0.0
IL,MO,20230411,0.0
IL,MO,20230412,0.0
IL,MO,20230413,0.0
IL,MO,20230414,0.0
IL,MO,20230415,0.0
IL,MO,20230416,0.0
IL,MO,20230417,0.0
IL,MO,20230418,0.0
IL,MO,20230419,0.0
IL,MO,20230420,0.0
IL,MO,20230421,0.0
IL,MO,20230422,0.0
IL,MO,20230423,0.0
IL,MO,20230424,0.0
IL,MO,20230425,0.0
IL,MO,20230426,0.0
IL,MO,20230427,0.0
IL,MO,20230428,0.0
IL,MO,20230429,0.0
IL,MO,20230430,0.0
IL,MO,20230501,0.0
IL,MO,20230502,0.0
IL,MO,20230503,0.0
IL,MO,20230504,0.0
IL,MO,20230505,0.0
IL,MO,20230506,0.0
IL,MO,20230507,0.0
IL,MO,20230508,0.0
IL,MO,20230509,0.0
IL,MO,20230510,0.0
IL,MO,20230511,0.0
IL,MO,20230512,0.0
IL,MO,20230513,0.0
IL,MO,20230514,0.0
IL,MO,20230515,0.0
IL,MO,20230516,0.0
IL,MO,20230517,0.0
IL,MO,20230518,0.0
IL,MO,20230519,0.0
IL,MO,20230520,0.0
IL,MO,20230521,0.0
IL,MO,20230522,0.0
IL,MO,20230523,0.0
IL,MO,20230524,0.0
IL,MO,20230525,0.0
IL,MO,20230526,0.0
IL,MO,20230527,0.0
IL,MO,20230528,0.0
IL,MO,20230529,0.0
IL,MO,20230530,0.0
IL,MO,20230531,0.0
IL,MO,20230601,0.0
IL,MO,20230602,0.0
IL,MO,20230603,0.0
IL,MO,20230604,0.0
IL,MO,20230605,0.0
IL,MO,20230606,0.0
IL,MO,20230607,0.0
IL,MO,20230608,0.0
IL,MO,20230609,0.0
IL,MO,20230610,0.0
IL,MO,20230611,0.0
IL,MO,20230612,0.0
IL,MO,20230613,0.0
IL,MO,20230614,0.0
IL,MO,20230615,0.0
IL,MO,20230616,0.0
IL,MO,20230617,0.0
IL,MO,20230618,0.0
IL,MO,20230619,0.0
IL,MO,20230620,0.0
IL,MO,20230621,0.0
IL,MO,20230622,0.0
IL,MO,20230623,0.0
IL,MO,20230624,0.0
IL,MO,20230625,0.0
IL,MO,20230626,0.0
IL,MO,20230627,0.0
IL,MO,20230628,0.0
IL,MO,20230629,0.0
IL,MO,20230630,0.0
IL,MO,20230701,0.0
IL,MO,20230702,0.0
IL,MO,20230703,0.0
IL,MO,20230704,0.0
IL,MO,20230705,0.0
IL,MO,20230706,0.0
IL,MO,20230707,0.0
IL,MO,20230708,0.0
IL,MO,20230709,0.0
IL,MO,20230710,0.0
IL,MO,20230711,0.0
IL,MO,20230712,0.0
IL,MO,20230713,0.0
IL,MO,20230714,0.0
IL,MO,20230715,0.0
IL,MO,20230716,0.0
IL,MO,20230717,0.0
IL,MO,20230718,0.0
IL,MO,20230719,0.0
IL,MO,20230720,0.0
IL,MO,20230721,0.0
IL,MO,20230722,0.0
IL,MO,20230723,0.0
IL,MO,20230724,0.0
IL,MO,20230725,0.0
IL,MO,20230726,0.0
IL,MO,20230727,0.0
IL,MO,20230728,0.0
IL,MO,20230729,0.0
IL,MO,20230730,0.0
IL,MO,20230731,0.0
IL,MO,20230801,0.0
IL,MO,20230802,0.0
IL,MO,20230803,0.0
IL,MO,20230804,0.0
IL,MO,20230805,0.0
IL,MO,20230806,0.0
IL,MO,20230807,0.0
IL,MO,20230808,0.0
IL,MO,20230809,0.0
IL,MO,20230810,0.0
IL,MO,20230811,0.0
IL,MO,20230812,0.0
IL,MO,20230813,0.0
IL,MO,20230814,0.0
IL,MO,20230815,0.0
IL,MO,20230816,0.0
IL,MO,20230817,0.0
IL,MO,20230818,0.0
IL,MO,20230819,0.0
IL,MO,20230820,0.0
IL,MO,20230821,0.0
IL,MO,20230822,0.0
IL,MO,20230823,0.0
IL,MO,20230824,0.0
IL,MO,20230825,0.0
IL,MO,20230826,0.0
IL,MO,20230827,0.0
IL,MO,20230828,0.0
IL,MO,20230829,0.0
IL,MO,20230830,0.0
IL,MO,20230831,0.0
IL,MO,20230901,0.0
IL,MO,20230902,0.0
IL,MO,20230903,0.0
IL,MO,20230904,0.0
IL,MO,20230905,0.0
IL,MO,20230906,0.0
IL,MO,20230907,0.0
IL,MO,20230908,0.0
IL,MO,20230909,0.0
IL,MO,20230910,0.0
IL,MO,20230911,0.0
IL,MO,20230912,0.0
IL,MO,20230913,0.0
IL,MO,20230914,0.0
IL,MO,20230915,0.0
IL,MO,20230916,0.0
IL,MO,20230917,0.0
IL,MO,20230918,0.0
IL,MO,20230919,0.0
IL,MO,20230920,0.0
IL,MO,20230921,0.0
IL,MO,20230922,0.0
IL,MO,20230923,0.0
IL,MO,20230924,0.0
IL,MO,20230925,0.0
IL,MO,20230926,0.0
IL,MO,20230927,0.0
IL,MO,20230928,0.0
IL,MO,20230929,0.0
IL,MO,20230930,0.0
IL,MO,20231001,0.0
IL,MO,20231002,0.0
IL,MO,20231003,0.0
IL,MO,20231004,0.0
IL,MO,20231005,0.0
IL,MO,20231006,0.0
IL,MO,20231007,0.0
IL,MO,20231008,0.0
IL,MO,20231009,0.0
IL,MO,20231010,0.0
IL,MO,20231011,0.0
IL,MO,20231012,0.0
IL,MO,20231013,0.0
IL,MO,20231014,0.0
IL,MO,20231015,0.0
IL,MO,20231016,0.0
IL,MO,20231017,0.0
IL,MO,20231018,0.0
IL,MO,20231019,0.0
IL,MO,20231020,0.0
IL,MO,20231021,0.0
IL,MO,20231022,0.0
IL,MO,20231023,0.0
IL,MO,20231024,0.0
IL,MO,20231025,0.0
IL,MO,20231026,0.0
IL,MO,20231027,0.0
IL,MO,20231028,0.0
IL,MO,20231029,0.0
IL,MO,20231030,0.0
IL,MO,20231031,0.0
IL,MO,20231101,0.0
IL,MO,20231102,0.0
IL,MO,20231103,0.0
IL,MO,20231104,0.0
IL,MO,20231105,0.0
IL,MO,20231106,0.0
IL,MO,20231107,0.0
IL,MO,20231108,0.0
IL,MO,20231109,0.0
IL,MO,20231110,0.0
IL,MO,20231111,0.0
IL,MO,20231112,0.0
IL,MO,20231113,0.0
IL,MO,20231114,0.0
IL,MO,20231115,0.0
IL,MO,20231116,0.0
IL,MO,20231117,0.0
IL,MO,20231118,0.0
IL,MO,20231119,0.0
IL,MO,20231120,0.0
IL,MO,20231121,0.0
IL,MO,20231122,0.0
IL,MO,20231123,0.0
IL,MO,20231124,0.0
IL,MO,20231125,0.0
IL,MO,20231126,0.0
IL,MO,20231127,0.0
IL,MO,20231128,0.0
IL,MO,20231129,0.0
IL,MO,20231130,0.0
IL,MO,20231201,0.0
IL,MO,20231202,0.0
IL,MO,20231203,0.0
IL,MO,20231204,0.0
IL,MO,20231205,0.0
IL,MO,20231206,0.0
IL,MO,20231207,0.0
IL,MO,20231208,0.0
IL,MO,20231209,0.0
IL,MO,20231210,0.0
IL,MO,20231211,0.0
IL,MO,20231212,0.0
IL,MO,20231213,0.0
IL,MO,20231214,0.0
IL,MO,20231215,0.0
IL,MO,20231216,0.0
IL,MO,20231217,0.0
IL,MO,20231218,0.0
IL,MO,20231219,0.0
IL,MO,20231220,0.0
IL,MO,20231221,0.0
IL,MO,20231222,0.0
IL,MO,20231223,0.0
IL,MO,20231224,0.0
IL,MO,20231225,0.0
IL,MO,20231226,0.0
IL,MO,20231227,0.0
IL,MO,20231228,0.0
IL,MO,20231229,0.0
IL,MO,20231230,0.0
IL,MO,20231231,0.0
AZ,UT,20230101,0.0
AZ,UT,20230102,0.0
AZ,UT,20230103,0.0
AZ,UT,20230104,0.0
AZ,UT,20230105,0.0
AZ,UT,20230106,0.0
AZ,UT,20230107,0.0
AZ,UT,20230108,0.0
AZ,UT,20230109,0.0
AZ,UT,20230110,0.0
AZ,UT,20230111,0.0
AZ,UT,20230112,0.0
AZ,UT,20230113,0.0
AZ,UT,20230114,0.0
AZ,UT,20230115,0.0
AZ,UT,20230116,0.0
AZ,UT,20230117,0.0
AZ,UT,20230118,0.0
AZ,UT,20230119,0.0
AZ,UT,20230120,0.0
AZ,UT,20230121,0.0
AZ,UT,20230122,0.0
AZ,UT,20230123,0.0
AZ,UT,20230124,0.0
AZ,UT,20230125,0.0
AZ,UT,20230126,0.0
AZ,UT,20230127,0.0
AZ,UT,20230128,0.0
AZ,UT,20230129,0.0
AZ,UT,20230130,0.0
AZ,UT,20230131,0.0
AZ,UT,20230201,0.0
AZ,UT,20230202,0.0
AZ,UT,20230203,0.0
AZ,UT,20230204,0.0
AZ,UT,20230205,0.0
AZ,UT,20230206,0.0
AZ,UT,20230207,0.0
AZ,UT,20230208,0.0
AZ,UT,20230209,0.0
AZ,UT,20230210,0.0
AZ,UT,20230211,0.0
AZ,UT,20230212,0.0
AZ,UT,20230213,0.0
AZ,UT,20230214,0.0
AZ,UT,20230215,0.0
AZ,UT,20230216,0.0
AZ,UT,20230217,0.0
AZ,UT,20230218,0.0
AZ,UT,20230219,0.0
AZ,UT,20230220,0.0
AZ,UT,20230221,0.0
AZ,UT,20230222,0.0
AZ,UT,20230223,0.0
AZ,UT,20230224,0.0
AZ,UT,20230225,0.0
AZ,UT,20230226,0.0
AZ,UT,20230227,0.0
AZ,UT,20230228,0.0
AZ,UT,20230301,0.0
AZ,UT,20230302,0.0
AZ,UT,20230303,0.0
AZ,UT,20230304,0.0
AZ,UT,20230305,0.0
AZ,UT,20230306,0.0
AZ,UT,20230307,0.0
AZ,UT,20230308,0.0
AZ,UT,20230309,0.0
AZ,UT,20230310,0.0
AZ,UT,20230311,0.0
AZ,UT,20230312,0.0
AZ,UT,20230313,0.0
AZ,UT,20230314,0.0
AZ,UT,20230315,0.0
AZ,UT,20230316,0.0
AZ,UT,20230317,0.0
AZ,UT,20230318,0.0
AZ,UT,20230319,0.0
AZ,UT,20230320,0.0
AZ,UT,20230321,0.0
AZ,UT,20230322,0.0
AZ,UT,20230323,0.0
AZ,UT,20230324,0.0
AZ,UT,20230325,0.0
AZ,UT,20230326,0.0
AZ,UT,20230327,0.0
AZ,UT,20230328,0.0
AZ,UT,20230329,0.0
AZ,UT,20230330,0.0
AZ,UT,20230331,0.0
AZ,UT,20230401,0.0
AZ,UT,20230402,0.0
AZ,UT,20230403,0.0
AZ,UT,20230404,0.0
AZ,UT,20230405,0.0
AZ,UT,20230406,0.0
AZ,UT,20230407,0.0
AZ,UT,20230408,0.0
AZ,UT,20230409,0.0
AZ,UT,20230410,0.0
AZ,UT,20230411,0.0
AZ,UT,20230412,0.0
AZ,UT,20230413,0.0
AZ,UT,20230414,0.0
AZ,UT,20230415,0.0
AZ,UT,20230416,0.0
AZ,UT,20230417,0.0
AZ,UT,20230418,0.0
AZ,UT,20230419,0.0
AZ,UT,20230420,0.0
AZ,UT,20230421,0.0
AZ,UT,20230422,0.0
AZ,UT,20230423,0.0
AZ,UT,20230424,0.0
AZ,UT,20230425,0.0
AZ,UT,20230426,0.0
AZ,UT,20230427,0.0
AZ,UT,20230428,0.0
AZ,UT,20230429,0.0
AZ,UT,20230430,0.0
AZ,UT,20230501,0.0
AZ,UT,20230502,0.0
AZ,UT,20230503,0.0
AZ,UT,20230504,0.0
AZ,UT,20230505,0.0
AZ,UT,20230506,0.0
AZ,UT,20230507,0.0
AZ,UT,20230508,0.0
AZ,UT,20230509,0.0
AZ,UT,20230510,0.0
AZ,UT,20230511,0.0
AZ,UT,20230512,0.0
AZ,UT,20230513,0.0
AZ,UT,20230514,0.0
AZ,UT,20230515,0.0
AZ,UT,20230516,0.0
AZ,UT,20230517,0.0
AZ,UT,20230518,0.0
AZ,UT,20230519,0.0
AZ,UT,20230520,0.0
AZ,UT,20230521,0.0
AZ,UT,20230522,0.0
AZ,UT,20230523,0.0
AZ,UT,20230524,0.0
AZ,UT,20230525,0.0
AZ,UT,20230526,0.0
AZ,UT,20230527,0.0
AZ,UT,20230528,0.0
AZ,UT,20230529,0.0
AZ,UT,20230530,0.0
AZ,UT,20230531,0.0
AZ,UT,20230601,0.0
AZ,UT,20230602,0.0
AZ,UT,20230603,0.0
AZ,UT,20230604,0.0
AZ,UT,20230605,0.0
AZ,UT,20230606,0.0
AZ,UT,20230607,0.0
AZ,UT,20230608,0.0
AZ,UT,20230609,0.0
AZ,UT,20230610,0.0
AZ,UT,20230611,0.0
AZ,UT,20230612,0.0
AZ,UT,20230613,0.0
AZ,UT,20230614,0.0
AZ,UT,20230615,0.0
AZ,UT,20230616,0.0
AZ,UT,20230617,0.0
AZ,UT,20230618,0.0
AZ,UT,20230619,0.0
AZ,UT,20230620,0.0
AZ,UT,20230621,0.0
AZ,UT,20230622,0.0
AZ,UT,20230623,0.0
AZ,UT,20230624,0.0
AZ,UT,20230625,0.0
AZ,UT,20230626,0.0
AZ,UT,20230627,0.0
AZ,UT,20230628,0.0
AZ,UT,20230629,0.0
AZ,UT,20230630,0.0
AZ,UT,20230701,0.0
AZ,UT,20230702,0.0
AZ,UT,20230703,0.0
AZ,UT,20230704,0.0
AZ,UT,20230705,0.0
AZ,UT,20230706,0.0
AZ,UT,20230707,0.0
AZ,UT,20230708,0.0
AZ,UT,20230709,0.0
AZ,UT,20230710,0.0
AZ,UT,20230711,0.0
AZ,UT,20230712,0.0
AZ,UT,20230713,0.0
AZ,UT,20230714,0.0
AZ,UT,20230715,0.0
AZ,UT,20230716,0.0
AZ,UT,20230717,0.0
AZ,UT,20230718,0.0
AZ,UT,20230719,0.0
AZ,UT,20230720,0.0
AZ,UT,20230721,0.0
AZ,UT,20230722,0.0
AZ,UT,20230723,0.0
AZ,UT,20230724,0.0
AZ,UT,20230725,0.0
AZ,UT,20230726,0.0
AZ,UT,20230727,0.0
AZ,UT,20230728,0.0
AZ,UT,20230729,0.0
AZ,UT,20230730,0.0
AZ,UT,20230731,0.0
AZ,UT,20230801,0.0
AZ,UT,20230802,0.0
AZ,UT,20230803,0.0
AZ,UT,20230804,0.0
AZ,UT,20230805,0.0
AZ,UT,20230806,0.0
AZ,UT,20230807,0.0
AZ,UT,20230808,0.0
AZ,UT,20230809,0.0
AZ,UT,20230810,0.0
AZ,UT,20230811,0.0
AZ,UT,20230812,0.0
AZ,UT,20230813,0.0
AZ,UT,20230814,0.0
AZ,UT,20230815,0.0
AZ,UT,20230816,0.0
AZ,UT,20230817,0.0
AZ,UT,20230818,0.0
AZ,UT,20230819,0.0
AZ,UT,20230820,0.0
AZ,UT,20230821,0.0
AZ,UT,20230822,0.0
AZ,UT,20230823,0.0
AZ,UT,20230824,0.0
AZ,UT,20230825,0.0
AZ,UT,20230826,0.0
AZ,UT,20230827,0.0
AZ,UT,20230828,0.0
AZ,UT,20230829,0.0
AZ,UT,20230830,0.0
AZ,UT,20230831,0.0
AZ,UT,20230901,0.0
AZ,UT,20230902,0.0
AZ,UT,20230903,0.0
AZ,UT,20230904,0.0
AZ,UT,20230905,0.0
AZ,UT,20230906,0.0
AZ,UT,20230907,0.0
AZ,UT,20230908,0.0
AZ,UT,20230909,0.0
AZ,UT,20230910,0.0
AZ,UT,20230911,0.0
AZ,UT,20230912,0.0
AZ,UT,20230913,0.0
AZ,UT,20230914,0.0
AZ,UT,20230915,0.0
AZ,UT,20230916,0.0
AZ,UT,20230917,0.0
AZ,UT,20230918,0.0
AZ,UT,20230919,0.0
AZ,UT,20230920,0.0
AZ,UT,20230921,0.0
AZ,UT,20230922,0.0
AZ,UT,20230923,0.0
AZ,UT,20230924,0.0
AZ,UT,20230925,0.0
AZ,UT,20230926,0.0
AZ,UT,20230927,0.0
AZ,UT,20230928,0.0
AZ,UT,20230929,0.0
AZ,UT,20230930,0.0
AZ,UT,20231001,0.0
AZ,UT,20231002,0.0
AZ,UT,20231003,0.0
AZ,UT,20231004,0.0
AZ,UT,20231005,0.0
AZ,UT,20231006,0.0
AZ,UT,20231007,0.0
AZ,UT,20231008,0.0
AZ,UT,20231009,0.0
AZ,UT,20231010,0.0
AZ,UT,20231011,0.0
AZ,UT,20231012,0.0
AZ,UT,20231013,0.0
AZ,UT,20231014,0.0
AZ,UT,20231015,0.0
AZ,UT,20231016,0.0
AZ,UT,20231017,0.0
AZ,UT,20231018,0.0
AZ,UT,20231019,0.0
AZ,UT,20231020,0.0
AZ,UT,20231021,0.0
AZ,UT,20231022,0.0
AZ,UT,20231023,0.0
AZ,UT,20231024,0.0
AZ,UT,20231025,0.0
AZ,UT,20231026,0.0
AZ,UT,20231027,0.0
AZ,UT,20231028,0.0
AZ,UT,20231029,0.0
AZ,UT,20231030,0.0
AZ,UT,20231031,0.0
AZ,UT,20231101,0.0
AZ,UT,20231102,0.0
AZ,UT,20231103,0.0
AZ,UT,20231104,0.0
AZ,UT,20231105,0.0
AZ,UT,20231106,0.0
AZ,UT,20231107,0.0
AZ,UT,20231108,0.0
AZ,UT,20231109,0.0
AZ,UT,20231110,0.0
AZ,UT,20231111,0.0
AZ,UT,20231112,0.0
AZ,UT,20231113,0.0
AZ,UT,20231114,0.0
AZ,UT,20231115,0.0
AZ,UT,20231116,0.0
AZ,UT,20231117,0.0
AZ,UT,20231118,0.0
AZ,UT,20231119,0.0
AZ,UT,20231120,0.0
AZ,UT,20231121,0.0
AZ,UT,20231122,0.0
AZ,UT,20231123,0.0
AZ,UT,20231124,0.0
AZ,UT,20231125,0.0
AZ,UT,20231126,0.0
AZ,UT,20231127,0.0
AZ,UT,20231128,0.0
AZ,UT,20231129,0.0
AZ,UT,20231130,0.0
AZ,UT,20231201,0.0
AZ,UT,20231202,0.0
AZ,UT,20231203,0.0
AZ,UT,20231204,0.0
AZ,UT,20231205,0.0
AZ,UT,20231206,0.0
AZ,UT,20231207,0.0
AZ,UT,20231208,0.0
AZ,UT,20231209,0.0
AZ,UT,20231210,0.0
AZ,UT,20231211,0.0
AZ,UT,20231212,0.0
AZ,UT,20231213,0.0
AZ,UT,20231214,0.0
AZ,UT,20231215,0.0
AZ,UT,20231216,0.0
AZ,UT,20231217,0.0
AZ,UT,20231218,0.0
AZ,UT,20231219,0.0
AZ,UT,20231220,0.0
AZ,UT,20231221,0.0
AZ,UT,20231222,0.0
AZ,UT,20231223,0.0
AZ,UT,20231224,0.0
AZ,UT,20231225,0.0
AZ,UT,20231226,0.0
AZ,UT,20231227,0.0
AZ,UT,20231228,0.0
AZ,UT,20231229,0.0
AZ,UT,20231230,0.0
AZ,UT,20231231,0.0
ID,UT,20230101,0.0
ID,UT,20230102,0.0
ID,UT,20230103,0.0
ID,UT,20230104,0.0
ID,UT,20230105,0.0
ID,UT,20230106,0.0
ID,UT,20230107,0.0
ID,UT,20230108,0.0
ID,UT,20230109,0.0
ID,UT,20230110,0.0
ID,UT,20230111,0.0
ID,UT,20230112,0.0
ID,UT,20230113,14918.22771666327
ID,UT,20230114,17516.15324200492
ID,UT,20230115,42962.36801615672
ID,UT,20230116,7330.069148593466
ID,UT,20230117,0.0
ID,UT,20230118,0.0
ID,UT,20230119,0.0
ID,UT,20230120,0.0
ID,UT,20230121,0.0
ID,UT,20230122,0.0
ID,UT,20230123,0.0
ID,UT,20230124,0.0
ID,UT,20230125,0.0
ID,UT,20230126,0.0
ID,UT,20230127,0.0
ID,UT,20230128,0.0
ID,UT,20230129,0.0
ID,UT,20230130,0.0
ID,UT,20230131,0.0
ID,UT,20230201,0.0
ID,UT,20230202,0.0
ID,UT,20230203,0.0
ID,UT,20230204,0.0
ID,UT,20230205,0.0
ID,UT,20230206,0.0
ID,UT,20230207,0.0
ID,UT,20230208,0.0
ID,UT,20230209,0.0
ID,UT,20230210,0.0
ID,UT,20230211,0.0
ID,UT,20230212,0.0
ID,UT,20230213,0.0
ID,UT,20230214,0.0
ID,UT,20230215,0.0
ID,UT,20230216,0.0
ID,UT,20230217,0.0
ID,UT,20230218,0.0
ID,UT,20230219,0.0
ID,UT,20230220,0.0
ID,UT,20230221,7729.955942157074
ID,UT,20230222,0.0
ID,UT,20230223,0.0
ID,UT,20230224,0.0
ID,UT,20230225,0.0
ID,UT,20230226,0.0
ID,UT,20230227,0.0
ID,UT,20230228,0.0
ID,UT,20230301,0.0
ID,UT,20230302,0.0
ID,UT,20230303,0.0
ID,UT,20230304,0.0
ID,UT,20230305,0.0
ID,UT,20230306,0.0
ID,UT,20230307,0.0
ID,UT,20230308,0.0
ID,UT,20230309,0.0
ID,UT,20230310,0.0
ID,UT,20230311,0.0
ID,UT,20230312,0.0
ID,UT,20230313,0.0
ID,UT,20230314,64133.92790957249
ID,UT,20230315,12886.557868629694
ID,UT,20230316,0.0
ID,UT,20230317,0.0
ID,UT,20230318,0.0
ID,UT,20230319,0.0
ID,UT,20230320,22895.410661290458
ID,UT,20230321,31865.006153792492
ID,UT,20230322,26309.16203474987
ID,UT,20230323,36132.44474869955
ID,UT,20230324,29486.395625335514
ID,UT,20230325,0.0
ID,UT,20230326,0.0
ID,UT,20230327,0.0
ID,UT,20230328,0.0
ID,UT,20230329,48756.46786512376
ID,UT,20230330,55417.63318832067
ID,UT,20230331,35042.23172928707
ID,UT,20230401,0.0
ID,UT,20230402,0.0
ID,UT,20230403,0.0
ID,UT,20230404,0.0
ID,UT,20230405,0.0
ID,UT,20230406,0.0
ID,UT,20230407,0.0
ID,UT,20230408,0.0
ID,UT,20230409,47973.55005909555
ID,UT,20230410,84841.98728078583
ID,UT,20230411,100547.05131520747
ID,UT,20230412,84811.05439500127
ID,UT,20230413,0.0
ID,UT,20230414,0.0
ID,UT,20230415,0.0
ID,UT,20230416,0.0
ID,UT,20230417,104826.63727864105
ID,UT,20230418,75911.96157732315
ID,UT,20230419,0.0
ID,UT,20230420,0.0
ID,UT,20230421,0.0
ID,UT,20230422,38968.349314324674
ID,UT,20230423,57976.79222150834
ID,UT,20230424,87910.19707304618
ID,UT,20230425,75360.81403479818
ID,UT,20230426,102261.56582440477
ID,UT,20230427,124005.90170004737
ID,UT,20230428,131164.1037692777
ID,UT,20230429,126273.94293697871
ID,UT,20230430,115091.17718455213
ID,UT,20230501,0.0
ID,UT,20230502,0.0
ID,UT,20230503,0.0
ID,UT,20230504,0.0
ID,UT,20230505,0.0
ID,UT,20230506,0.0
ID,UT,20230507,0.0
ID,UT,20230508,0.0
ID,UT,20230509,0.0
ID,UT,20230510,0.0
ID,UT,20230511,0.0
ID,UT,20230512,0.0
ID,UT,20230513,0.0
ID,UT,20230514,0.0
ID,UT,20230515,0.0
ID,UT,20230516,0.0
ID,UT,20230517,0.0
ID,UT,20230518,0.0
ID,UT,20230519,0.0
ID,UT,20230520,0.0
ID,UT,20230521,0.0
ID,UT,20230522,0.0
ID,UT,20230523,0.0
ID,UT,20230524,0.0
ID,UT,20230525,0.0
ID,UT,20230526,0.0
ID,UT,20230527,0.0
ID,UT,20230528,0.0
ID,UT,20230529,0.0
ID,UT,20230530,0.0
ID,UT,20230531,0.0
ID,UT,20230601,0.0
ID,UT,20230602,0.0
ID,UT,20230603,0.0
ID,UT,20230604,0.0
ID,UT,20230605,0.0
ID,UT,20230606,0.0
ID,UT,20230607,0.0
ID,UT,20230608,0.0
ID,UT,20230609,0.0
ID,UT,20230610,0.0
ID,UT,20230611,0.0
ID,UT,20230612,0.0
ID,UT,20230613,0.0
ID,UT,20230614,0.0
ID,UT,20230615,125975.68035137441
ID,UT,20230616,0.0
ID,UT,20230617,120104.18593821471
ID,UT,20230618,124974.77991028933
ID,UT,20230619,126004.47027650045
ID,UT,20230620,0.0
ID,UT,20230621,103776.2233057305
ID,UT,20230622,113921.52641678357
ID,UT,20230623,110627.14117607044
ID,UT,20230624,0.0
ID,UT,20230625,104571.82864959852
ID,UT,20230626,0.0
ID,UT,20230627,0.0
ID,UT,20230628,0.0
ID,UT,20230629,115884.2886226204
ID,UT,20230630,88603.303172891
ID,UT,20230701,0.0
ID,UT,20230702,0.0
ID,UT,20230703,0.0
ID,UT,20230704,0.0
ID,UT,20230705,0.0
ID,UT,20230706,0.0
ID,UT,20230707,0.0
ID,UT,20230708,0.0
ID,UT,20230709,0.0
ID,UT,20230710,0.0
ID,UT,20230711,0.0
ID,UT,20230712,0.0
ID,UT,20230713,0.0
ID,UT,20230714,0.0
ID,UT,20230715,0.0
ID,UT,20230716,0.0
ID,UT,20230717,0.0
ID,UT,20230718,0.0
ID,UT,20230719,0.0
ID,UT,20230720,0.0
ID,UT,20230721,0.0
ID,UT,20230722,0.0
ID,UT,20230723,0.0
ID,UT,20230724,0.0
ID,UT,20230725,0.0
ID,UT,20230726,0.0
ID,UT,20230727,0.0
ID,UT,20230728,0.0
ID,UT,20230729,0.0
ID,UT,20230730,0.0
ID,UT,20230731,0.0
ID,UT,20230801,0.0
ID,UT,20230802,0.0
ID,UT,20230803,0.0
ID,UT,20230804,27436.39843321906
ID,UT,20230805,0.0
ID,UT,20230806,0.0
