GAS_ZONES,gas_storage_type,gas_storage_predet_build_year,gas_storage_predet_cap,gas_storage_removed_cap,gas_storage_total_cap
LA,salt cavern,2013,0,48084653,160043321
LA,salt cavern,2014,7183299,0,167226620
LA,salt cavern,2015,4033930,0,171260550
LA,salt cavern,2016,0,3500912,167759638
LA,salt cavern,2017,2280363,0,170040001
LA,salt cavern,2018,0,8067860,161972141
LA,salt cavern,2019,0,2706570,159265571
LA,salt cavern,2020,4593910,0,163859481
LA,salt cavern,2021,1980670,0,165840151
LA,salt cavern,2022,0,7580470,158259681
MD,depleted field,1999,18384065.625,0,18384065.625
MD,depleted field,2000,0,0,18384065.625
MD,depleted field,2001,0,0,18384065.625
MD,depleted field,2002,0,0,18384065.625
MD,depleted field,2003,0,0,18384065.625
MD,depleted field,2004,0,0,18384065.625
MD,depleted field,2005,0,0,18384065.625
MD,depleted field,2006,593034.375,0,18977100
MD,depleted field,2007,0,0,18977100
MD,depleted field,2008,0,1037000,17940100
MD,depleted field,2009,1037000,0,18977100
MD,depleted field,2010,0,0,18977100
MD,depleted field,2011,0,0,18977100
MD,depleted field,2012,0,0,18977100
MD,depleted field,2013,0,0,18977100
MD,depleted field,2014,0,0,18977100
MD,depleted field,2015,0,0,18977100
MD,depleted field,2016,0,0,18977100
MD,depleted field,2017,0,0,18977100
MD,depleted field,2018,0,0,18977100
MD,depleted field,2019,0,0,18977100
MD,depleted field,2020,0,0,18977100
MD,depleted field,2021,0,0,18977100
MD,depleted field,2022,0,0,18977100
MD,salt cavern,1999,0,0,0
MD,salt cavern,2000,0,0,0
MD,salt cavern,2001,0,0,0
MD,salt cavern,2002,0,0,0
MD,salt cavern,2003,0,0,0
MD,salt cavern,2004,0,0,0
MD,salt cavern,2005,0,0,0
MD,salt cavern,2006,0,0,0
MD,salt cavern,2007,0,0,0
MD,salt cavern,2008,0,0,0
MD,salt cavern,2009,0,0,0
MD,salt cavern,2010,0,0,0
MD,salt cavern,2011,0,0,0
MD,salt cavern,2012,0,0,0
MD,salt cavern,2013,0,0,0
MD,salt cavern,2014,0,0,0
MD,salt cavern,2015,0,0,0
MD,salt cavern,2016,0,0,0
MD,salt cavern,2017,0,0,0
MD,salt cavern,2018,0,0,0
MD,salt cavern,2019,0,0,0
MD,salt cavern,2020,0,0,0
MD,salt cavern,2021,0,0,0
MD,salt cavern,2022,0,0,0
MI,aquifer,1999,10320224,0,10320224
MI,aquifer,2000,0,0,10320224
MI,aquifer,2001,0,10320224,0
MI,aquifer,2002,0,0,0
MI,aquifer,2003,0,0,0
MI,aquifer,2004,0,0,0
MI,aquifer,2005,0,0,0
MI,aquifer,2006,0,0,0
MI,aquifer,2007,0,0,0
MI,aquifer,2008,0,0,0
MI,aquifer,2009,0,0,0
MI,aquifer,2010,0,0,0
MI,aquifer,2011,0,0,0
MI,aquifer,2012,0,0,0
MI,aquifer,2013,0,0,0
MI,aquifer,2014,0,0,0
MI,aquifer,2015,0,0,0
MI,aquifer,2016,0,0,0
MI,aquifer,2017,0,0,0
MI,aquifer,2018,0,0,0
MI,aquifer,2019,0,0,0
MI,aquifer,2020,0,0,0
MI,aquifer,2021,0,0,0
MI,aquifer,2022,0,0,0
MI,depleted field,1999,686749917.519626,0,686749917.519626
MI,depleted field,2000,0,650397.844125867,686099519.675501
MI,depleted field,2001,21249861.945961,0,707349381.621462
MI,depleted field,2002,0,24717105.0355729,682632276.585889
MI,depleted field,2003,0,4080551.03631294,678551725.549576
MI,depleted field,2004,0,12109851.5091618,666441874.040414
MI,depleted field,2005,7661050.77698946,0,674102924.817403
MI,depleted field,2006,6398669.6253562,0,680501594.44276
MI,depleted field,2007,19376159.8064171,0,699877754.249177
MI,depleted field,2008,0,14739113.2491766,685138641
MI,depleted field,2009,3933341,0,689071982
MI,depleted field,2010,435540,0,689507522
MI,depleted field,2011,5772979,0,695280501
MI,depleted field,2012,589016,0,695869517
MI,depleted field,2013,1832379,0,697701896
MI,depleted field,2014,37332,0,697739228
MI,depleted field,2015,11119751,0,708858979
MI,depleted field,2016,0,0,708858979
MI,depleted field,2017,0,18666,708840313
MI,depleted field,2018,0,1958893,706881420
MI,depleted field,2019,0,0,706881420
MI,depleted field,2020,0,0,706881420
MI,depleted field,2021,0,0,706881420
MI,depleted field,2022,0,20740,706860680
MI,salt cavern,1999,2168717.5491758,0,2168717.5491758
MI,salt cavern,2000,0,0,2168717.5491758
MI,salt cavern,2001,27459.5163823445,0,2196177.06555815
MI,salt cavern,2002,0,0,2196177.06555815
MI,salt cavern,2003,44986.8672646922,0,2241163.93282284
MI,salt cavern,2004,0,14606.1257352899,2226557.80708755
MI,salt cavern,2005,12269.1456176434,0,2238826.95270519
MI,salt cavern,2006,3505.47017646953,0,2242332.42288166
MI,salt cavern,2007,7595.18538235035,0,2249927.60826401
MI,salt cavern,2008,0,16229.6082640123,2233698
MI,salt cavern,2009,0,4148,2229550
MI,salt cavern,2010,9333,0,2238883
MI,salt cavern,2011,0,0,2238883
MI,salt cavern,2012,0,0,2238883
MI,salt cavern,2013,0,0,2238883
MI,salt cavern,2014,0,0,2238883
MI,salt cavern,2015,0,0,2238883
MI,salt cavern,2016,0,0,2238883
MI,salt cavern,2017,1037,0,2239920
MI,salt cavern,2018,0,0,2239920
MI,salt cavern,2019,0,0,2239920
MI,salt cavern,2020,0,0,2239920
MI,salt cavern,2021,0,0,2239920
MI,salt cavern,2022,1037,0,2240957
MN,aquifer,1999,2074000,0,2074000
MN,aquifer,2000,0,0,2074000
MN,aquifer,2001,0,0,2074000
MN,aquifer,2002,0,0,2074000
MN,aquifer,2003,0,0,2074000
MN,aquifer,2004,0,0,2074000
MN,aquifer,2005,0,0,2074000
MN,aquifer,2006,0,0,2074000
MN,aquifer,2007,0,0,2074000
MN,aquifer,2008,0,0,2074000
MN,aquifer,2009,0,0,2074000
MN,aquifer,2010,0,0,2074000
MN,aquifer,2011,0,0,2074000
MN,aquifer,2012,0,0,2074000
MN,aquifer,2013,0,0,2074000
MN,aquifer,2014,0,0,2074000
MN,aquifer,2015,0,0,2074000
MN,aquifer,2016,0,0,2074000
MN,aquifer,2017,0,0,2074000
MN,aquifer,2018,0,0,2074000
MN,aquifer,2019,0,0,2074000
MN,aquifer,2020,0,0,2074000
MN,aquifer,2021,0,0,2074000
MN,aquifer,2022,0,0,2074000
MS,aquifer,1999,0,0,0
MS,aquifer,2000,0,0,0
MS,aquifer,2001,0,0,0
MS,aquifer,2002,0,0,0
MS,aquifer,2003,0,0,0
MS,aquifer,2004,0,0,0
MS,aquifer,2005,0,0,0
MS,aquifer,2006,0,0,0
MS,aquifer,2007,0,0,0
MS,aquifer,2008,0,0,0
MS,aquifer,2009,0,0,0
MS,aquifer,2010,0,0,0
MS,aquifer,2011,0,0,0
MS,aquifer,2012,0,0,0
MS,aquifer,2013,0,0,0
MS,aquifer,2014,0,0,0
MS,aquifer,2015,0,0,0
MS,aquifer,2016,0,0,0
MS,aquifer,2017,0,0,0
MS,aquifer,2018,0,0,0
MS,aquifer,2019,0,0,0
MS,aquifer,2020,0,0,0
MS,aquifer,2021,0,0,0
MS,aquifer,2022,0,0,0
MS,depleted field,1999,49884959.6778984,0,49884959.6778984
MS,depleted field,2000,0,0,49884959.6778984
MS,depleted field,2001,182336.95481468,0,50067296.6327131
MS,depleted field,2002,0,0,50067296.6327131
MS,depleted field,2003,0,0,50067296.6327131
MS,depleted field,2004,1166956.51081394,0,51234253.1435271
MS,depleted field,2005,0,0,51234253.1435271
MS,depleted field,2006,27715.2171318308,0,51261968.3606589
MS,depleted field,2007,7828333.26004352,0,59090301.6207024
MS,depleted field,2008,0,3984121.62070242,55106180
MS,depleted field,2009,12526960,0,67633140
MS,depleted field,2010,5288700,0,72921840
MS,depleted field,2011,0,2240957,70680883
MS,depleted field,2012,0,0,70680883
MS,depleted field,2013,3111000,0,73791883
MS,depleted field,2014,0,250954,73540929
MS,depleted field,2015,0,1451800,72089129
MS,depleted field,2016,97478,0,72186607
MS,depleted field,2017,0,0,72186607
MS,depleted field,2018,0,725900,71460707
MS,depleted field,2019,0,0,71460707
MS,depleted field,2020,0,0,71460707
MS,depleted field,2021,0,0,71460707
MS,depleted field,2022,0,0,71460707
MS,salt cavern,1999,23553579.6220787,0,23553579.6220787
MS,salt cavern,2000,0,0,23553579.6220787
MS,salt cavern,2001,7796964.32089692,0,31350543.9429756
MS,salt cavern,2002,0,0,31350543.9429756
MS,salt cavern,2003,0,674737.297000695,30675806.6459749
MS,salt cavern,2004,0,0,30675806.6459749
MS,salt cavern,2005,3493639.78224804,0,34169446.428223
MS,salt cavern,2006,0,145443.372909039,34024003.0553139
MS,salt cavern,2007,0,0,34024003.0553139
MS,salt cavern,2008,10869800.9446861,0,44893804
MS,salt cavern,2009,483242,0,45377046
MS,salt cavern,2010,13657290,0,59034336
MS,salt cavern,2011,6226148,0,65260484
MS,salt cavern,2012,38898907,0,104159391
MS,salt cavern,2013,9386924,0,113546315
MS,salt cavern,2014,21609006,0,135155321
MS,salt cavern,2015,1593869,0,136749190
MS,salt cavern,2016,3351584,0,140100774
MS,salt cavern,2017,0,0,140100774
MS,salt cavern,2018,0,0,140100774
MS,salt cavern,2019,0,1706902,138393872
MS,salt cavern,2020,0,385764,138008108
MS,salt cavern,2021,0,144143,137863965
MS,salt cavern,2022,0,341173,137522792
MO,aquifer,1999,8563701.64362586,0,8563701.64362586
MO,aquifer,2000,165671.329721922,0,8729372.97334778
MO,aquifer,2001,30943.570675334,0,8760316.54402311
MO,aquifer,2002,29300.5492235459,0,8789617.09324666
MO,aquifer,2003,0,4929.06435536221,8784688.0288913
MO,aquifer,2004,0,20811.6050559767,8763876.42383532
MO,aquifer,2005,38884.8410256412,0,8802761.26486096
MO,aquifer,2006,98307.450198628,0,8901068.71505959
MO,aquifer,2007,119119.055254603,0,9020187.77031419
MO,aquifer,2008,2673024.22968581,0,11693212
MO,aquifer,2009,0,8540732,3152480
MO,aquifer,2010,638792,0,3791272
MO,aquifer,2011,2430728,0,6222000
MO,aquifer,2012,0,0,6222000
MO,aquifer,2013,0,0,6222000
MO,aquifer,2014,0,0,6222000
MO,aquifer,2015,0,0,6222000
MO,aquifer,2016,0,0,6222000
MO,aquifer,2017,0,2430728,3791272
MO,aquifer,2018,0,0,3791272
MO,aquifer,2019,0,0,3791272
MO,aquifer,2020,0,0,3791272
MO,aquifer,2021,0,0,3791272
MO,aquifer,2022,0,0,3791272
MT,aquifer,1999,0,0,0
MT,aquifer,2000,0,0,0
MT,aquifer,2001,0,0,0
MT,aquifer,2002,0,0,0
MT,aquifer,2003,0,0,0
MT,aquifer,2004,0,0,0
MT,aquifer,2005,0,0,0
MT,aquifer,2006,0,0,0
MT,aquifer,2007,0,0,0
MT,aquifer,2008,0,0,0
MT,aquifer,2009,0,0,0
MT,aquifer,2010,0,0,0
MT,aquifer,2011,0,0,0
MT,aquifer,2012,0,0,0
MT,aquifer,2013,0,0,0
MT,aquifer,2014,0,0,0
MT,aquifer,2015,0,0,0
MT,aquifer,2016,0,0,0
MT,aquifer,2017,0,0,0
MT,aquifer,2018,0,0,0
MT,aquifer,2019,0,0,0
MT,aquifer,2020,0,0,0
MT,aquifer,2021,0,0,0
MT,aquifer,2022,0,0,0
MT,depleted field,1999,202217219.589315,0,202217219.589315
MT,depleted field,2000,0,0,202217219.589315
MT,depleted field,2001,1423374.95417637,0,203640594.543491
MT,depleted field,2002,41367.6850926876,0,203681962.228584
MT,depleted field,2003,0,0,203681962.228584
MT,depleted field,2004,0,0,203681962.228584
MT,depleted field,2005,0,0,203681962.228584
MT,depleted field,2006,0,0,203681962.228584
MT,depleted field,2007,0,0,203681962.228584
MT,depleted field,2008,0,415444.228583932,203266518
MT,depleted field,2009,1549278,0,204815796
MT,depleted field,2010,0,7259,204808537
MT,depleted field,2011,0,0,204808537
MT,depleted field,2012,0,0,204808537
MT,depleted field,2013,0,0,204808537
MT,depleted field,2014,0,0,204808537
MT,depleted field,2015,0,0,204808537
MT,depleted field,2016,0,0,204808537
MT,depleted field,2017,0,24888,204783649
MT,depleted field,2018,0,0,204783649
MT,depleted field,2019,0,0,204783649
MT,depleted field,2020,0,0,204783649
MT,depleted field,2021,0,0,204783649
MT,depleted field,2022,0,0,204783649
MT,salt cavern,1999,0,0,0
MT,salt cavern,2000,0,0,0
MT,salt cavern,2001,0,0,0
MT,salt cavern,2002,0,0,0
MT,salt cavern,2003,0,0,0
MT,salt cavern,2004,0,0,0
MT,salt cavern,2005,0,0,0
MT,salt cavern,2006,0,0,0
MT,salt cavern,2007,0,0,0
MT,salt cavern,2008,0,0,0
MT,salt cavern,2009,0,0,0
MT,salt cavern,2010,0,0,0
MT,salt cavern,2011,0,0,0
MT,salt cavern,2012,0,0,0
MT,salt cavern,2013,0,0,0
MT,salt cavern,2014,0,0,0
MT,salt cavern,2015,0,0,0
MT,salt cavern,2016,0,0,0
MT,salt cavern,2017,0,0,0
MT,salt cavern,2018,0,0,0
MT,salt cavern,2019,0,0,0
MT,salt cavern,2020,0,0,0
MT,salt cavern,2021,0,0,0
MT,salt cavern,2022,0,0,0
NE,depleted field,1999,14859856.0214634,0,14859856.0214634
NE,depleted field,2000,0,0,14859856.0214634
NE,depleted field,2001,0,0,14859856.0214634
NE,depleted field,2002,0,0,14859856.0214634
NE,depleted field,2003,376.503902439028,0,14860232.5253659
NE,depleted field,2004,0,0,14860232.5253659
NE,depleted field,2005,0,0,14860232.5253659
NE,depleted field,2006,0,0,14860232.5253659
NE,depleted field,2007,0,1739071.52536586,13121161
NE,depleted field,2008,1001742,0,14122903
NE,depleted field,2009,0,0,14122903
NE,depleted field,2010,1244400,0,15367303
NE,depleted field,2011,0,0,15367303
NE,depleted field,2012,0,0,15367303
NE,depleted field,2013,0,0,15367303
NE,depleted field,2014,0,0,15367303
NE,depleted field,2015,0,2246142,13121161
NE,depleted field,2016,0,0,13121161
NE,depleted field,2017,0,0,13121161
NE,depleted field,2018,0,0,13121161
NE,depleted field,2019,0,0,13121161
NE,depleted field,2020,0,0,13121161
NE,depleted field,2021,0,0,13121161
NE,depleted field,2022,0,0,13121161
NE,salt cavern,1999,0,0,0
NE,salt cavern,2000,0,0,0
NE,salt cavern,2001,0,0,0
NE,salt cavern,2002,0,0,0
NE,salt cavern,2003,0,0,0
NE,salt cavern,2004,0,0,0
NE,salt cavern,2005,0,0,0
NE,salt cavern,2006,0,0,0
NE,salt cavern,2007,0,0,0
NE,salt cavern,2008,0,0,0
NE,salt cavern,2009,0,0,0
NE,salt cavern,2010,0,0,0
NE,salt cavern,2011,0,0,0
NE,salt cavern,2012,0,0,0
NE,salt cavern,2013,0,0,0
NE,salt cavern,2014,0,0,0
NE,salt cavern,2015,0,0,0
NE,salt cavern,2016,0,0,0
NE,salt cavern,2017,0,0,0
NE,salt cavern,2018,0,0,0
NE,salt cavern,2019,0,0,0
NE,salt cavern,2020,0,0,0
NE,salt cavern,2021,0,0,0
NE,salt cavern,2022,0,0,0
NM,aquifer,1999,3982080,0,3982080
NM,aquifer,2000,0,0,3982080
NM,aquifer,2001,0,0,3982080
NM,aquifer,2002,0,2256512,1725568
NM,aquifer,2003,0,0,1725568
NM,aquifer,2004,0,0,1725568
NM,aquifer,2005,0,165920,1559648
NM,aquifer,2006,0,156960.32,1402687.68
NM,aquifer,2007,0,0,1402687.68
NM,aquifer,2008,0,0,1402687.68
NM,aquifer,2009,0,0,1402687.68
NM,aquifer,2010,0,0,1402687.68
NM,aquifer,2011,0,0,1402687.68
NM,aquifer,2012,0,1402687.68,0
NM,aquifer,2013,0,0,0
NM,aquifer,2014,0,0,0
NM,aquifer,2015,0,0,0
NM,aquifer,2016,0,0,0
NM,aquifer,2017,0,0,0
NM,aquifer,2018,0,0,0
NM,aquifer,2019,0,0,0
NM,aquifer,2020,0,0,0
NM,aquifer,2021,0,0,0
NM,aquifer,2022,0,0,0
NM,depleted field,1999,58819603.6767677,0,58819603.6767677
NM,depleted field,2000,0,0,58819603.6767677
NM,depleted field,2001,0,0,58819603.6767677
NM,depleted field,2002,0,0,58819603.6767677
NM,depleted field,2003,0,4171603.09764309,54648000.5791246
NM,depleted field,2004,0,0,54648000.5791246
NM,depleted field,2005,0,122367.024197534,54525633.5549271
NM,depleted field,2006,0,0,54525633.5549271
NM,depleted field,2007,0,0,54525633.5549271
NM,depleted field,2008,2820466.44507295,0,57346100
NM,depleted field,2009,0,0,57346100
NM,depleted field,2010,3836900,0,61183000
NM,depleted field,2011,0,0,61183000
NM,depleted field,2012,4459100,0,65642100
NM,depleted field,2013,0,3693794,61948306
NM,depleted field,2014,0,0,61948306
NM,depleted field,2015,0,0,61948306
NM,depleted field,2016,0,0,61948306
NM,depleted field,2017,0,0,61948306
NM,depleted field,2018,0,0,61948306
NM,depleted field,2019,0,0,61948306
NM,depleted field,2020,0,0,61948306
NM,depleted field,2021,0,0,61948306
NM,depleted field,2022,0,0,61948306
NM,salt cavern,1999,0,0,0
NM,salt cavern,2000,0,0,0
NM,salt cavern,2001,0,0,0
NM,salt cavern,2002,0,0,0
NM,salt cavern,2003,0,0,0
NM,salt cavern,2004,0,0,0
NM,salt cavern,2005,0,0,0
NM,salt cavern,2006,0,0,0
NM,salt cavern,2007,0,0,0
NM,salt cavern,2008,0,0,0
NM,salt cavern,2009,0,0,0
NM,salt cavern,2010,0,0,0
NM,salt cavern,2011,0,0,0
NM,salt cavern,2012,0,0,0
NM,salt cavern,2013,0,0,0
NM,salt cavern,2014,0,0,0
NM,salt cavern,2015,0,0,0
NM,salt cavern,2016,0,0,0
NM,salt cavern,2017,0,0,0
NM,salt cavern,2018,0,0,0
NM,salt cavern,2019,0,0,0
NM,salt cavern,2020,0,0,0
NM,salt cavern,2021,0,0,0
NM,salt cavern,2022,0,0,0
NY,aquifer,1999,0,0,0
NY,aquifer,2000,0,0,0
NY,aquifer,2001,0,0,0
NY,aquifer,2002,0,0,0
NY,aquifer,2003,0,0,0
NY,aquifer,2004,0,0,0
NY,aquifer,2005,0,0,0
NY,aquifer,2006,0,0,0
NY,aquifer,2007,0,0,0
NY,aquifer,2008,0,0,0
NY,aquifer,2009,0,0,0
NY,aquifer,2010,0,0,0
NY,aquifer,2011,0,0,0
NY,aquifer,2012,0,0,0
NY,aquifer,2013,0,0,0
NY,aquifer,2014,0,0,0
NY,aquifer,2015,0,0,0
NY,aquifer,2016,0,0,0
NY,aquifer,2017,0,0,0
NY,aquifer,2018,0,0,0
NY,aquifer,2019,0,0,0
NY,aquifer,2020,0,0,0
NY,aquifer,2021,0,0,0
NY,aquifer,2022,0,0,0
NY,depleted field,1999,93141816.8350239,0,93141816.8350239
NY,depleted field,2000,196281.098818034,0,93338097.9338419
NY,depleted field,2001,11262.0302600563,0,93349359.9641019
NY,depleted field,2002,7373948.38455759,0,100723308.34866
NY,depleted field,2003,5571487.25579409,0,106294795.604454
NY,depleted field,2004,2263131.79511513,0,108557927.399569
NY,depleted field,2005,48265.8439716548,0,108606193.24354
NY,depleted field,2006,4488723.48936342,0,113094916.732904
NY,depleted field,2007,8466901.60693784,0,121561818.339842
NY,depleted field,2008,0,6331415.33984166,115230403
NY,depleted field,2009,17014059,0,132244462
NY,depleted field,2010,0,0,132244462
NY,depleted field,2011,0,0,132244462
NY,depleted field,2012,1555500,0,133799962
NY,depleted field,2013,0,959225,132840737
NY,depleted field,2014,0,0,132840737
NY,depleted field,2015,0,2779160,130061577
NY,depleted field,2016,0,0,130061577
NY,depleted field,2017,638792,0,130700369
NY,depleted field,2018,0,0,130700369
NY,depleted field,2019,0,0,130700369
NY,depleted field,2020,0,0,130700369
NY,depleted field,2021,0,0,130700369
NY,depleted field,2022,0,2476356,128224013
NY,salt cavern,1999,931748.931623932,0,931748.931623932
NY,salt cavern,2000,0,0,931748.931623932
NY,salt cavern,2001,0,0,931748.931623932
NY,salt cavern,2002,571901.068376068,0,1503650
NY,salt cavern,2003,0,0,1503650
NY,salt cavern,2004,0,0,1503650
NY,salt cavern,2005,0,0,1503650
NY,salt cavern,2006,0,0,1503650
NY,salt cavern,2007,0,0,1503650
NY,salt cavern,2008,0,0,1503650
NY,salt cavern,2009,0,0,1503650
NY,salt cavern,2010,0,0,1503650
NY,salt cavern,2011,0,0,1503650
NY,salt cavern,2012,0,1503650,0
NY,salt cavern,2013,1503650,0,1503650
NY,salt cavern,2014,0,0,1503650
NY,salt cavern,2015,0,0,1503650
NY,salt cavern,2016,0,0,1503650
NY,salt cavern,2017,0,0,1503650
NY,salt cavern,2018,0,0,1503650
NY,salt cavern,2019,0,0,1503650
NY,salt cavern,2020,0,0,1503650
NY,salt cavern,2021,0,0,1503650
NY,salt cavern,2022,0,0,1503650
OH,aquifer,1999,0,0,0
OH,aquifer,2000,0,0,0
OH,aquifer,2001,0,0,0
OH,aquifer,2002,0,0,0
OH,aquifer,2003,0,0,0
OH,aquifer,2004,0,0,0
OH,aquifer,2005,0,0,0
OH,aquifer,2006,0,0,0
OH,aquifer,2007,0,0,0
OH,aquifer,2008,0,0,0
OH,aquifer,2009,0,0,0
OH,aquifer,2010,0,0,0
OH,aquifer,2011,0,0,0
OH,aquifer,2012,0,0,0
OH,aquifer,2013,0,0,0
OH,aquifer,2014,0,0,0
OH,aquifer,2015,0,0,0
OH,aquifer,2016,0,0,0
OH,aquifer,2017,0,0,0
OH,aquifer,2018,0,0,0
OH,aquifer,2019,0,0,0
OH,aquifer,2020,0,0,0
OH,aquifer,2021,0,0,0
OH,aquifer,2022,0,0,0
OH,depleted field,1999,260860206.484146,0,260860206.484146
OH,depleted field,2000,0,725387.446252674,260134819.037893
OH,depleted field,2001,986073.559749693,0,261120892.597643
OH,depleted field,2002,0,1020076.09629276,260100816.50135
OH,depleted field,2003,0,591644.135849833,259509172.365501
OH,depleted field,2004,0,0,259509172.365501
OH,depleted field,2005,33095.8022352755,0,259542268.167736
OH,depleted field,2006,0,0,259542268.167736
OH,depleted field,2007,0,0,259542268.167736
OH,depleted field,2008,0,31323456.1677358,228218812
OH,depleted field,2009,5265886,0,233484698
OH,depleted field,2010,3314252,0,236798950
OH,depleted field,2011,2074000,0,238872950
OH,depleted field,2012,0,0,238872950
OH,depleted field,2013,495686,0,239368636
OH,depleted field,2014,0,0,239368636
OH,depleted field,2015,0,0,239368636
OH,depleted field,2016,12444,0,239381080
OH,depleted field,2017,22088100,0,261469180
OH,depleted field,2018,1669570,0,263138750
OH,depleted field,2019,0,0,263138750
OH,depleted field,2020,0,0,263138750
OH,depleted field,2021,0,0,263138750
OH,depleted field,2022,0,12125641,251013109
OH,salt cavern,1999,0,0,0
OH,salt cavern,2000,0,0,0
OH,salt cavern,2001,0,0,0
OH,salt cavern,2002,0,0,0
OH,salt cavern,2003,0,0,0
OH,salt cavern,2004,0,0,0
OH,salt cavern,2005,0,0,0
OH,salt cavern,2006,0,0,0
OH,salt cavern,2007,0,0,0
OH,salt cavern,2008,0,0,0
OH,salt cavern,2009,0,0,0
OH,salt cavern,2010,0,0,0
OH,salt cavern,2011,0,0,0
OH,salt cavern,2012,0,0,0
OH,salt cavern,2013,0,0,0
OH,salt cavern,2014,0,0,0
OH,salt cavern,2015,0,0,0
OH,salt cavern,2016,0,0,0
OH,salt cavern,2017,0,0,0
OH,salt cavern,2018,0,0,0
OH,salt cavern,2019,0,0,0
OH,salt cavern,2020,0,0,0
OH,salt cavern,2021,0,0,0
OH,salt cavern,2022,0,0,0
OK,aquifer,1999,0,0,0
OK,aquifer,2000,0,0,0
OK,aquifer,2001,0,0,0
OK,aquifer,2002,0,0,0
OK,aquifer,2003,0,0,0
OK,aquifer,2004,0,0,0
OK,aquifer,2005,0,0,0
OK,aquifer,2006,0,0,0
OK,aquifer,2007,0,0,0
OK,aquifer,2008,0,0,0
OK,aquifer,2009,0,0,0
OK,aquifer,2010,0,0,0
OK,aquifer,2011,0,0,0
OK,aquifer,2012,32147,0,32147
OK,aquifer,2013,0,0,32147
OK,aquifer,2014,0,0,32147
OK,aquifer,2015,0,0,32147
OK,aquifer,2016,0,0,32147
OK,aquifer,2017,0,0,32147
OK,aquifer,2018,0,0,32147
OK,aquifer,2019,0,0,32147
OK,aquifer,2020,0,0,32147
OK,aquifer,2021,0,0,32147
OK,aquifer,2022,0,0,32147
OK,depleted field,1999,216542536.291894,0,216542536.291894
OK,depleted field,2000,0,9153616.47180086,207388919.820094
OK,depleted field,2001,2138951.72199062,0,209527871.542084
OK,depleted field,2002,4239512.0028173,0,213767383.544901
OK,depleted field,2003,0,2703305.90710044,211064077.637801
OK,depleted field,2004,0,658138.991381735,210405938.646419
OK,depleted field,2005,0,2687400.88147539,207718537.764944
OK,depleted field,2006,712983.907330215,0,208431521.672274
OK,depleted field,2007,0,3455229.70475408,204976291.96752
OK,depleted field,2008,0,21562101.96752,183414190
OK,depleted field,2009,0,2074,183412116
OK,depleted field,2010,3100630,0,186512746
OK,depleted field,2011,3629500,0,190142246
OK,depleted field,2012,0,2623610,187518636
OK,depleted field,2013,204289,0,187722925
OK,depleted field,2014,7673800,0,195396725
OK,depleted field,2015,3111000,0,198507725
OK,depleted field,2016,5101003,0,203608728
OK,depleted field,2017,2385100,0,205993828
OK,depleted field,2018,0,3207441,202786387
OK,depleted field,2019,0,0,202786387
OK,depleted field,2020,2425543,0,205211930
OK,depleted field,2021,0,0,205211930
OK,depleted field,2022,0,0,205211930
OK,salt cavern,1999,0,0,0
OK,salt cavern,2000,0,0,0
OK,salt cavern,2001,0,0,0
OK,salt cavern,2002,0,0,0
OK,salt cavern,2003,0,0,0
OK,salt cavern,2004,0,0,0
OK,salt cavern,2005,0,0,0
OK,salt cavern,2006,0,0,0
OK,salt cavern,2007,0,0,0
OK,salt cavern,2008,0,0,0
OK,salt cavern,2009,0,0,0
OK,salt cavern,2010,0,0,0
OK,salt cavern,2011,0,0,0
OK,salt cavern,2012,0,0,0
OK,salt cavern,2013,0,0,0
OK,salt cavern,2014,0,0,0
OK,salt cavern,2015,0,0,0
OK,salt cavern,2016,0,0,0
OK,salt cavern,2017,0,0,0
OK,salt cavern,2018,0,0,0
OK,salt cavern,2019,0,0,0
OK,salt cavern,2020,0,0,0
OK,salt cavern,2021,0,0,0
OK,salt cavern,2022,0,0,0
OR,aquifer,1999,0,0,0
OR,aquifer,2000,0,0,0
OR,aquifer,2001,0,0,0
OR,aquifer,2002,0,0,0
OR,aquifer,2003,0,0,0
OR,aquifer,2004,0,0,0
OR,aquifer,2005,0,0,0
OR,aquifer,2006,0,0,0
OR,aquifer,2007,0,0,0
OR,aquifer,2008,0,0,0
OR,aquifer,2009,0,0,0
OR,aquifer,2010,0,0,0
OR,aquifer,2011,0,0,0
OR,aquifer,2012,0,0,0
OR,aquifer,2013,0,0,0
OR,aquifer,2014,0,0,0
OR,aquifer,2015,0,0,0
OR,aquifer,2016,0,0,0
OR,aquifer,2017,0,0,0
OR,aquifer,2018,0,0,0
OR,aquifer,2019,0,0,0
OR,aquifer,2020,0,0,0
OR,aquifer,2021,0,0,0
OR,aquifer,2022,0,0,0
OR,depleted field,1999,6832559.11226867,0,6832559.11226867
OR,depleted field,2000,2594397.12290842,0,9426956.23517708
OR,depleted field,2001,2965361.22545888,0,12392317.460636
OR,depleted field,2002,1526185.11920921,0,13918502.5798452
OR,depleted field,2003,71135.7470817845,0,13989638.326927
OR,depleted field,2004,402122.735569762,0,14391761.0624967
OR,depleted field,2005,0,262202.836351044,14129558.2261457
OR,depleted field,2006,1569101.72695277,0,15698659.9530984
OR,depleted field,2007,1594381.37260993,0,17293041.3257084
OR,depleted field,2008,0,923996.325708382,16369045
OR,depleted field,2009,155550,0,16524595
OR,depleted field,2010,0,0,16524595
OR,depleted field,2011,0,0,16524595
OR,depleted field,2012,0,440725,16083870
